contig la lo p.values contigs.null isogroup adj.p
c008469 -4898.555555 -4898.555555 1 c008469 isogroup=6109 1
c008471 -2021.379345 -2021.817322 0.349312246050203 c008471 isogroup=5996 1
c008473 -1260.654357 -1263.708781 0.0134506771881966 c008473 isogroup=5997 0.332898041138847
c008475 -4978.313135 -4982.464311 0.00395937687045169 c008475 isogroup=5999 0.220778501037646
c008477 -2660.138722 -2660.141833 0.937128345632766 c008477 isogroup=6143 1
c008479 -1866.036475 -1866.036475 1 c008479 isogroup=3411 1
c008480m -1918.373817 -1918.373839 0.994707471362836 c008480m isogroup=19188 1
c008481m -3766.634491 -3766.634491 1 c008481m isogroup=6628 1
c008483 -2576.969718 -2576.969718 1 c008483 isogroup=4998 1
c008485m -3387.272387 -3388.028963 0.218658748437917 c008485m isogroup=13560 1
c008485p -2373.432438 -2373.435373 0.938929089685166 c008485p isogroup=23418 1
c008487 -1649.112366 -1649.112366 1 c008487 isogroup=6001 1
c008489 -6128.87917 -6128.87917 1 c008489 isogroup=6135 1
c008491p -3207.211851 -3207.23988 0.812838557043788 c008491p isogroup=11471 1
c008493 -4535.73967 -4537.356583 0.072131985072394 c008493 isogroup=6004 0.682198543902909
c008498 -3763.350721 -3767.436577 0.00425487276676167 c008498 isogroup=6006 0.220850777635225
c008501 -4351.071929 -4351.071929 1 c008501 isogroup=6011 1
c008502 -5370.664554 -5370.664554 1 c008502 isogroup=6205 1
c008507 -3992.153558 -3992.153559 0.998871621274596 c008507 isogroup=6018 1
c008509 -3462.103465 -3462.103465 1 c008509 isogroup=6016 1
c008514 -4247.598391 -4248.450648 0.19169870085705 c008514 isogroup=4285.1 0.982503670909562
c008515 -4509.636661 -4509.636661 1 c008515 isogroup=6025 1
c008516 -5535.624359 -5535.624359 1 c008516 isogroup=5311 1
c008517 -1454.247689 -1454.247689 1 c008517 isogroup=6021 1
c008518 -5282.599212 -5282.575048 1 c008518 isogroup=6020 1
c008519 -3676.695876 -3677.141442 0.345170730934102 c008519 isogroup=6023 1
c008521m -2286.757846 -2286.757846 1 c008521m isogroup=27492 1
c008524m -1064.362768 -1064.362768 1 c008524m isogroup=21180 1
c008524p -772.477771 -774.078631 0.0735608689938718 c008524p isogroup=41017 0.685851384386916
c008525 -3303.012715 -3303.012715 1 c008525 isogroup=6027 1
c008528 -3190.214194 -3190.837109 0.264350421764234 c008528 isogroup=6030 1
c008530 -3181.176037 -3181.176038 0.998871621274596 c008530 isogroup=6032 1
c008537 -6665.651881 -6666.184723 0.301922366975596 c008537 isogroup=6041 1
c008545 -5393.997606 -5393.997606 1 c008545 isogroup=6048 1
c008546 -4187.902708 -4188.451669 0.294722591104359 c008546 isogroup=6049 1
c008548 -3820.441854 -3820.441854 1 c008548 isogroup=6044 1
c008549 -2228.880054 -2228.880054 1 c008549 isogroup=6206 1
c008550 -6013.019005 -6014.218241 0.121453829822446 c008550 isogroup=6055 0.821505638945459
c008551 -3507.829277 -3509.112233 0.109189571968254 c008551 isogroup=6169 0.787007785042761
c008552m -4493.102263 -4503.639732 4.41667056416263e-06 c008552m isogroup=21402 0.00302424155763429
c008553 -4438.832615 -4438.832615 1 c008553 isogroup=6053 1
c008554 -7538.97369 -7539.010294 0.786721949476067 c008554 isogroup=6052 1
c008558 -1527.48394 -1527.48394 1 c008558 isogroup=6061 1
c008559 -699.491166 -699.634628 0.592198479993131 c008559 isogroup=6060 1
c008561 -2236.37183 -2236.37183 1 c008561 isogroup=6065 1
c008563 -3711.254708 -3711.254708 1 c008563 isogroup=6064 1
c008564 -4558.466456 -4558.466456 1 c008564 isogroup=6063 1
c008569 -3080.001607 -3082.261255 0.0335146193978828 c008569 isogroup=6075 0.490105680567181
c008577 -3924.98784 -3925.535448 0.295318394699319 c008577 isogroup=6078 1
c008579 -2325.201661 -2325.201661 1 c008579 isogroup=6191 1
c008580 -2424.098085 -2425.231219 0.132217954536266 c008580 isogroup=6081 0.849820431672646
c008581 -3645.297871 -3645.297871 1 c008581 isogroup=6079 1
c008583 -5185.073038 -5188.350154 0.0104634991613062 c008583 isogroup=6080 0.30486515936458
c008584 -3628.312941 -3629.361475 0.14758190336786 c008584 isogroup=6090 0.881837799775715
c008586 -2754.753189 -2755.474968 0.229564445419959 c008586 isogroup=6243 1
c008589 -5999.091397 -5999.091397 1 c008589 isogroup=6271 1
c008590 -1935.648229 -1935.847255 0.528097003723459 c008590 isogroup=6093 1
c008591 -1556.360539 -1558.708219 0.0302441625666705 c008591 isogroup=6088 0.473199106043174
c008592 -5119.50231 -5119.518332 0.857931121932407 c008592 isogroup=6092 1
c008593 -4942.261652 -4942.482273 0.506523603258999 c008593 isogroup=6087 1
c008595m -2625.06327 -2625.06327 1 c008595m isogroup=23831 1
c008596 -5603.154905 -5605.840489 0.0204722644889103 c008596 isogroup=6094 0.40270223467134
c008599 -5359.455561 -5359.455561 1 c008599 isogroup=6101 1
c008600 -3069.786105 -3071.57264 0.0587236506473837 c008600 isogroup=6099 0.623112161024259
c008601 -3894.559021 -3894.56323 0.926896941253757 c008601 isogroup=6372 1
c008602 -5233.410105 -5233.425433 0.861010055837726 c008602 isogroup=6190 1
c008607 -3480.747493 -3481.401343 0.252811505449396 c008607 isogroup=6106 1
c008609 -1348.330059 -1348.330059 1 c008609 isogroup=6103 1
c008611 -3114.658405 -3114.658405 1 c008611 isogroup=6107 1
c008613 -7787.685763 -7787.685763 1 c008613 isogroup=6108 1
c008614 -5461.894762 -5462.154327 0.471213035320724 c008614 isogroup=4205 1
c008618 -3617.662864 -3617.662864 1 c008618 isogroup=6113 1
c008620 -2556.879385 -2556.879383 1 c008620 isogroup=6115 1
c008622m -2734.465839 -2734.465839 1 c008622m isogroup=19107 1
c008623 -3281.271628 -3281.271628 1 c008623 isogroup=6118 1
c008625 -7484.79141 -7485.028047 0.491484818821069 c008625 isogroup=6117 1
c008627 -5978.161942 -5978.301341 0.59749013441479 c008627 isogroup=6261 1
c008630 -6280.583065 -6280.601949 0.84590973887847 c008630 isogroup=6121 1
c008632 -6608.429138 -6608.541797 0.635017404933302 c008632 isogroup=6122 1
c008638 -3084.097322 -3084.444326 0.404804447893647 c008638 isogroup=6129 1
c008639 -4983.058344 -4983.280814 0.504747714302289 c008639 isogroup=6127 1
c008642 -6050.5336 -6050.0761 1 c008642 isogroup=6136 1
c008644 -4179.465275 -4179.484209 0.845708436542376 c008644 isogroup=4917 1
c008648 -1889.307428 -1890.762315 0.0880442116300723 c008648 isogroup=6137 0.728519912551615
c008649 -2207.833112 -2207.833112 1 c008649 isogroup=6134 1
c008650 -5955.911267 -5956.864693 0.167313363258222 c008650 isogroup=6131 0.927127967510214
c008652m -2357.396925 -2357.396925 1 c008652m isogroup=23989 1
c008652p -3819.208318 -3819.208318 1 c008652p isogroup=8150 1
c008653 -4623.042955 -4623.062347 0.843877200358955 c008653 isogroup=6141 1
c008656 -5373.986061 -5373.986061 1 c008656 isogroup=6140 1
c008657 -5512.501798 -5512.501798 1 c008657 isogroup=6142 1
c008658p -3168.399806 -3168.399807 0.998871621274596 c008658p isogroup=15118 1
c008660 -5131.875227 -5132.677081 0.205378523661707 c008660 isogroup=6145 1
c008665 -3049.561521 -3052.571372 0.0141470352999475 c008665 isogroup=6150 0.337132713609654
c008667m -4477.029676 -4477.348333 0.424685113550083 c008667m isogroup=16518 1
c008669 -2070.433857 -2070.433857 1 c008669 isogroup=6149 1
c008670 -3792.023039 -3792.023039 1 c008670 isogroup=6148 1
c008672 -5682.271892 -5683.096913 0.198953214764613 c008672 isogroup=6147 0.997146512910608
c008673 -6116.600439 -6116.600439 1 c008673 isogroup=4518 1
c008676 -5681.53844 -5684.778516 0.0109085654688085 c008676 isogroup=6322 0.310668720104592
c008677 -4048.320147 -4048.320147 1 c008677 isogroup=6157 1
c008678 -3546.404498 -3546.106227 1 c008678 isogroup=6156 1
c008679p -4405.709857 -4405.709857 1 c008679p isogroup=15024 1
c008681m -4489.390093 -4489.746774 0.398329963659323 c008681m isogroup=15356 1
c008681p -1686.439262 -1686.626508 0.540565866958849 c008681p isogroup=23006 1
c008682 -4335.042289 -4338.523131 0.00832736189378631 c008682 isogroup=6154 0.279510895461043
c008684m -1533.482151 -1533.482151 1 c008684m isogroup=28120 1
c008685 -5231.086206 -5231.397472 0.430107932318147 c008685 isogroup=6161 1
c008687 -7646.298033 -7647.530114 0.116469804458186 c008687 isogroup=6160 0.812242509980393
c008690 -1269.349751 -1269.349751 1 c008690 isogroup=3619 1
c008691 -6304.500288 -6305.068507 0.286406256157493 c008691 isogroup=6165 1
c008692 -6047.47848 -6049.169162 0.0659374646284263 c008692 isogroup=6164 0.661584626414426
c008694 -1867.916823 -1867.916823 1 c008694 isogroup=6276 1
c008696 -6197.099259 -6197.099259 1 c008696 isogroup=6166 1
c008698 -5368.326243 -5368.326243 1 c008698 isogroup=1651 1
c008699 -845.397759 -845.398006 0.982267589347606 c008699 isogroup=5754 1
c008700m -1271.271236 -1271.872707 0.272734459208849 c008700m isogroup=25034 1
c008701 -6716.80927 -6716.80927 1 c008701 isogroup=6171 1
c008704 -3931.852616 -3932.755164 0.179097632250397 c008704 isogroup=6415 0.951635685899551
c008707 -3177.35905 -3175.293829 1 c008707 isogroup=5590.1 1
c008708 -2388.921544 -2388.921545 0.998871621018033 c008708 isogroup=6178 1
c008710 -4658.371445 -4658.371445 1 c008710 isogroup=6181 1
c008713 -2980.373838 -2981.182486 0.203469234344425 c008713 isogroup=6180 1
c008714 -3549.658867 -3549.658867 1 c008714 isogroup=6174 1
c008715 -701.371302 -701.512827 0.59470907157861 c008715 isogroup=4969.1 1
c008716 -5638.488264 -5638.488264 1 c008716 isogroup=6186 1
c008718 -3463.027 -3463.027 1 c008718 isogroup=6187 1
c008720 -4421.352392 -4421.352392 1 c008720 isogroup=6267 1
c008727 -4375.437577 -4375.437577 1 c008727 isogroup=6189 1
c008730 -1125.510345 -1125.510343 1 c008730 isogroup=6196 1
c008731 -1794.685506 -1798.92036 0.00361109394055845 c008731 isogroup=6195 0.212717455469961
c008732 -4793.371944 -4793.457741 0.678699037580422 c008732 isogroup=6193 1
c008734m -1098.126061 -1098.21858 0.667078940298074 c008734m isogroup=34839 1
c008734p -4696.144594 -4696.144591 1 c008734p isogroup=20536 1
c008735 -6520.208612 -6521.114381 0.178323842408657 c008735 isogroup=6200 0.950424520113539
c008736 -4289.599627 -4293.168253 0.00754987667136216 c008736 isogroup=585 0.269704462675475
c008737 -2102.042456 -2105.646519 0.00725742320833832 c008737 isogroup=6201 0.265270440472751
c008739 -4073.128809 -4073.31983 0.536512413575732 c008739 isogroup=6197 1
c008740 -3819.514667 -3819.514667 1 c008740 isogroup=5224 1
c008741 -5588.118588 -5588.118588 1 c008741 isogroup=6316 1
c008742 -4581.561438 -4581.561438 1 c008742 isogroup=6204 1
c008743 -6687.703813 -6687.703813 1 c008743 isogroup=6203 1
c008746 -8215.622592 -8216.565688 0.169632052241982 c008746 isogroup=6207 0.933406329683513
c008750 -5097.69324 -5097.69324 1 c008750 isogroup=6210 1
c008752 -5810.407273 -5814.512726 0.00416393551871674 c008752 isogroup=6211 0.220778501037646
c008754 -6925.333283 -6925.333283 1 c008754 isogroup=6214 1
c008755 -3534.015326 -3534.015326 1 c008755 isogroup=6213 1
c008756p -2577.35754 -2577.35754 1 c008756p isogroup=23368 1
c008758 -2181.386177 -2181.767898 0.382253499476642 c008758 isogroup=6218 1
c008759 -2380.904332 -2381.528167 0.263997961674747 c008759 isogroup=6216 1
c008760 -5833.899798 -5833.910724 0.882481494583403 c008760 isogroup=6215 1
c008766 -5009.001688 -5009.082012 0.68856061849605 c008766 isogroup=6221 1
c008771 -6065.240185 -6065.240185 1 c008771 isogroup=6226 1
c008773 -7205.892882 -7205.892882 1 c008773 isogroup=6230 1
c008776 -2570.930154 -2572.662934 0.0626592871984825 c008776 isogroup=6232 0.643573538815614
c008777 -5744.664571 -5747.386663 0.019633584345165 c008777 isogroup=6229 0.392830439289236
c008778 -7551.320179 -7551.824446 0.315254303550451 c008778 isogroup=6231 1
c008779 -5527.728129 -5528.166249 0.349233585322846 c008779 isogroup=6233 1
c008781 -3156.843723 -3156.843723 1 c008781 isogroup=6236 1
c008783 -2128.436368 -2129.293934 0.19032087131416 c008783 isogroup=6234 0.980472017500682
c008784 -4542.556403 -4543.300481 0.222502787393499 c008784 isogroup=6237 1
c008785 -3344.388959 -3344.382801 1 c008785 isogroup=6235 1
c008786 -5328.690646 -5328.690646 1 c008786 isogroup=6245 1
c008787m -3510.965186 -3510.965186 1 c008787m isogroup=9511 1
c008790p -3366.082614 -3366.082614 1 c008790p isogroup=17939 1
c008797m -5435.036158 -5435.036158 1 c008797m isogroup=14029 1
c008797p -2413.209043 -2413.209043 1 c008797p isogroup=27318 1
c008799 -2607.547168 -2607.714245 0.563223239833554 c008799 isogroup=6251 1
c008800 -2992.945766 -2995.429497 0.0258285207375907 c008800 isogroup=6253 0.445856699992931
c008801 -6655.395486 -6655.420569 0.822774672810573 c008801 isogroup=6254 1
c008803 -4218.971269 -4218.971269 1 c008803 isogroup=5820 1
c008804 -1466.608749 -1466.608749 1 c008804 isogroup=4859 1
c008814 -4919.533834 -4919.947477 0.363058486200126 c008814 isogroup=6259 1
c008819p -4472.368238 -4474.239385 0.0530515630093204 c008819p isogroup=18958 0.60476426600303
c008821 -1819.71677 -1820.24736 0.302946208568513 c008821 isogroup=6272 1
c008822m -2434.128821 -2434.128821 1 c008822m isogroup=25168 1
c008822p -3662.985231 -3663.593356 0.270097848439278 c008822p isogroup=20353 1
c008823 -2438.782116 -2441.027675 0.0340713887267705 c008823 isogroup=6266 0.491536215722214
c008825 -3642.964019 -3643.089481 0.616425210874182 c008825 isogroup=6385 1
c008830 -4309.856317 -4309.856317 1 c008830 isogroup=6277 1
c008832 -4941.692481 -4941.692481 1 c008832 isogroup=6275 1
c008833 -4787.625829 -4788.784964 0.127862160601712 c008833 isogroup=6278 0.83541491828256
c008834 -3201.811553 -3201.811553 1 c008834 isogroup=6043 1
c008835 -3864.293535 -3864.293535 1 c008835 isogroup=6274 1
c008842 -3638.387787 -3638.387787 1 c008842 isogroup=6279 1
c008844 -3523.242965 -3523.470971 0.499493692030195 c008844 isogroup=6284 1
c008849 -4660.754957 -4660.754957 1 c008849 isogroup=6287 1
c008852 -4621.929811 -4621.929811 1 c008852 isogroup=6293 1
c008857p -1273.275789 -1273.28235 0.908800783622474 c008857p isogroup=30585 1
c008858 -4678.742272 -4678.742272 1 c008858 isogroup=6294 1
c008862 -3579.092642 -3579.092642 1 c008862 isogroup=6436 1
c008863 -5444.459766 -5444.459755 1 c008863 isogroup=6298 1
c008864 -7509.197262 -7515.592279 0.000348470785852413 c008864 isogroup=6303 0.052939327254825
c008865 -3479.320063 -3479.320063 1 c008865 isogroup=3544 1
c008866 -2665.873682 -2665.873682 1 c008866 isogroup=6302 1
c008869 -8189.33981 -8189.365343 0.821218628429471 c008869 isogroup=6296 1
c008871 -6214.771599 -6214.771599 1 c008871 isogroup=2680 1
c008875 -3015.942255 -3015.942255 1 c008875 isogroup=6308 1
c008876 -5332.225776 -5332.401393 0.553415422490128 c008876 isogroup=6426 1
c008878 -2337.488438 -2338.900893 0.0928120948228089 c008878 isogroup=6313 0.743233200661813
c008882 -8704.646622 -8705.715393 0.143732025846755 c008882 isogroup=6312 0.873533513297053
c008883 -2185.253204 -2185.2588 0.915747186487297 c008883 isogroup=6483 1
c008887 -1962.59914 -1962.59914 1 c008887 isogroup=6318 1
c008892 -6548.204984 -6548.204984 1 c008892 isogroup=6163 1
c008893 -4044.891086 -4045.371812 0.326821318378237 c008893 isogroup=6320 1
c008899 -1915.465439 -1915.465439 1 c008899 isogroup=6431 1
c008900 -2988.290742 -2989.422215 0.132501785801075 c008900 isogroup=6326 0.850578651226774
c008901 -5413.952078 -5413.958274 0.911363103445762 c008901 isogroup=6328 1
c008905m -2557.710651 -2557.710651 1 c008905m isogroup=25930 1
c008906 -5009.988188 -5010.066245 0.692759759271647 c008906 isogroup=6331 1
c008908 -2925.972682 -2925.972682 1 c008908 isogroup=6332 1
c008912 -2828.256026 -2828.929732 0.24573106447836 c008912 isogroup=6342 1
c008916 -3207.835444 -3207.835444 1 c008916 isogroup=6340 1
c008924 -4441.102549 -4441.102549 1 c008924 isogroup=6344 1
c008927 -7132.285838 -7132.572374 0.449040761246308 c008927 isogroup=6348 1
c008928 -2708.557481 -2711.274756 0.0197421767890306 c008928 isogroup=6350 0.393731840388609
c008929 -5918.5425 -5918.558473 0.858146225484554 c008929 isogroup=6197.1 1
c008933 -4707.381608 -4707.381608 1 c008933 isogroup=6349 1
c008935 -2752.400935 -2752.572028 0.558570130910243 c008935 isogroup=6353 1
c008939 -7077.432369 -7077.249704 1 c008939 isogroup=6358 1
c008941 -2556.11601 -2556.11601 1 c008941 isogroup=6360 1
c008943 -4045.994593 -4045.994593 1 c008943 isogroup=6361 1
c008944 -1861.918019 -1861.918019 1 c008944 isogroup=6480 1
c008953 -3874.761099 -3876.721775 0.0476765234417305 c008953 isogroup=6367 0.57719482019726
c008958 -3029.240572 -3029.240485 1 c008958 isogroup=6375 1
c008959 -4725.332598 -4725.332598 1 c008959 isogroup=6374 1
c008960 -7319.49433 -7319.49433 1 c008960 isogroup=5436 1
c008961 -3660.852825 -3661.301392 0.343551355226637 c008961 isogroup=5328 1
c008962 -4875.918258 -4875.918259 0.998871621018033 c008962 isogroup=4323 1
c008963 -7565.753555 -7565.753555 1 c008963 isogroup=6379 1
c008965 -5028.807531 -5028.599703 1 c008965 isogroup=6608 1
c008967 -8002.019687 -8002.019687 1 c008967 isogroup=6378 1
c008969 -6077.014191 -6077.014191 1 c008969 isogroup=6455 1
c008976 -3720.15471 -3721.107877 0.167371053109883 c008976 isogroup=6384 0.927127967510214
c008979 -5762.577302 -5762.577302 1 c008979 isogroup=6390 1
c008982 -3054.750126 -3055.036489 0.449177705465326 c008982 isogroup=6395 1
c008983 -2599.942622 -2599.942622 1 c008983 isogroup=6394 1
c008986 -3673.971878 -3673.971878 1 c008986 isogroup=6388 1
c008992 -3679.652201 -3679.652208 0.997014596284749 c008992 isogroup=6397 1
c008993 -3666.814685 -3666.814685 1 c008993 isogroup=6400 1
c008995 -4035.043825 -4035.043825 1 c008995 isogroup=6399 1
c008998m -3150.087444 -3150.498676 0.364460733765723 c008998m isogroup=18737 1
c009000p -4835.447528 -4835.447528 1 c009000p isogroup=18019 1
c009002 -2160.937522 -2161.194822 0.473154302855388 c009002 isogroup=6500 1
c009007p -2262.541625 -2263.698455 0.128241772501956 c009007p isogroup=17640 0.837362520894845
c009008 -5163.017107 -5163.017107 1 c009008 isogroup=6411 1
c009009 -3508.316697 -3511.062645 0.0191048139338666 c009009 isogroup=6408 0.388565433494543
c009010p -1526.981189 -1527.179663 0.528669660866866 c009010p isogroup=22938 1
c009011m -816.800159 -816.661728 1 c009011m isogroup=25912 1
c009011p -3267.053787 -3267.819521 0.215892257764497 c009011p isogroup=15101 1
c009013 -1801.318307 -1801.318307 1 c009013 isogroup=6409 1
c009018 -7887.607473 -7888.972518 0.0984737354899421 c009018 isogroup=6423 0.754793833744176
c009021 -2994.551781 -2994.551781 1 c009021 isogroup=6419 1
c009024 -3238.844613 -3238.844612 1 c009024 isogroup=6418 1
c009025 -2757.187091 -2757.187091 1 c009025 isogroup=6580 1
c009027 -2160.972974 -2160.972974 1 c009027 isogroup=6420 1
c009028 -3013.280921 -3013.281008 0.989475485011121 c009028 isogroup=6425 1
c009030 -5220.159253 -5220.159253 1 c009030 isogroup=6315 1
c009031 -3443.047726 -3443.047648 1 c009031 isogroup=6428 1
c009033 -4217.75048 -4218.151378 0.370556936973396 c009033 isogroup=6427 1
c009035 -4511.62439 -4511.648558 0.825984475083732 c009035 isogroup=6429 1
c009037 -2318.582656 -2320.310054 0.0630685171264371 c009037 isogroup=6433 0.645195955583302
c009041m -1111.410781 -1113.627402 0.0352454997998322 c009041m isogroup=29813 0.498631581878894
c009047p -5807.408466 -5807.408466 1 c009047p isogroup=14313 1
c009048 -3126.243615 -3126.555577 0.429592829783472 c009048 isogroup=6440 1
c009053 -5251.05632 -5251.312294 0.474296795565517 c009053 isogroup=6443 1
c009057 -7552.076144 -7553.298061 0.117987529307746 c009057 isogroup=5129 0.812793178441129
c009058 -6180.572076 -6180.572076 1 c009058 isogroup=6450 1
c009063 -1478.24145 -1478.24145 1 c009063 isogroup=6452 1
c009066 -5713.159994 -5713.159994 1 c009066 isogroup=6457 1
c009069 -2966.041371 -2966.041371 1 c009069 isogroup=6543 1
c009070 -3777.009212 -3778.594098 0.0750129174025784 c009070 isogroup=6459 0.69285762108083
c009074 -2933.972109 -2933.972109 1 c009074 isogroup=6458 1
c009077m -3404.310408 -3405.517953 0.120171063309246 c009077m isogroup=7733 0.819029191273564
c009077p -1520.341035 -1521.952933 0.0725751477263241 c009077p isogroup=26022 0.682465281496842
c009080 -6256.398922 -6257.189027 0.208730447286387 c009080 isogroup=6585 1
c009083 -3072.439704 -3072.439704 1 c009083 isogroup=6467 1
c009084 -5101.08538 -5101.08538 1 c009084 isogroup=6469 1
c009085 -2757.454122 -2757.454122 1 c009085 isogroup=6471 1
c009092p -2406.378097 -2406.378097 1 c009092p isogroup=21678 1
c009093 -6570.115925 -6570.585293 0.332603122237515 c009093 isogroup=6479 1
c009096m -2002.920345 -2004.076122 0.128415609147954 c009096m isogroup=28415 0.837432839084851
c009098 -5321.427359 -5321.427359 1 c009098 isogroup=6477 1
c009106 -5923.265046 -5923.265046 1 c009106 isogroup=6488 1
c009107 -1924.838458 -1925.9488 0.136172718277654 c009107 isogroup=6489 0.858055208239135
c009108m -3387.64759 -3387.64759 1 c009108m isogroup=14368 1
c009109 -8299.834581 -8299.828359 1 c009109 isogroup=6578 1
c009114 -3380.158098 -3381.525343 0.0982028471586022 c009114 isogroup=2866 0.754768478930123
c009115 -3297.941186 -3297.941186 1 c009115 isogroup=6491 1
c009116 -1589.922215 -1589.922554 0.979226683629126 c009116 isogroup=6493 1
c009118 -2792.074172 -2792.074171 1 c009118 isogroup=6494 1
c009123 -1626.34099 -1626.34099 1 c009123 isogroup=6498 1
c009126 -2768.742606 -2768.742606 1 c009126 isogroup=6501 1
c009127 -3067.61733 -3067.61733 1 c009127 isogroup=6502 1
c009128 -6256.652051 -6256.652051 1 c009128 isogroup=6606 1
c009136 -2344.022285 -2347.807819 0.00593126283458194 c009136 isogroup=6403 0.240517792912029
c009137 -5346.700224 -5346.717053 0.854436185410888 c009137 isogroup=6248 1
c009138 -3310.7918 -3310.7918 1 c009138 isogroup=6511 1
c009146 -6071.593849 -6071.593849 1 c009146 isogroup=6033.1 1
c009150 -3662.065875 -3662.659377 0.275934719028364 c009150 isogroup=6630 1
c009152 -4940.66827 -4940.897589 0.498261194467531 c009152 isogroup=6520 1
c009154 -2063.306916 -2063.306899 1 c009154 isogroup=6515 1
c009155 -4571.09288 -4571.09288 1 c009155 isogroup=6517 1
c009157 -3363.223738 -3363.61692 0.375201841450979 c009157 isogroup=6518 1
c009159 -3859.842604 -3864.165513 0.00327812926209809 c009159 isogroup=3003 0.205302839335424
c009165 -4633.734218 -4633.763354 0.809248258895395 c009165 isogroup=6528 1
c009167 -3801.268768 -3803.193902 0.0497380426646906 c009167 isogroup=6529 0.58517690287404
c009168 -3782.511687 -3786.478643 0.00485167904157948 c009168 isogroup=6534 0.228536411241709
c009170 -2485.016065 -2485.016065 1 c009170 isogroup=6531 1
c009172 -4621.858087 -4621.858087 1 c009172 isogroup=6535 1
c009173 -3592.505985 -3591.224755 1 c009173 isogroup=5756 1
c009177 -7276.027168 -7276.027168 1 c009177 isogroup=6066 1
c009186 -3484.143679 -3484.146827 0.936756354923546 c009186 isogroup=6541 1
c009190 -6762.027142 -6762.68436 0.251593061338117 c009190 isogroup=6544 1
c009194 -6464.33482 -6464.331981 1 c009194 isogroup=6547 1
c009195 -6015.298668 -6015.298668 1 c009195 isogroup=6550 1
c009198m -3338.792381 -3338.792381 1 c009198m isogroup=20883 1
c009200 -6534.927502 -6534.927534 0.993616991516424 c009200 isogroup=6553 1
c009203 -4721.923341 -4721.923341 1 c009203 isogroup=5623 1
c009204 -2488.882309 -2489.127187 0.484036167439778 c009204 isogroup=6558 1
c009205 -2935.323625 -2937.499812 0.0369573949972841 c009205 isogroup=6554 0.514230352303449
c009208 -2953.226494 -2953.660577 0.351463538180614 c009208 isogroup=6643 1
c009212 -4999.527152 -4999.659328 0.607145913702841 c009212 isogroup=6559 1
c009213 -5457.881565 -5458.03237 0.582874851486914 c009213 isogroup=5722 1
c009217 -6993.801025 -6993.801025 1 c009217 isogroup=6560 1
c009219 -1051.827815 -1051.827815 1 c009219 isogroup=6561 1
c009220 -4407.188724 -4407.591722 0.369306688672909 c009220 isogroup=6564 1
c009221 -7470.919069 -7470.919055 1 c009221 isogroup=2750 1
c009225 -3544.843195 -3546.015195 0.125766244838717 c009225 isogroup=6567 0.830136433112268
c009226 -5428.999795 -5428.999795 1 c009226 isogroup=6568 1
c009227 -11105.825046 -11105.825046 1 c009227 isogroup=4721 1
c009228 -3441.790774 -3442.288307 0.318507344015608 c009228 isogroup=6565 1
c009230 -10489.580185 -10489.580185 1 c009230 isogroup=6573 1
c009232 -3793.727777 -3793.727777 1 c009232 isogroup=6577 1
c009233m -1102.358327 -1102.358327 1 c009233m isogroup=26179 1
c009233p -3465.245529 -3467.198983 0.0480879942250321 c009233p isogroup=9548 0.57719482019726
c009240 -1200.788956 -1200.788956 1 c009240 isogroup=6579 1
c009242 -6072.565936 -6072.565936 1 c009242 isogroup=6584 1
c009244 -7025.274634 -7025.430374 0.57677341512231 c009244 isogroup=3390.1 1
c009247 -2891.566641 -2894.886427 0.00997378932601908 c009247 isogroup=6582 0.299534474174099
c009248 -3973.422047 -3973.422047 1 c009248 isogroup=5474 1
c009249 -3359.472875 -3360.92455 0.0883956703030118 c009249 isogroup=6590 0.728519912551615
c009250 -5596.276119 -5596.276119 1 c009250 isogroup=6586 1
c009251 -1901.079277 -1901.079277 1 c009251 isogroup=6726 1
c009256 -1895.783113 -1895.783113 1 c009256 isogroup=6587 1
c009259 -1322.333312 -1322.333312 1 c009259 isogroup=6589 1
c009260 -4161.212074 -4161.825942 0.26784778437794 c009260 isogroup=6126 1
c009261 -6652.757942 -6652.757942 1 c009261 isogroup=6594 1
c009263 -3587.510914 -3587.510914 1 c009263 isogroup=6593 1
c009264 -4851.316203 -4851.316203 1 c009264 isogroup=6595 1
c009265 -2048.732881 -2050.54401 0.0570114459445313 c009265 isogroup=6599 0.619422750712442
c009267 -978.187587 -978.187587 1 c009267 isogroup=6710 1
c009268 -7892.247055 -7892.247055 1 c009268 isogroup=6603 1
c009269 -3189.788126 -3189.788127 0.998871621274596 c009269 isogroup=6601 1
c009270 -2228.598382 -2228.821855 0.50378882957492 c009270 isogroup=6597 1
c009271 -4782.423432 -4783.600987 0.124873076605546 c009271 isogroup=6602 0.827465399881009
c009272 -3696.821948 -3697.604114 0.211032057770471 c009272 isogroup=6600 1
c009273 -5829.76212 -5828.354389 1 c009273 isogroup=6609 1
c009274 -4188.170383 -4196.366653 5.14874718753372e-05 c009274 isogroup=6607 0.0144330745717144
c009276 -1922.121481 -1922.121481 1 c009276 isogroup=6610 1
c009280 -1767.962257 -1768.389202 0.355454199833638 c009280 isogroup=6613 1
c009283 -4354.358438 -4354.493124 0.603753351348046 c009283 isogroup=6615 1
c009284 -3083.293542 -3083.293542 1 c009284 isogroup=6622 1
c009285 -1754.451018 -1754.451018 1 c009285 isogroup=6621 1
c009286 -4670.880737 -4671.741669 0.189453283965906 c009286 isogroup=6619 0.979795911185206
