contig	numParameters	likelihood
c011300	11	-3421.757066
c011303	17	-3077.422261
c011306	25	-2086.505316
c011308	15	-3821.311381
c011309	9	-4010.711587
c011310p	9	-3661.563053
c011314	29	-4962.952358
c011315	15	-1953.691029
c011316	13	-5924.060084
c011318	13	-2119.070642
c011319	15	-5666.553822
c011320	19	-5570.066242
c011321	13	-7810.040822
c011322	11	-1493.528289
c011323	11	-977.600892
c011328	23	-4796.898380
c011330	13	-6083.408365
c011332	19	-2587.063356
c011333	21	-6775.596500
c011335	15	-5547.921103
c011337	29	-2953.982840
c011340	9	-2284.779823
c011341	17	-1742.431805
c011345	15	-4389.057794
c011346	19	-5224.283494
c011348	29	-4261.969163
c011356	9	-2156.809553
c011363	23	-6203.775067
c011364	13	-3246.646886
c011365	13	-4594.589460
c011366	25	-2848.378752
c011367	9	-1073.941266
c011368	17	-3714.888537
c011370	11	-4566.040436
c011372	35	-4196.681931
c011373	19	-5006.360142
c011374m	11	-982.358563
c011374p	13	-1945.200046
c011375	37	-3312.203698
c011380	23	-5009.856440
c011381	11	-2600.354746
c011382	11	-3905.395590
c011383	13	-3016.008096
c011384m	13	-1870.281464
c011384p	39	-1113.648386
c011387	9	-1517.958198
c011388	23	-4426.282093
c011389	9	-1812.617143
c011395	19	-4774.468945
c011396	11	-3011.469416
c011400	19	-2254.411570
c011401p	11	-675.147930
c011404	27	-4273.199136
c011412	9	-2470.958579
c011413	17	-7127.785223
c011421	19	-2813.879243
c011422	21	-4259.523446
c011424	21	-1911.032617
c011426	19	-5780.513904
c011428	23	-2104.008850
c011431	11	-4009.847897
c011436	13	-1689.601520
c011438	25	-2455.794774
c011439	17	-4924.431268
c011440	13	-3323.136679
c011448m	11	-2186.813758
c011449	25	-8973.986341
c011450	11	-1370.211906
c011452	17	-3369.360349
c011456	13	-2869.168803
c011459	13	-7617.490413
c011460	23	-3807.705108
c011461	19	-3775.370268
c011466	29	-4241.848005
c011467	19	-4208.402751
c011472m	17	-2811.319515
c011474m	31	-1603.620236
c011476	11	-2922.906368
c011477	13	-4254.140299
c011478	35	-2537.928990
c011480	17	-2386.627133
c011481	23	-8462.734530
c011485	17	-2737.862574
c011486	31	-3178.120118
c011488	31	-1627.379215
c011492	21	-4045.465561
c011496	15	-3841.007981
c011503	35	-3522.108473
c011506	31	-2735.776186
c011507	25	-3538.183842
c011508	23	-4167.384539
c011510	19	-4625.604551
c011511	23	-2978.245350
c011512	21	-2944.448686
c011515	21	-3141.859059
c011517	13	-1915.972395
c011518	13	-5148.445678
c011520	15	-4598.173068
c011522	21	-2541.482033
c011524	27	-8154.557100
c011529	11	-4786.799806
c011530p	31	-2346.221380
c011531	19	-2946.831367
c011533	9	-5516.120771
c011534	25	-2634.314107
c011540	15	-5209.366617
c011542	17	-1774.900897
c011544	13	-5579.131435
c011547m	15	-1586.831849
c011549	17	-5105.474867
c011553	9	-1441.184701
c011556	9	-1271.915696
c011557	11	-2408.433782
c011562	33	-1615.390761
c011564m	9	-1194.007118
c011575	11	-1972.996136
c011576	29	-3059.429218
c011577	11	-4021.353294
c011581	15	-3635.515807
c011590	19	-4437.101177
c011591	11	-1615.339663
c011592	17	-1567.779318
c011594	17	-4419.374107
c011596	17	-4634.485587
c011597	27	-3813.572409
c011599	19	-4143.835057
c011601	13	-2562.783585
c011602	31	-5397.160403
c011604	9	-4108.155293
c011605	17	-4409.661327
c011607	23	-4648.908118
c011609	15	-2598.991810
c011610	27	-1454.728975
c011612	11	-3229.923138
c011614	17	-1943.975496
c011615	23	-5642.841945
c011617	29	-4771.900808
c011620	19	-5190.350374
c011621	19	-3983.778935
c011622	13	-1446.715051
c011625	17	-3643.192465
c011626	23	-3972.790420
c011627	17	-4069.420425
c011630	35	-3891.261993
c011632	13	-1260.775894
c011633	23	-1049.422025
c011635	33	-2509.292293
c011637	29	-2877.214352
c011638	33	-2946.139350
c011642	27	-4019.325666
c011646	23	-3442.365500
c011653	21	-4751.776500
c011655	17	-1552.749225
c011658m	27	-7772.038538
c011662	31	-3478.264305
c011664	29	-3928.041205
c011665	17	-2837.087726
c011666	23	-2077.129992
c011673	13	-1376.476411
c011678	17	-3503.726554
c011679	19	-5634.112675
c011680	9	-1530.321111
c011683	9	-6863.565414
c011688	9	-5562.155964
c011689	29	-1829.140177
c011690	17	-1530.582141
c011692	17	-3948.895497
c011695	27	-4753.804002
c011709	9	-2714.887301
c011711	25	-3219.755992
c011712	13	-1223.466292
c011723	25	-3300.879424
c011724	13	-6478.094537
c011725	27	-3236.847886
c011726m	33	-2366.190794
c011729	15	-5815.077301
c011731	9	-1020.862974
c011735	25	-4843.920568
c011738	11	-1595.502079
c011741	13	-5161.392917
c011742	9	-3085.781725
c011746	27	-4938.258526
c011747	21	-2562.726648
c011749	13	-3023.779397
c011750	27	-2471.022096
c011752	11	-4195.901070
c011755	11	-1174.746015
c011762	11	-7315.836853
c011764	13	-3982.127769
c011768	13	-5438.020493
c011771	19	-3749.717872
c011783	21	-4505.815296
c011790	21	-3223.900223
c011792	17	-2168.224671
c011793	23	-4713.910079
c011797	13	-6388.881889
c011799	17	-3469.158100
c011808	9	-2366.804386
c011809	29	-5093.730955
c011812m	11	-1185.841133
c011819	13	-5310.577334
c011821	27	-7306.982120
c011822p	25	-2569.270787
c011823	17	-949.005368
c011825	15	-3435.879441
c011828	25	-4451.524684
c011831	23	-3086.552857
c011834	21	-5205.035473
c011835	11	-4374.710393
c011838	25	-7844.082014
c011839	13	-838.803025
c011840	11	-4044.911779
c011842	9	-2156.091049
c011843	19	-6580.311163
c011845	19	-5749.600335
c011847	31	-2673.589751
c011849	9	-692.955665
c011851	35	-2671.039420
c011852	31	-4520.703412
c011854	25	-5408.489207
c011858	21	-5275.625995
c011859	21	-3775.368852
c011860	27	-5474.961396
c011863	13	-2761.988560
c011865	25	-3270.207406
c011870	23	-3308.231030
c011871	11	-4014.970531
c011872	29	-1790.457259
c011877	23	-2119.035489
c011880	23	-4644.506307
c011881	9	-5140.659379
c011883	15	-4024.608961
c011884	23	-9587.427657
c011885	11	-4161.847212
c011886	15	-4651.567606
c011890	33	-1769.487984
c011891	37	-2385.660258
c011892	11	-4004.072898
c011894	25	-2781.909994
c011898	19	-2355.279641
c011899	11	-2578.926399
c011900	15	-5523.597415
c011901p	9	-1002.885115
c011903	9	-4566.941419
c011904	17	-2257.388983
c011905	13	-1975.551696
c011906	19	-3298.665310
c011907	9	-3176.164587
c011908	11	-3385.381734
c011909	15	-3196.040545
c011911	19	-3631.432017
c011913	19	-4432.397090
c011919	25	-5652.353384
c011923	9	-1451.160819
c011925	13	-1471.723278
c011930	29	-4125.888323
c011934	13	-2629.011811
c011935	17	-2271.910978
c011937	13	-7705.911835
c011939	11	-4624.913230
c011942	15	-2072.248973
c011945	23	-6521.690850
c011949	13	-701.643662
c011951	27	-3294.531889
c011953	11	-1976.917537
c011955	11	-4923.965756
c011957	17	-3925.970564
c011962	17	-6954.565081
c011964	31	-3652.267270
c011967	17	-3778.000306
c011968	11	-5254.202070
c011970	33	-1414.586082
c011974	25	-7121.888674
c011975	13	-4786.667645
c011976	25	-2564.686715
c011978	9	-3508.747419
c011985	9	-3902.097088
c011988	25	-3602.306154
c011992	25	-3345.517170
c011993m	17	-2648.150088
c011995	15	-907.703892
c011999	19	-5221.482196
c012000	21	-4069.467600
c012001	19	-4911.345432
c012005	19	-2356.610040
c012007	19	-3385.699307
c012014	11	-4948.481488
c012016	23	-5808.595010
c012018	27	-6142.795718
c012020	15	-2227.372582
c012021	11	-4334.513472
c012022	21	-3251.887735
c012024	9	-4130.610248
c012027	27	-2466.608001
c012028	11	-1481.499903
c012033	13	-1241.682379
c012035	19	-1535.088319
c012037	17	-6018.079897
c012042	29	-4059.339802
c012046	23	-2449.516089
c012047	29	-4049.473832
c012048	33	-1364.545736
c012049	19	-7295.398257
c012050	13	-4936.814295
c012051	21	-5056.890108
c012052m	21	-1845.092034
c012054	17	-1645.192028
c012055	35	-3115.497805
c012056	9	-5519.097028
c012060	29	-4586.173346
c012064	9	-1623.586581
c012069	15	-3886.072454
c012073	9	-1862.749411
c012074	17	-4541.167565
c012080	15	-3096.047856
c012081	11	-3037.250908
c012082	13	-5464.281261
c012086	11	-3350.691408
c012088	17	-1488.614953
c012090	31	-3457.793403
c012091	35	-3123.636193
c012094	13	-1939.168007
c012096	9	-5362.688476
c012097	21	-2196.484801
c012098	21	-5617.846096
c012105	11	-5279.323358
c012106	17	-3780.422667
c012109	13	-4176.000598
c012112	17	-5224.708464
c012115	29	-2212.349254
c012116	21	-2595.684215
c012120	11	-1225.936173
c012126	23	-4175.586398
c012128	11	-2256.621368
c012132	25	-1915.987686
c012135	17	-3512.636980
c012137	17	-1551.314677
c012140	15	-5568.058382
c012141	27	-1873.824962
c012143	21	-2597.066075
c012144	21	-7663.057495
c012145	11	-4775.953620
c012147	11	-858.093246
c012150	11	-2212.133679
c012153	25	-10007.383685
c012155	15	-4847.752983
c012158	19	-3925.246089
c012163	13	-603.171255
c012166	9	-1495.792834
c012167	13	-5912.792006
c012170	25	-5156.223181
c012174	15	-3505.958240
c012178	19	-1584.538497
c012182	17	-3185.567926
c012183	21	-3533.496757
c012184	15	-3540.037583
c012185	25	-3243.568179
c012190	19	-5695.945414
c012194	27	-2577.145070
c012199	15	-4892.124228
c012203	19	-5089.059968
c012205	13	-4483.217859
c012206	11	-3129.641714
c012208m	31	-4182.764309
c012212	15	-5655.233921
c012214	17	-2458.992785
c012217	11	-4326.634010
c012218	31	-3511.373718
c012219	23	-7546.474806
c012220	21	-7594.379311
c012221	25	-5648.868348
c012224	33	-5895.245537
c012225m	35	-2698.528130
c012225p	27	-1615.930244
c012226	23	-3229.605893
c012229	13	-3615.640611
c012230	15	-1533.617529
c012232	11	-2368.336382
c012241	21	-1054.865211
c012243	25	-4933.384581
c012253	11	-5571.104722
c012258	13	-1917.528588
c012261	29	-3482.026860
c012267	15	-3352.145491
c012268	15	-3375.115801
c012269	19	-3206.540005
c012271	19	-3624.672591
c012275	39	-2957.870490
c012280	17	-1398.141991
c012281	17	-5088.220644
c012282	13	-1018.739412
c012283	9	-5154.457182
c012285	17	-4259.452047
c012288	25	-3604.072066
c012290	13	-4346.909218
c012291	19	-9070.960306
c012292	13	-4015.866677
c012294	15	-2111.924052
c012298	29	-2744.224227
c012302	9	-3747.557751
c012306	17	-2550.096928
c012308	19	-3348.768457
c012309	21	-4517.019742
c012312	25	-4417.230744
c012317	9	-3690.711668
c012318	21	-5062.988461
c012322	23	-3366.299245
c012325	23	-4525.071007
c012326	21	-7497.518357
c012327	9	-6123.662622
c012329	29	-8938.454045
c012335	23	-4309.227430
c012336	9	-2814.440514
c012342	11	-5311.337840
c012343	21	-4130.239395
c012344	17	-3570.824732
c012349	23	-6160.829372
c012350	37	-1680.204241
c012351	19	-5124.382689
c012352	35	-3274.770214
c012355	31	-1247.368085
c012356	29	-5585.487326
c012358	11	-1490.695410
c012361	13	-3049.686197
c012362p	23	-1678.843234
c012363	19	-6631.731782
c012365	15	-4253.952413
c012366	21	-3717.332697
c012370	11	-3173.101508
c012373	17	-1693.759234
c012374	21	-4207.346788
c012379	23	-5618.748286
c012380	23	-1769.017026
c012381	11	-4493.637007
c012383	13	-3335.238336
c012384	17	-5507.179197
c012387	17	-2239.789936
c012388	15	-4035.432617
c012389	31	-5005.702861
c012392	27	-2583.848158
c012395	11	-4119.571612
c012398	11	-4244.451616
c012402	29	-4027.436569
c012405	9	-3314.790334
c012406	17	-4353.963933
c012407	11	-3864.837225
c012409	25	-5152.495886
c012410	29	-4289.987595
c012415	21	-5457.269310
c012417	19	-4737.299630
c012418	13	-1638.548975
c012420	11	-2262.728812
c012425	27	-3407.844099
c012427	9	-3717.721451
c012429	9	-3099.876651
c012431	17	-4915.706045
c012432	13	-4500.770771
c012433	17	-2735.957506
c012434	11	-3243.174262
c012435	15	-5653.946986
c012436	25	-7090.211705
c012439	19	-3257.147665
c012440	27	-5615.307340
c012441p	9	-2937.219344
c012448	15	-926.105096
c012449	11	-1090.504270
c012450	15	-1982.817878
c012460	31	-3638.377937
c012461	19	-4966.149349
c012462	15	-5413.527924
c012465	11	-1986.458333
c012467	15	-3858.541977
c012471	33	-3387.578128
c012472	29	-1909.498458
c012477	25	-4574.365449
c012480	35	-2703.782976
c012487	21	-6351.918325
c012489	13	-3734.223557
c012490	15	-3143.202927
c012493	33	-1538.096439
c012497	9	-2747.136160
c012498	25	-5536.845028
c012501	19	-5541.642120
c012502	25	-4828.680615
c012504	25	-3180.727930
c012511	9	-1443.930715
c012515	15	-3869.009278
c012516	25	-5910.526301
c012517	25	-5023.105953
c012519	13	-3571.780613
c012520	27	-3734.925504
c012522	31	-4183.179532
c012524	19	-3020.207201
c012532	33	-6232.901973
c012534	15	-2016.382051
c012540	27	-4397.763831
c012543	29	-3031.551989
c012545	21	-4412.845915
c012549	15	-1447.292189
c012550	15	-2607.435309
c012560	19	-4536.242029
c012562	23	-2519.736167
c012563	29	-2948.797159
c012565	9	-3779.848537
c012567	15	-2439.749093
c012572p	29	-3359.782914
c012573	19	-4171.018706
c012574	11	-4069.747469
c012576	23	-7394.447073
c012578	11	-1882.194564
c012582	27	-2764.060311
c012583	11	-2635.553182
c012585	23	-2545.379624
c012586	13	-3813.578164
c012590	31	-1602.966502
c012593	27	-1356.777244
c012595	11	-4180.280366
c012597	19	-4577.250085
c012598	13	-5105.362246
c012599	27	-2848.884165
c012601	31	-2144.130301
c012602	27	-5861.581639
c012603	31	-2043.455881
c012604	9	-3813.567098
c012605	9	-2918.622822
c012612	17	-4075.003540
c012615	11	-2747.053109
c012616	15	-3737.886473
c012618	37	-4094.943734
c012621	13	-1891.002088
c012623	25	-5568.220735
c012630	11	-3562.684592
c012631	29	-2329.387859
c012634	31	-2028.005550
c012638	9	-2910.226518
c012640	17	-2280.995151
c012645	19	-3076.426913
c012646	13	-6421.278879
c012649	17	-6322.799359
c012650	17	-5631.061962
c012651	21	-1563.861163
c012653	31	-3258.284055
c012663	17	-2392.785103
c012664	11	-3086.393228
c012670	11	-3095.410194
c012673	23	-4676.845215
c012675	13	-4688.244677
c012678	19	-3676.564218
c012680	11	-1832.664516
c012681	27	-3250.080648
c012683	25	-3698.684931
c012687	15	-4523.868657
c012688	13	-5639.233172
c012697	21	-1640.075311
c012699	17	-852.868712
c012700	11	-3215.330505
c012701	11	-2206.021122
c012704	17	-3591.356405
c012709	23	-5306.755651
c012711	27	-4318.318991
c012718	9	-3560.758504
c012719	11	-2310.009400
c012722	21	-6098.842644
c012726	13	-4426.838477
c012727m	31	-2134.740874
c012728	13	-3705.346457
c012737	15	-2297.729849
c012738	9	-3796.849971
c012740	13	-3235.464855
c012741	17	-3186.450240
c012743	19	-5809.937643
c012748	19	-2492.285021
c012752	11	-2438.312961
c012756	21	-5071.290984
c012759	15	-2038.172001
c012762	27	-5718.205269
c012767	15	-5662.586456
c012772	19	-2428.903060
c012773	11	-969.549111
c012774	17	-4738.263459
c012775	19	-1710.133876
c012777	27	-1930.368298
c012778	23	-3441.360170
c012783	11	-1359.195656
c012785	35	-2547.435195
c012790	17	-2829.585022
c012793	17	-3967.960465
c012798	17	-1228.225155
c012804	15	-2300.893384
c012807	27	-4641.969272
c012808	27	-2796.393500
c012811	9	-1220.891882
c012812	17	-1785.092413
c012815	15	-3181.727350
c012817	9	-2005.792011
c012820	13	-5851.637957
c012826	11	-3241.153791
c012829	11	-6084.832874
c012830	11	-5701.477008
c012832	33	-2367.153812
c012835	11	-2704.699118
c012836	17	-3285.891531
c012837	25	-2713.653344
c012840	23	-1551.566472
c012842	21	-6063.254506
c012846	29	-2703.364293
c012847	19	-6184.713947
c012851	17	-4473.780143
c012852	13	-2043.985214
c012853	13	-835.852222
c012854	25	-3087.077912
c012856	17	-3238.449085
c012859	11	-1437.686746
c012863	25	-5101.818708
c012866	13	-4050.550600
c012867	11	-3514.729362
c012876	17	-4543.623794
c012877	13	-2471.797290
c012878	17	-1540.773525
c012882	9	-3026.783622
c012883	15	-1922.243941
c012886	11	-2411.726959
c012888	13	-1885.248538
c012890	27	-5356.981318
c012891	9	-3644.804792
c012892	9	-1232.316574
c012893	13	-1926.054280
c012895	19	-2638.910172
c012896	37	-3558.061438
c012898	33	-2674.938007
c012907	17	-3749.136041
c012914	11	-6077.409921
c012916	27	-4302.908983
c012919	11	-1026.614652
c012921	29	-5391.852728
c012922	25	-4569.235466
c012923	23	-4980.887583
c012930	37	-2169.425592
c012931	25	-4093.160278
c012934	17	-527.320862
c012936	19	-5645.382741
c012937	13	-5270.068073
c012939	17	-3045.103377
c012940	15	-3922.746249
c012945	25	-4352.455388
c012947	21	-2693.779069
c012948	21	-2820.170520
c012949	13	-3004.242006
c012950m	15	-1058.476959
c012950p	35	-4541.453136
c012952m	17	-2109.232995
c012952p	33	-784.786897
c012956	19	-3774.599933
c012961	11	-3360.279346
c012962	35	-2274.766580
c012964	27	-3252.353684
c012968	25	-4018.014560
c012970	31	-2610.618514
c012975	13	-4773.379377
c012977	19	-3174.120155
c012979	11	-5310.349097
c012984	9	-2534.238197
c012988	13	-4300.334389
c012990	11	-1616.842196
c012991	21	-3941.890171
c012992	27	-4483.175341
c012994	29	-2835.531171
c012995	13	-4873.348574
c013001	23	-2915.166442
c013002	13	-1261.013927
c013005	17	-6211.563054
c013007	11	-3853.795359
c013012	13	-2634.160462
c013018	35	-3269.768095
c013022	23	-2017.186811
c013023	15	-4014.387875
c013027	15	-6470.489855
c013031	27	-5437.109291
c013034	15	-7105.609927
c013036	11	-3296.354084
c013037	25	-2934.430500
c013041	11	-3237.245051
c013044	23	-6556.695825
c013048	11	-736.039556
c013049	21	-1994.210260
c013052	17	-1693.867402
c013053	25	-3108.234911
c013054	9	-3712.913555
c013056	19	-5524.430909
c013057	13	-2555.356660
c013058	15	-2199.807009
c013063	9	-1283.294527
c013066	19	-2931.057445
c013067	19	-5166.326492
c013070	11	-4822.034727
c013071	25	-5129.005423
c013072	13	-3822.181469
c013075	23	-4794.006013
c013076	27	-6420.016490
c013077	11	-6624.057850
c013078	29	-5332.965980
c013089	33	-973.306399
c013090	21	-4136.427721
c013095	19	-4843.248927
c013101	31	-1943.869355
c013103	15	-4979.537056
c013104	25	-6260.522665
c013106	37	-2963.893695
c013110	17	-3542.550920
c013112	13	-1934.731904
c013121	35	-3972.975696
c013123	11	-4772.287663
c013124	17	-1307.568159
c013127	13	-4091.494141
c013128	11	-4043.608555
c013130	27	-3573.640289
c013133	11	-989.741827
c013138	15	-4473.475588
c013140	23	-6038.964809
c013142	11	-2857.881690
c013144	13	-2267.201983
c013145	13	-4373.549501
c013148	17	-1849.617861
c013149	37	-4794.009676
c013150	27	-7690.366688
c013154	29	-3594.811972
c013156	21	-2412.887777
c013157	15	-2659.076692
c013158	29	-3886.404157
c013159p	9	-728.238809
c013164	17	-2234.484699
c013165	21	-3532.134735
c013166	23	-3378.750358
c013176	25	-3175.623638
c013177	11	-4210.076829
c013178	15	-4485.330695
c013181	9	-1277.043634
c013184	17	-3373.721631
c013185	13	-1608.466450
c013186	23	-2545.235060
c013187	11	-2361.792800
c013194	19	-4679.481093
c013196	15	-3438.816351
c013202	21	-4842.391724
c013206	15	-3504.509274
c013208	9	-1768.353651
c013210	23	-4198.744134
c013211	35	-4942.340408
c013212	33	-5715.195531
c013216	11	-3026.903013
c013218	13	-2530.954885
c013221	29	-3245.395236
c013222	21	-4289.824596
c013224	23	-2493.030344
c013226	13	-2714.436916
c013227	27	-5816.471183
c013229	9	-2846.016117
c013233	25	-1811.772882
c013236	19	-4683.562129
c013238	23	-3658.822967
c013239	9	-2413.353778
c013240	15	-3873.923145
c013241	15	-4127.913791
c013243m	25	-4474.826994
c013244	27	-2071.294602
c013245	25	-3560.383473
c013248	9	-2400.524581
c013249	9	-3006.829948
c013250	27	-2647.556624
c013256	15	-1880.487309
c013257	19	-4376.526829
c013258	15	-4025.449610
c013260	29	-3885.471497
c013261	11	-3313.370295
c013264	21	-4253.293503
c013266	25	-3571.437857
c013268	9	-4201.057468
c013270	15	-4134.224028
c013274	11	-2948.212349
c013276	11	-3752.671331
c013278	27	-1369.581075
c013279	35	-2642.018598
c013280	9	-3501.327902
c013287	9	-4460.029127
c013290	11	-3132.788705
c013291	15	-2581.065013
c013293	11	-2792.738326
c013294	27	-2530.886165
c013295	19	-4793.022198
c013297	13	-6638.348850
c013298	11	-2552.860689
c013302	31	-2370.070906
c013305	25	-7697.595083
c013306	29	-2907.788806
c013311	9	-1593.574171
c013316	29	-3352.281823
c013318	27	-1247.708404
c013319	23	-2605.073222
c013321	11	-6097.165414
c013324	27	-6645.986767
c013329	17	-4525.759876
c013330	11	-3281.798523
c013333	13	-1778.409464
c013334	15	-2318.092917
c013338	25	-1896.378911
c013345	11	-1070.240539
c013348	13	-3729.992316
c013349	19	-4146.250812
c013356	15	-4546.094833
c013358	15	-2715.831590
c013363	27	-3567.132579
c013367	25	-4163.276704
c013368	29	-3742.857147
c013370	11	-6567.284219
c013371	11	-2758.084287
c013378	11	-2682.738002
c013383	31	-2742.716765
c013384	9	-1286.253842
c013385	13	-1863.586431
c013388	33	-3335.415478
c013389	31	-4706.353801
c013392	17	-6560.431879
c013394	13	-3296.642386
c013398	11	-3084.588861
c013400	13	-388.953968
c013405	15	-4806.735175
c013417	11	-2060.657472
c013418	25	-8726.904682
c013419	9	-2169.487098
c013422	29	-4110.256225
c013423	23	-5632.788072
c013424	17	-3269.145552
c013427	9	-2536.941469
c013429	23	-3959.107327
c013430	21	-2676.875603
c013433	9	-3035.384325
c013436	11	-3789.585114
c013438	9	-3088.944775
c013439	11	-3831.516235
c013440	19	-4500.198184
c013444	9	-2579.240860
c013445	19	-4052.007251
c013447m	19	-4603.705017
c013447p	27	-2745.810618
c013448	9	-1449.854385
c013449	15	-4968.556146
c013454	17	-2668.458333
c013461	9	-3788.977623
c013463	33	-2554.750631
c013464	27	-3760.187099
c013465	13	-1219.418338
c013466	23	-1108.878937
c013468	25	-5652.951931
c013470	21	-5017.868273
c013471	13	-1022.211874
c013472	23	-4947.486860
c013475	23	-4311.986247
c013477	21	-4764.826747
c013478	21	-4573.105253
c013480	11	-4569.043192
c013490	19	-6238.750902
c013491	13	-2205.227834
c013496	21	-1969.068636
c013497	31	-7373.245508
c013498	17	-3396.828297
c013500	15	-3188.611429
c013503	33	-5677.747837
c013506	9	-3637.128062
c013507	23	-5232.599673
c013508	23	-2563.155843
c013510	9	-3295.253127
c013514	13	-2973.166416
c013515	33	-6486.321681
c013521	35	-2144.893633
c013523	35	-1510.898938
c013524	13	-1819.210438
c013526	11	-1238.500752
c013527	17	-4217.958845
c013528	39	-3341.642496
c013530	13	-4512.964143
c013532	37	-3462.990960
c013533	11	-3316.583252
c013534	11	-3350.109735
c013538	9	-1677.537805
c013540	15	-2917.976574
c013548	11	-3449.770503
c013551	13	-2594.252928
c013554	27	-3494.621497
c013563	21	-1931.169595
c013566	29	-4914.032937
c013567	9	-3666.765703
c013568	11	-4324.682381
c013574	15	-3735.231841
c013575	37	-1303.240010
c013576	31	-5026.283529
c013578	15	-4247.967562
c013582	31	-1791.303374
c013585	15	-2951.388787
c013586	29	-4192.861392
c013588	19	-2851.321462
c013590	9	-2503.755034
c013592	21	-4511.166972
c013593	25	-9580.915559
c013596	17	-2475.821279
c013599	27	-3919.029209
c013602	15	-2114.461248
c013605	21	-3534.264341
c013607m	15	-1039.474666
c013607p	33	-3718.667074
c013608	11	-5033.828262
c013609	11	-3134.534223
c013618	17	-4535.393359
c013619	9	-943.335252
c013621	27	-5856.510101
c013626	17	-1355.435613
c013628	27	-4524.992451
c013633	27	-2248.281724
c013640	29	-3460.535418
c013641	21	-5023.690158
c013644	27	-5103.374290
c013647	11	-5286.718135
c013649m	21	-2165.563913
c013650	17	-3847.308250
c013655	9	-2802.074173
c013656	15	-2612.309122
c013658	15	-5058.321842
c013660	11	-1168.736922
c013661	21	-4341.998241
c013663	19	-5895.901140
c013667	29	-6369.519448
c013669	15	-3200.255294
c013670	33	-3496.394890
c013674	17	-3202.483611
c013677p	9	-1828.283831
c013678p	17	-2291.765715
c013679	9	-3926.716975
c013682	11	-1210.087334
c013683	17	-6004.450743
c013688	13	-5468.177440
c013689	35	-700.226418
c013690m	17	-3228.631341
c013690p	23	-1247.900518
c013691	23	-4659.663502
c013699	17	-6597.518005
c013700	11	-3407.938834
c013701	23	-5094.110910
c013703	13	-5424.507994
c013710	11	-634.231609
c013711	21	-3800.121083
c013712	17	-2959.837653
c013715	9	-2279.708808
c013716	13	-3407.204380
c013717	27	-2313.728287
c013724	25	-7051.119799
c013727	15	-3837.384329
c013728	11	-1559.356297
c013730	11	-2157.657660
c013731	15	-2202.713746
c013732	13	-4721.703288
c013733	31	-5573.050885
c013740	29	-4445.160963
c013742	25	-2030.308113
c013745	9	-4124.566317
c013748	33	-4297.193121
c013751	23	-3336.016722
c013752	11	-2412.674211
c013753	11	-2159.084188
c013757	9	-1195.161049
c013760	9	-1573.748702
c013764	21	-6722.587967
c013773	27	-3450.136832
c013775	23	-3514.580518
c013783	29	-3073.600156
c013784	9	-4052.661137
c013788	21	-4095.318795
c013789	21	-2182.040333
c013790	23	-5052.288356
c013792	13	-5204.249713
c013795p	33	-1070.067335
c013796	25	-2996.145410
c013807	15	-3989.194266
c013811	21	-3088.704171
c013815	11	-1041.335784
c013816m	33	-2360.561086
c013816p	29	-2913.887881
c013817	13	-5214.797526
c013823	17	-2696.281362
c013825	17	-3286.949710
c013829	11	-2689.776398
c013831	19	-5373.702509
c013833	25	-961.896915
c013834	11	-4112.785913
c013838m	25	-1126.627142
c013838p	9	-517.798260
c013839	17	-2483.050113
c013840	17	-1437.341489
c013842	11	-3307.537442
c013844	11	-3821.910452
c013845	19	-4664.178746
c013851	15	-5121.401669
c013853	25	-5499.482473
c013854	21	-3797.069935
c013855	15	-3021.965927
c013857	31	-1696.967811
c013858	13	-3618.293373
c013860	19	-2731.340186
c013862	9	-3440.675673
c013864	11	-1676.748416
c013865	21	-6203.967465
c013867	13	-3997.240604
c013868	9	-4426.880005
c013870	29	-2218.795336
c013874	13	-4384.942975
c013875	9	-3294.629409
c013876	21	-2049.814112
c013879	15	-4334.255444
c013880	19	-3728.776061
c013882	19	-3457.528793
c013883	27	-3497.159174
c013889	19	-5245.041168
c013890	11	-1159.891706
c013895	21	-1719.820728
c013897	25	-2010.425567
c013900	15	-1594.792936
c013903	23	-3364.276906
c013905	11	-1886.754950
c013910	15	-4140.530913
c013913	11	-4707.719958
c013914	19	-3455.118501
c013920	13	-1544.104594
c013923	15	-4420.709766
c013925	19	-1665.485509
c013926	15	-1603.610973
c013927	19	-4320.235075
c013928	13	-3850.721691
c013933	31	-3032.862963
c013939	15	-2018.140493
c013941	19	-5458.539291
c013948	17	-2284.578866
c013949	27	-1222.513720
c013953	13	-5390.070612
c013955	11	-1718.937722
c013956	11	-2598.854371
c013962	15	-1514.595433
c013964	23	-2771.157450
c013965	15	-5086.258542
c013967	17	-3909.644801
c013969	25	-3484.866938
c013970	13	-3433.249247
c013972	23	-4155.908813
c013975	13	-3320.016537
c013978	21	-3290.417279
c013979	35	-1870.358399
c013982	29	-4072.213614
c013987	15	-1656.440046
c013989	19	-866.736189
c013990	11	-2126.240168
c014001	23	-635.827172
c014006	31	-3566.707108
c014008	11	-813.153460
c014011	21	-4037.979320
c014014	19	-2795.452064
c014021	19	-3507.541848
c014024	35	-1266.185287
c014025	31	-1935.222424
c014026	21	-2334.275322
c014030	15	-3287.667726
c014031	15	-2759.034264
c014033	29	-6007.677856
c014034	17	-2266.639370
c014039	27	-4140.174073
c014041	17	-1442.836260
c014046	13	-3563.222406
c014048	33	-6136.294970
