contig	total	optimal	suboptimal	ambiguous	fop
c009269	279	42	237	0	0.150537634409
c043975	105	9	96	0	0.0857142857143
c009263	334	57	277	0	0.170658682635
c009261	647	114	533	0	0.176197836167
c007487p	358	51	307	0	0.142458100559
c004724	247	31	211	5	0.125506072874
c004726	555	76	479	0	0.136936936937
c004723	161	21	140	0	0.130434782609
c004729	679	71	608	0	0.104565537555
c045235	73	8	65	0	0.109589041096
c045239	72	4	68	0	0.0555555555556
c021790	355	23	232	100	0.0647887323944
c021797	195	27	168	0	0.138461538462
c027828	307	39	267	1	0.127035830619
c027825	246	32	214	0	0.130081300813
c028488	104	11	93	0	0.105769230769
c007476	346	48	298	0	0.138728323699
c035198	197	32	165	0	0.162436548223
c014889	265	30	235	0	0.11320754717
c014881	291	39	243	9	0.134020618557
c014882	241	42	183	16	0.174273858921
c014887	390	41	349	0	0.105128205128
c001247	719	89	630	0	0.123783031989
c002038m	661	70	591	0	0.105900151286
c042766	50	10	40	0	0.2
c042760	76	10	66	0	0.131578947368
c001088m	832	121	711	0	0.145432692308
c012811	144	8	98	38	0.0555555555556
c012813	216	23	193	0	0.106481481481
c017863	283	35	248	0	0.123674911661
c017861	220	31	189	0	0.140909090909
c012819	340	30	310	0	0.0882352941176
c017869	287	36	251	0	0.12543554007
c002560m	375	48	327	0	0.128
c052707	104	18	86	0	0.173076923077
c022957	144	20	124	0	0.138888888889
c022955	264	27	237	0	0.102272727273
c004147p	68	10	58	0	0.147058823529
c054706	91	14	77	0	0.153846153846
c054705	80	12	68	0	0.15
c054708	100	12	88	0	0.12
c004147m	485	81	404	0	0.167010309278
c037455	113	5	108	0	0.0442477876106
c044659	130	19	109	2	0.146153846154
c015335	195	17	178	0	0.0871794871795
c015337	371	49	322	0	0.132075471698
c015332	323	51	272	0	0.157894736842
c003813	281	55	226	0	0.195729537367
c011428	223	29	194	0	0.130044843049
c003814	357	33	324	0	0.0924369747899
c003818	943	118	825	0	0.125132555673
c011420	339	46	293	0	0.135693215339
c043102	126	11	115	0	0.0873015873016
c011467	370	42	328	0	0.113513513514
c012226	214	23	191	0	0.107476635514
c031110	193	10	106	77	0.0518134715026
c031115	53	9	34	10	0.169811320755
c029791	129	23	106	0	0.178294573643
c029797	160	23	137	0	0.14375
c018911	256	41	215	0	0.16015625
c018916	219	22	186	11	0.100456621005
c018914	61	9	52	0	0.147540983607
c014066	219	25	194	0	0.114155251142
c010778	419	53	366	0	0.126491646778
c010775	44	8	36	0	0.181818181818
c010773	98	16	82	0	0.163265306122
c010771	206	24	182	0	0.116504854369
c002039	937	127	810	0	0.135538954109
c002033	1338	167	1171	0	0.124813153961
c002037	1136	122	1013	1	0.107394366197
c002035	381	35	346	0	0.0918635170604
c022419m	48	5	43	0	0.104166666667
c000892	1192	162	1030	0	0.135906040268
c000895	680	118	561	1	0.173529411765
c001864p	749	103	646	0	0.137516688919
c030641	263	38	225	0	0.144486692015
c002380	450	70	380	0	0.155555555556
c002382	691	82	609	0	0.118668596237
c002386	1080	151	902	27	0.139814814815
c002388	1010	121	741	148	0.119801980198
c006490	548	70	478	0	0.127737226277
c006492	284	32	243	9	0.112676056338
c006494	554	60	494	0	0.108303249097
c006496	546	74	472	0	0.135531135531
c013377	434	43	391	0	0.0990783410138
c013375	176	29	147	0	0.164772727273
c041213	100	14	86	0	0.14
c030391	265	38	227	0	0.143396226415
c035146	38	6	32	0	0.157894736842
c004116	1046	159	887	0	0.152007648184
c028149	99	13	86	0	0.131313131313
c003380	609	64	545	0	0.105090311987
c003386	823	99	724	0	0.120291616039
c028145	156	23	133	0	0.147435897436
c039446	115	16	99	0	0.139130434783
c039448	140	11	129	0	0.0785714285714
c001728	618	89	529	0	0.144012944984
c001722	1038	85	569	384	0.0818882466281
c001721	1158	139	1019	0	0.120034542314
c001724	916	106	810	0	0.115720524017
c006275	222	23	199	0	0.103603603604
c006277	606	90	516	0	0.148514851485
c006271	633	64	541	28	0.101105845182
c006273	391	59	332	0	0.150895140665
c006279	303	50	253	0	0.16501650165
c008953	427	79	348	0	0.185011709602
c008951	434	46	388	0	0.10599078341
c008959	573	46	526	1	0.0802792321117
c013809	227	33	194	0	0.145374449339
c013801	100	15	84	1	0.15
c013803	293	46	247	0	0.156996587031
c013807	358	37	321	0	0.103351955307
c012476	345	33	261	51	0.095652173913
c026264	211	24	187	0	0.113744075829
c026266	198	30	168	0	0.151515151515
c026262	156	27	129	0	0.173076923077
c004180p	591	78	513	0	0.131979695431
c026269	144	9	135	0	0.0625
c038392	143	22	120	1	0.153846153846
c038390	72	13	59	0	0.180555555556
c024935	39	6	33	0	0.153846153846
c001515p	1165	148	1017	0	0.127038626609
c000523	1939	252	1687	0	0.129963898917
c000521	935	110	825	0	0.117647058824
c000527	1479	204	1275	0	0.137931034483
c000524	1967	256	1711	0	0.130147432639
c001181	658	111	547	0	0.168693009119
c007076m	427	59	368	0	0.138173302108
c018585	138	17	121	0	0.123188405797
c031871	244	36	208	0	0.147540983607
c031873	115	16	99	0	0.139130434783
c001189	1403	185	1204	14	0.131860299359
c002803	860	110	750	0	0.127906976744
c002801	434	50	384	0	0.115207373272
c019185	296	32	264	0	0.108108108108
c019183	231	24	207	0	0.103896103896
c052269	86	6	80	0	0.0697674418605
c052260	102	10	92	0	0.0980392156863
c001420m	32	3	29	0	0.09375
c049400	103	13	90	0	0.126213592233
c018231	138	19	119	0	0.13768115942
c014478	243	31	212	0	0.127572016461
c014221	446	51	379	16	0.114349775785
c014222	416	43	373	0	0.103365384615
c020186	114	21	93	0	0.184210526316
c020184	235	22	212	1	0.0936170212766
c020182	286	35	251	0	0.122377622378
c020180	139	15	124	0	0.107913669065
c028415	143	25	118	0	0.174825174825
c014229	190	6	182	2	0.0315789473684
c014228	253	26	227	0	0.102766798419
c011978	355	51	304	0	0.143661971831
c011972	323	32	258	33	0.0990712074303
c011971	487	55	399	33	0.112936344969
c011977	648	74	574	0	0.114197530864
c011975	386	52	334	0	0.134715025907
c017124	41	7	34	0	0.170731707317
c012336	325	41	284	0	0.126153846154
c012338	545	63	482	0	0.115596330275
c017128	176	24	146	6	0.136363636364
c046263	115	11	104	0	0.095652173913
c046265	126	11	115	0	0.0873015873016
c021581	90	10	58	22	0.111111111111
c021585	137	18	117	2	0.131386861314
c021587	299	35	260	4	0.117056856187
c003180	852	116	736	0	0.136150234742
c021230	311	18	293	0	0.0578778135048
c012995	509	53	456	0	0.104125736739
c012991	382	44	328	10	0.115183246073
c012999	35	6	29	0	0.171428571429
c046848	116	12	104	0	0.103448275862
c019341	179	21	158	0	0.117318435754
c019343	253	30	223	0	0.118577075099
c019345	273	13	94	166	0.047619047619
c018031	220	32	188	0	0.145454545455
c018033	248	26	222	0	0.104838709677
c018035	245	42	203	0	0.171428571429
c018039	348	42	302	4	0.120689655172
c014588	366	43	323	0	0.117486338798
c016348	402	51	332	19	0.126865671642
c016344	221	23	198	0	0.10407239819
c016346	255	32	223	0	0.125490196078
c016340	245	48	195	2	0.195918367347
c016342	152	19	133	0	0.125
c037398	71	11	60	0	0.154929577465
c037392	118	7	99	12	0.0593220338983
c037396	94	9	85	0	0.0957446808511
c049645	48	5	43	0	0.104166666667
c049641	114	12	102	0	0.105263157895
c028108	117	21	96	0	0.179487179487
c015509	352	47	305	0	0.133522727273
c015506	179	23	156	0	0.128491620112
c015503	154	16	138	0	0.103896103896
c015501	257	35	222	0	0.136186770428
c049399	114	17	97	0	0.149122807018
c011619	468	60	408	0	0.128205128205
c049393	115	18	97	0	0.15652173913
c011615	389	36	353	0	0.0925449871465
c011613	412	51	361	0	0.123786407767
c014586	495	50	445	0	0.10101010101
c040449	106	12	92	2	0.11320754717
c031728	77	14	63	0	0.181818181818
c029583	179	23	156	0	0.128491620112
c029586	130	20	110	0	0.153846153846
c004330p	190	23	167	0	0.121052631579
c005907	528	53	468	7	0.100378787879
c005902	463	40	423	0	0.0863930885529
c001488	1335	176	1159	0	0.131835205993
c001485	422	64	358	0	0.151658767773
c001482	1284	153	1131	0	0.119158878505
c041397	70	7	63	0	0.1
c004768p	599	78	490	31	0.130217028381
c041398	23	0	23	0	0.0
c007725m	268	50	218	0	0.186567164179
c006681	131	28	103	0	0.213740458015
c006683	710	123	586	1	0.17323943662
c006685	551	59	485	7	0.107078039927
c013101	76	10	66	0	0.131578947368
c025053	364	42	322	0	0.115384615385
c001250m	631	66	565	0	0.104595879556
c048873	92	12	80	0	0.130434782609
c025585	84	11	73	0	0.130952380952
c034608	124	14	110	0	0.112903225806
c028357	133	20	112	1	0.15037593985
c034602	180	21	159	0	0.116666666667
c007884	602	74	514	14	0.12292358804
c007886	323	55	263	5	0.170278637771
c008851	76	9	67	0	0.118421052632
c007889	603	68	535	0	0.112769485904
c007727	635	82	553	0	0.129133858268
c007720	363	27	312	24	0.0743801652893
c032609	103	12	91	0	0.116504854369
c003642	848	95	753	0	0.112028301887
c003640	205	23	182	0	0.112195121951
c003645	769	112	656	1	0.145643693108
c003649	752	90	662	0	0.119680851064
c007551	666	71	370	225	0.106606606607
c007557	287	37	250	0	0.128919860627
c007555	345	46	284	15	0.133333333333
c020080	64	3	42	19	0.046875
c012672	110	10	100	0	0.0909090909091
c012674	169	22	147	0	0.130177514793
c026587	260	29	230	1	0.111538461538
c019028	301	36	265	0	0.119601328904
c048256	45	4	41	0	0.0888888888889
c019026	263	35	223	5	0.133079847909
c004224	400	57	343	0	0.1425
c024875	336	51	236	49	0.151785714286
c024873	109	9	100	0	0.0825688073394
c004228	574	79	495	0	0.137630662021
c024879	357	44	313	0	0.12324929972
c017783	416	45	371	0	0.108173076923
c023060	248	22	132	94	0.0887096774194
c029003	173	19	154	0	0.109826589595
c023069	217	29	188	0	0.133640552995
c001113	1625	189	1436	0	0.116307692308
c001112	1365	147	1218	0	0.107692307692
c001115	1118	90	752	276	0.0805008944544
c004192	205	35	170	0	0.170731707317
c004191	230	14	216	0	0.0608695652174
c004198	731	89	642	0	0.121751025992
c019855	399	33	359	7	0.0827067669173
c000076m	1537	168	1369	0	0.109303838647
c040507	45	3	42	0	0.0666666666667
c000857p	465	69	396	0	0.148387096774
c019859	202	12	97	93	0.0594059405941
c015167	116	10	106	0	0.0862068965517
c015161	443	40	403	0	0.0902934537246
c015160	374	24	342	8	0.0641711229947
c015163	466	53	412	1	0.113733905579
c005576	214	33	181	0	0.154205607477
c005574	753	67	686	0	0.0889774236388
c005571	920	160	760	0	0.173913043478
c004572	670	86	584	0	0.128358208955
c009019	574	78	357	139	0.135888501742
c005578	773	69	704	0	0.0892626131953
c007423p	293	25	268	0	0.0853242320819
c001903p	391	39	271	81	0.0997442455243
c003186	771	92	679	0	0.119325551232
c025836	181	24	157	0	0.132596685083
c025833	84	13	71	0	0.154761904762
c002347p	457	49	340	68	0.107221006565
c011891	143	14	129	0	0.0979020979021
c020341	32	8	24	0	0.25
c020343	319	28	291	0	0.0877742946708
c020344	162	26	136	0	0.16049382716
c020349	191	24	167	0	0.125654450262
c030971	118	8	110	0	0.0677966101695
c030975	51	6	45	0	0.117647058824
c030979	207	28	179	0	0.135265700483
c010063	394	14	116	264	0.0355329949239
c010062	570	59	471	40	0.10350877193
c013457	445	47	398	0	0.105617977528
c026220	240	22	211	7	0.0916666666667
c017288	269	28	240	1	0.104089219331
c045502	85	9	76	0	0.105882352941
c051643	103	13	90	0	0.126213592233
c017282	177	17	120	40	0.0960451977401
c017283	23	4	19	0	0.173913043478
c017280	424	45	361	18	0.106132075472
c024493p	44	6	37	1	0.136363636364
c012179	287	34	253	0	0.118466898955
c012178	110	19	91	0	0.172727272727
c024047	261	34	227	0	0.130268199234
c021035	160	27	133	0	0.16875
c024041	140	13	127	0	0.0928571428571
c021039	373	42	303	28	0.112600536193
c024048	337	53	284	0	0.157270029674
c050883	62	6	56	0	0.0967741935484
c024411	274	30	244	0	0.109489051095
c024413	368	46	307	15	0.125
c019144	245	22	211	12	0.0897959183673
c007158p	235	21	214	0	0.0893617021277
c016508	376	44	332	0	0.117021276596
c016506	244	30	214	0	0.122950819672
c016504	200	21	179	0	0.105
c016502	439	55	384	0	0.125284738041
c002122p	321	38	283	0	0.118380062305
c014214	214	16	198	0	0.0747663551402
c044177	108	16	92	0	0.148148148148
c014213	105	15	90	0	0.142857142857
c010905	294	43	251	0	0.146258503401
c010907	293	21	272	0	0.0716723549488
c010901	603	100	499	4	0.16583747927
c010909	479	52	422	5	0.108559498956
c022071	147	20	126	1	0.136054421769
c022077	229	28	201	0	0.122270742358
c023700	72	9	63	0	0.125
c023702	131	27	101	3	0.206106870229
c023706	31	3	27	1	0.0967741935484
c031201	30	4	26	0	0.133333333333
c026199	71	7	64	0	0.0985915492958
c000567	1976	222	1486	268	0.112348178138
c000566	161	11	150	0	0.0683229813665
c017745	346	51	295	0	0.147398843931
c017743	211	23	188	0	0.109004739336
c000561	1108	136	862	110	0.12274368231
c017748	188	23	154	11	0.122340425532
c004078m	275	46	226	3	0.167272727273
c010017	487	40	338	109	0.082135523614
c010015	446	59	387	0	0.132286995516
c017298	212	27	185	0	0.127358490566
c051656	89	11	78	0	0.123595505618
c051654	97	16	81	0	0.164948453608
c017292	261	32	229	0	0.122605363985
c015669	174	29	145	0	0.166666666667
c015662	279	34	245	0	0.121863799283
c015660	256	36	220	0	0.140625
c050302	101	14	87	0	0.138613861386
c050300	82	6	76	0	0.0731707317073
c027083	132	10	85	37	0.0757575757576
c027081	208	24	182	2	0.115384615385
c027087	217	36	159	22	0.165898617512
c027085	225	30	194	1	0.133333333333
c002228m	863	128	735	0	0.1483198146
c015994	301	32	269	0	0.106312292359
c015997	493	47	413	33	0.0953346855984
c015991	45	7	38	0	0.155555555556
c015993	265	34	231	0	0.128301886792
c015998	93	15	78	0	0.161290322581
c027555	146	24	122	0	0.164383561644
c027557	32	3	29	0	0.09375
c013949	111	15	96	0	0.135135135135
c016881	135	11	124	0	0.0814814814815
c042649	46	11	35	0	0.239130434783
c042644	110	16	94	0	0.145454545455
c042646	99	16	82	1	0.161616161616
c006040	382	51	331	0	0.133507853403
c006046	540	83	457	0	0.153703703704
c006044	566	70	492	4	0.123674911661
c006048	441	52	389	0	0.1179138322
c008984	306	41	265	0	0.133986928105
c008986	358	33	325	0	0.0921787709497
c008980	556	65	491	0	0.11690647482
c020028	195	25	170	0	0.128205128205
c002228p	195	27	168	0	0.138461538462
c020021	181	24	157	0	0.132596685083
c020023	359	35	324	0	0.0974930362117
c020025	306	49	256	1	0.160130718954
c020027	256	33	223	0	0.12890625
c052019	102	17	85	0	0.166666666667
c007319	479	59	420	0	0.123173277662
c007315	531	61	470	0	0.114877589454
c007317	360	50	310	0	0.138888888889
c024267	200	39	160	1	0.195
c001809	1218	106	1110	2	0.0870279146141
c001801	1080	113	967	0	0.10462962963
c001807	783	87	696	0	0.111111111111
c040265	154	19	132	3	0.123376623377
c018711	358	40	310	8	0.111731843575
c018713	219	31	188	0	0.141552511416
c018715	185	22	163	0	0.118918918919
c018716	319	37	282	0	0.115987460815
c046497	125	11	114	0	0.088
c046491	90	15	75	0	0.166666666667
c005671p	356	40	316	0	0.112359550562
c038942	110	20	90	0	0.181818181818
c047765	44	6	38	0	0.136363636364
c047760	52	5	47	0	0.0961538461538
c003520	137	20	117	0	0.14598540146
c003527	923	105	818	0	0.113759479957
c003525	871	106	765	0	0.121699196326
c003529	835	90	745	0	0.107784431138
c016677	469	51	405	13	0.108742004264
c033864	108	14	94	0	0.12962962963
c033866	111	14	97	0	0.126126126126
c033862	94	9	85	0	0.0957446808511
c033869	52	8	44	0	0.153846153846
c005898p	271	95	176	0	0.350553505535
c005006	538	70	464	4	0.130111524164
c048724	117	12	105	0	0.102564102564
c048726	95	18	77	0	0.189473684211
c004973	506	79	427	0	0.156126482213
c004975	814	102	708	4	0.125307125307
c004979	573	63	510	0	0.109947643979
c013638	415	59	353	3	0.142168674699
c000079	2322	295	2027	0	0.127045650301
c041605	134	17	117	0	0.126865671642
c000073	3298	402	2896	0	0.121892055791
c013635	185	33	151	1	0.178378378378
c013633	216	32	184	0	0.148148148148
c005671m	359	47	312	0	0.130919220056
c031683	47	4	43	0	0.0851063829787
c041515	141	16	125	0	0.113475177305
c044742	133	23	110	0	0.172932330827
c054366	61	13	48	0	0.213114754098
c054360	35	2	33	0	0.0571428571429
c032886	122	9	99	14	0.0737704918033
c017932	258	28	230	0	0.108527131783
c031574	251	17	234	0	0.0677290836653
c039768	160	26	134	0	0.1625
c039760	83	6	77	0	0.0722891566265
c039764	64	8	56	0	0.125
c039766	120	14	106	0	0.116666666667
c035478	126	22	104	0	0.174603174603
c030482	201	25	176	0	0.124378109453
c035477	59	5	54	0	0.0847457627119
c008293m	510	65	332	113	0.127450980392
c007853m	300	16	103	181	0.0533333333333
c010633	104	11	74	19	0.105769230769
c012952p	67	10	57	0	0.149253731343
c000928	1967	216	1329	422	0.109811896289
c000926	1170	146	1024	0	0.124786324786
c000922	1120	167	952	1	0.149107142857
c000920	1035	132	903	0	0.127536231884
c012952m	198	20	178	0	0.10101010101
c001030	1511	210	1301	0	0.138980807412
c001034	867	98	759	10	0.113033448674
c030228	133	16	117	0	0.12030075188
c030226	265	26	228	11	0.0981132075472
c030224	153	24	129	0	0.156862745098
c030222	180	23	151	6	0.127777777778
c024539	236	22	214	0	0.0932203389831
c024535	204	27	177	0	0.132352941176
c024533	245	38	207	0	0.155102040816
c026975	194	24	170	0	0.123711340206
c026970	216	19	179	18	0.087962962963
c026972	218	32	185	1	0.146788990826
c026978	264	36	228	0	0.136363636364
c002415	580	101	467	12	0.174137931034
c002417	821	118	703	0	0.143727161998
c002410	700	86	614	0	0.122857142857
c002419	929	123	806	0	0.132400430571
c006564	405	46	359	0	0.113580246914
c006566	70	11	59	0	0.157142857143
c006560	175	21	154	0	0.12
c006562	663	60	539	64	0.0904977375566
c006568	390	46	344	0	0.117948717949
c008647	210	33	177	0	0.157142857143
c008645	419	44	375	0	0.105011933174
c008641	647	78	553	16	0.120556414219
c008649	211	34	177	0	0.161137440758
c033914	121	19	102	0	0.157024793388
c004313p	236	30	206	0	0.127118644068
c013719	366	44	322	0	0.120218579235
c022678	245	22	223	0	0.0897959183673
c022672	305	34	271	0	0.111475409836
c022670	298	46	252	0	0.154362416107
c026398	285	45	240	0	0.157894736842
c003063m	298	29	269	0	0.0973154362416
c026391	190	32	139	19	0.168421052632
c026394	177	22	155	0	0.124293785311
c003063p	640	81	559	0	0.1265625
c034818	203	25	177	1	0.12315270936
c034814	161	11	150	0	0.0683229813665
c001012p	503	77	426	0	0.153081510934
c032410	118	12	106	0	0.101694915254
c032415	201	28	157	16	0.139303482587
c036870	81	6	75	0	0.0740740740741
c004015	209	31	178	0	0.148325358852
c004013	406	48	358	0	0.118226600985
c004011	413	40	325	48	0.0968523002421
c004018	311	14	294	3	0.0450160771704
c027716	54	6	47	1	0.111111111111
c031940	139	17	120	2	0.122302158273
c031942	167	25	142	0	0.149700598802
c009190	485	78	407	0	0.160824742268
c009192	342	45	297	0	0.131578947368
c009194	433	45	388	0	0.103926096998
c021713	256	21	235	0	0.08203125
c021715	204	30	174	0	0.147058823529
c021717	290	35	254	1	0.120689655172
c021719	226	26	200	0	0.115044247788
c011828	405	65	340	0	0.16049382716
c011829	156	19	137	0	0.121794871795
c014800	217	26	191	0	0.119815668203
c014804	110	11	99	0	0.1
c014806	319	45	274	0	0.141065830721
c005055	651	124	527	0	0.190476190476
c005051	543	69	474	0	0.127071823204
c005053	973	130	841	2	0.133607399794
c043505	77	10	67	0	0.12987012987
c032189	174	28	146	0	0.16091954023
c045595	77	11	66	0	0.142857142857
c017214	277	29	248	0	0.104693140794
c017180	208	22	186	0	0.105769230769
c047569	72	15	57	0	0.208333333333
c015045	276	35	241	0	0.126811594203
c047563	115	15	100	0	0.130434782609
c043454	79	6	73	0	0.0759493670886
c043450	90	17	73	0	0.188888888889
c002065m	269	41	228	0	0.152416356877
c002065p	1090	144	946	0	0.132110091743
c001818	223	29	194	0	0.130044843049
c043184	82	14	68	0	0.170731707317
c043186	123	20	103	0	0.162601626016
c043182	88	15	73	0	0.170454545455
c047920	59	9	50	0	0.152542372881
c000194p	882	126	756	0	0.142857142857
c005354p	182	18	146	18	0.0989010989011
c014398	192	25	167	0	0.130208333333
c014390	231	33	198	0	0.142857142857
c014392	177	16	161	0	0.090395480226
c014394	358	36	321	1	0.100558659218
c014396	243	26	217	0	0.106995884774
c011576	258	33	225	0	0.127906976744
c003487	863	108	755	0	0.125144843569
c045927	45	3	42	0	0.0666666666667
c016732	253	29	216	8	0.114624505929
c018999	68	13	55	0	0.191176470588
c018702	222	27	195	0	0.121621621622
c018992	254	31	223	0	0.122047244094
c018990	116	17	97	2	0.146551724138
c018996	172	28	144	0	0.162790697674
c018994	123	11	112	0	0.0894308943089
c022323	346	42	293	11	0.121387283237
c054169	63	6	57	0	0.0952380952381
c004231	627	85	542	0	0.135566188198
c010278	205	21	184	0	0.10243902439
c003483	842	100	742	0	0.118764845606
c035274	109	13	96	0	0.119266055046
c010279	479	57	422	0	0.118997912317
c029974	130	12	118	0	0.0923076923077
c005583m	247	30	217	0	0.121457489879
c017554	459	48	397	14	0.104575163399
c001230	1121	131	940	50	0.116859946476
c017550	387	45	342	0	0.116279069767
c001239	1120	148	972	0	0.132142857143
c017559	167	17	150	0	0.101796407186
c003127	1163	162	1001	0	0.139294926913
c003301	53	10	43	0	0.188679245283
c003307	355	65	290	0	0.183098591549
c003305	124	9	115	0	0.0725806451613
c054838	64	5	59	0	0.078125
c015819	441	44	397	0	0.0997732426304
c015811	91	9	57	25	0.0989010989011
c015815	416	47	369	0	0.112980769231
c015817	82	10	72	0	0.121951219512
c050137	37	1	36	0	0.027027027027
c050131	85	5	80	0	0.0588235294118
c050133	71	9	62	0	0.12676056338
c000760m	165	10	155	0	0.0606060606061
c012420	423	57	366	0	0.13475177305
c012422	298	14	187	97	0.0469798657718
c012424	102	9	93	0	0.0882352941176
c012428	570	69	501	0	0.121052631579
c006763	597	97	500	0	0.162479061977
c006761	262	17	242	3	0.0648854961832
c006768	754	101	653	0	0.133952254642
c000655	1613	199	1414	0	0.123372597644
c000650	921	109	793	19	0.118349619978
c038319	88	19	69	0	0.215909090909
c029276	221	29	192	0	0.131221719457
c038312	141	19	121	1	0.13475177305
c044840	98	14	84	0	0.142857142857
c044842	52	2	50	0	0.0384615384615
c044846	123	12	91	20	0.0975609756098
c012285	442	50	392	0	0.113122171946
c012281	335	41	294	0	0.122388059701
c012283	463	50	413	0	0.107991360691
c012289	402	32	315	55	0.0796019900498
c046358	126	10	116	0	0.0793650793651
c019672	106	17	89	0	0.160377358491
c019674	292	34	258	0	0.116438356164
c019676	139	26	113	0	0.187050359712
c019678	144	18	126	0	0.125
c052192	106	15	91	0	0.141509433962
c013880	346	41	305	0	0.118497109827
c013882	264	21	241	2	0.0795454545455
c013884	271	38	233	0	0.140221402214
c013888	482	62	420	0	0.128630705394
c001788m	615	96	519	0	0.156097560976
c000234m	823	101	714	8	0.122721749696
c002880	843	103	740	0	0.122182680902
c002887	809	121	688	0	0.14956736712
c002885	709	96	613	0	0.135401974612
c012748	277	33	244	0	0.119133574007
c007108	434	59	375	0	0.135944700461
c008338	332	37	262	33	0.111445783133
c007104	864	103	616	145	0.119212962963
c007106	745	100	645	0	0.134228187919
c007100	359	51	308	0	0.142061281337
c008330	598	84	513	1	0.140468227425
c033854	105	17	88	0	0.161904761905
c004017m	99	10	89	0	0.10101010101
c018500	423	48	375	0	0.113475177305
c018506	215	24	191	0	0.111627906977
c018508	472	62	410	0	0.131355932203
c013607m	130	17	113	0	0.130769230769
c048575	109	15	94	0	0.137614678899
c048571	24	4	20	0	0.166666666667
c049486	98	11	87	0	0.112244897959
c001806m	321	38	283	0	0.118380062305
c032967	110	18	92	0	0.163636363636
c032965	207	16	191	0	0.0772946859903
c036206	104	13	91	0	0.125
c008566	607	67	539	1	0.110378912685
c049228	101	13	88	0	0.128712871287
c005218	538	63	475	0	0.117100371747
c005216	306	35	271	0	0.114379084967
c005214	280	43	237	0	0.153571428571
c005213	366	41	325	0	0.112021857923
c000811m	850	89	761	0	0.104705882353
c003919m	373	41	319	13	0.109919571046
c030528	153	22	131	0	0.143790849673
c030524	209	21	188	0	0.1004784689
c030520	212	34	178	0	0.160377358491
c000758	1028	138	890	0	0.134241245136
c001583	1057	149	897	11	0.14096499527
c001176	1260	158	1085	17	0.125396825397
c001173	1115	120	995	0	0.107623318386
c001170	1418	255	1076	87	0.179830747532
c025296	243	36	205	2	0.148148148148
c025290	362	47	315	0	0.129834254144
c025292	150	18	127	5	0.12
c034335	163	17	146	0	0.104294478528
c034337	89	15	73	1	0.168539325843
c003543p	618	81	537	0	0.131067961165
c021999	316	59	257	0	0.186708860759
c006895	124	9	115	0	0.0725806451613
c021990	140	11	129	0	0.0785714285714
c024744	259	43	216	0	0.166023166023
c025439	140	16	124	0	0.114285714286
c022429	305	29	276	0	0.0950819672131
c022424	305	33	228	44	0.108196721311
c023592	309	42	266	1	0.135922330097
c023594	208	34	174	0	0.163461538462
c023596	36	6	30	0	0.166666666667
c023598	169	18	149	2	0.10650887574
c006352m	77	8	67	2	0.103896103896
c006030m	314	34	280	0	0.108280254777
c033178	135	24	111	0	0.177777777778
c009490	568	85	449	34	0.149647887324
c000060	3775	439	3110	226	0.116291390728
c003746p	334	38	296	0	0.11377245509
c009497	257	37	220	0	0.143968871595
c023379	178	13	165	0	0.0730337078652
c051460	107	9	98	0	0.0841121495327
c002619	1202	158	1044	0	0.131447587354
c032599	97	14	83	0	0.144329896907
c032597	216	31	167	18	0.143518518519
c032593	73	5	68	0	0.0684931506849
c010258	468	60	408	0	0.128205128205
c053829	92	10	82	0	0.108695652174
c032225	70	11	59	0	0.157142857143
c032220	155	20	135	0	0.129032258065
c032228	229	33	196	0	0.144104803493
c009380	171	9	162	0	0.0526315789474
c009382	251	46	198	7	0.183266932271
c009384	171	9	144	18	0.0526315789474
c009386	620	74	546	0	0.11935483871
c020671	102	8	94	0	0.078431372549
c020672	34	3	31	0	0.0882352941176
c020674	76	8	68	0	0.105263157895
c020676	101	16	81	4	0.158415841584
c020678	161	18	134	9	0.111801242236
c034821	120	11	109	0	0.0916666666667
c004606	412	46	327	39	0.111650485437
c004604	426	64	362	0	0.150234741784
c004603	266	26	238	2	0.0977443609023
c004601	905	126	779	0	0.139226519337
c009432	460	57	403	0	0.123913043478
c002376m	428	48	380	0	0.11214953271
c009439	313	36	277	0	0.115015974441
c016942	341	46	295	0	0.134897360704
c050485	25	5	20	0	0.2
c050487	80	8	72	0	0.1
c027902	182	23	159	0	0.126373626374
c027906	129	24	105	0	0.186046511628
c027904	220	26	194	0	0.118181818182
c028767	187	14	173	0	0.0748663101604
c008515	478	73	405	0	0.152719665272
c022202	241	42	199	0	0.174273858921
c009027	216	33	183	0	0.152777777778
c028763	251	26	225	0	0.103585657371
c021501	233	32	194	7	0.137339055794
c021503	193	33	160	0	0.170984455959
c021505	275	39	236	0	0.141818181818
c009026	551	49	377	125	0.0889292196007
c051995	107	11	96	0	0.102803738318
c051997	82	9	73	0	0.109756097561
c053175	94	11	83	0	0.117021276596
c053177	64	5	59	0	0.078125
c042139	145	18	127	0	0.124137931034
c042134	97	19	78	0	0.19587628866
c042130	98	17	81	0	0.173469387755
c006203p	389	45	344	0	0.115681233933
c003263p	934	119	815	0	0.127408993576
c002084p	757	91	666	0	0.120211360634
c002084m	41	5	36	0	0.121951219512
c037314	169	20	149	0	0.118343195266
c012919	150	18	132	0	0.12
c012915	256	19	183	54	0.07421875
c012917	385	64	317	4	0.166233766234
c012910	332	20	312	0	0.0602409638554
c019928	277	38	239	0	0.137184115523
c019924	76	10	65	1	0.131578947368
