contig	Nc
c017781	56.06
c001874p	54.73
c052065	59.31
c052067	37.50
c008535	54.88
c008537	57.10
c008531	51.39
c008533	60.63
c019296	55.22
c019294	38.84
c001859	61.00
c018747	46.48
c018745	61.00
c045620	55.04
c010018	50.79
c047713	56.52
c003513	43.50
c003510	53.76
c003516	52.18
c003514	56.78
c021494p	50.78
c043541	46.79
c033818	38.45
c033812	61.00
c000961m	58.79
c017975	56.95
c017259	52.60
c017258	52.58
c017971	61.00
c008498	54.27
c032858	35.32
c004981	55.66
c004985	51.64
c004987	52.85
c006859	48.15
c006948m	57.16
c006850	47.90
c006852	58.92
c006857	49.08
c036199	61.00
c017254	56.24
c017257	58.44
c016625	57.23
c028500	57.17
c028508	47.87
c015448	60.27
c054317	52.89
c031507	55.13
c031508	57.06
c039737	50.59
c039733	55.10
c000898p	52.66
c015444	49.17
c034137	50.61
c034135	43.66
c001003	56.38
c001001	53.11
c001007	57.65
c043050	43.20
c011531	43.31
c011536	49.22
c034283	53.71
c034285	58.12
c011535	59.50
c003427m	53.20
c024504	55.95
c024502	54.01
c024500	49.88
c024509	43.43
c022621	47.04
c026142	57.67
c033483	43.43
c033487	61.00
c033485	59.76
c026146	61.00
c034865	61.00
c034861	49.52
c034863	61.00
c008677	53.23
c008675	56.33
c008672	54.84
c008670	46.58
c006727m	54.22
c022598	60.14
c022594	36.85
c023243	56.26
c023245	59.93
c032422	50.43
c032426	58.63
c049928	52.64
c011462	53.49
c049920	50.94
c049927	43.04
c004772	52.60
c004770	51.02
c004777	58.33
c004775	50.81
c027741	57.92
c027745	50.75
c020290	48.78
c020294	49.51
c007593	50.55
c021748	40.42
c021747	48.94
c021745	48.84
c021741	54.02
c009239	57.25
c005798	52.65
c009235	57.25
c009237	54.66
c009232	57.86
c038740	52.94
c014856	49.76
c014855	40.73
c014853	53.26
c014851	51.73
c005024	54.04
c005026	53.32
c005029	51.96
c046604	54.62
c046608	49.46
c042738	54.87
c006006	51.11
c006004	56.07
c006002	51.53
c016181	53.98
c016184	52.28
c006000	54.55
c016189	61.00
c018843	50.80
c015077	58.43
c015075	57.11
c015071	60.70
c043463	56.76
c012861	55.45
c012863	54.30
c012865	53.13
c012867	50.89
c012869	56.67
c044608	57.41
c001118	59.40
c016767	52.19
c016765	53.99
c016763	55.57
c016769	51.92
c010661	56.01
c013910	54.30
c036750	57.44
c036754	42.68
c036756	49.50
c036758	61.00
c011518	55.57
c014039	54.44
c014035	55.03
c014037	56.45
c014031	49.81
c014033	59.26
c016076	54.26
c010726	54.99
c010720	47.90
c010722	59.04
c054155	54.34
c042311	58.80
c046277m	50.18
c030612	59.92
c035228	54.92
c016079	51.84
c011514	53.77
c037977	59.80
c037975	61.00
c037973	61.00
c037971	41.01
c001249	55.55
c017564	49.88
c015774m	57.77
c003338	56.58
c003332	55.59
c003330	51.86
c003336	61.00
c003334	56.08
c039432	57.66
c039436	36.11
c001798	55.28
c001114	52.04
c001792	58.30
c001796	56.01
c015844	56.64
c015842	53.39
c015840	52.02
c015848	56.38
c003081	55.27
c003083	52.99
c003085	54.66
c003086	54.88
c003088	53.80
c007790	58.17
c007795	54.08
c012472	54.48
c012470	60.99
c001609m	61.00
c008657	53.24
c011512	57.74
c001478p	49.72
c029249	51.12
c029243	43.63
c029241	52.95
c029247	55.86
c029244	54.17
c038341	59.76
c038349	52.33
c006228	50.45
c006220	51.29
c006226	53.56
c006224	50.86
c007175	52.86
c007177	49.59
c007171	54.17
c007178	58.07
c008308	55.91
c046364	41.69
c046360	61.00
c019628	58.58
c019626	61.00
c019624	53.57
c019622	54.60
c019620	50.62
c013879	52.18
c013871	43.31
c013875	57.44
c013877	61.00
c052236	54.26
c013047	60.01
c004490p	51.97
c040082	50.25
c037125	57.86
c013049	52.97
c003648m	55.61
c048508	50.37
c040736	51.77
c004571	55.58
c004573	56.79
c004579	59.11
c040739	56.83
c018281	56.89
c007158m	60.22
c013224	47.87
c032950	55.75
c011653	48.31
c030555	54.40
c030550	59.72
c030552	50.86
c005227	47.35
c005225	54.45
c005221	54.10
c005229	52.70
c001841	55.83
c004901	52.79
c013225	58.10
c001848	55.27
c006553m	58.85
c017458	55.62
c049024	51.03
c024716	57.64
c024714	58.49
c024710	45.42
c003256	57.92
c003258	57.26
c039513	52.94
c011912p	58.05
c011659	52.51
c034493	55.71
c034499	55.98
c022417	57.72
c022415	52.54
c026715	57.29
c026711	61.00
c015946	54.88
c033143	38.04
c033144	45.50
c010256	56.57
c010250	55.81
c010252	54.96
c051410	59.36
c002732p	52.52
c047726	47.25
c042480	52.64
c053818	55.17
c053812	53.86
c027931	57.27
c009441	55.77
c020628	55.58
c020626	47.07
c020624	53.70
c009446	61.00
c009445	57.12
c003355p	54.00
c004639	48.93
c004634	56.01
c004632	56.12
c004233	54.84
c009408	51.23
c009403	56.87
c009401	59.36
c039904	55.24
c028432	51.85
c023510	61.00
c050450	48.96
c053105	49.30
c017462	55.33
c045450	48.86
c029633	49.76
c045458	52.05
c012718	58.80
c028437	44.28
c021284	58.80
c021282	54.50
c021280	53.96
c021289	52.48
c002440p	52.44
c042105	42.73
c047166	48.08
c022880	61.00
c047168	50.80
c022886	56.52
c005173	58.51
c037323	53.84
c037325	53.87
c039211	41.14
c039217	52.91
c054562	49.88
c054568	56.99
c049613	44.47
c049615	47.03
c026372	51.39
c002087m	43.84
c015559	57.23
c015554	56.61
c015556	57.25
c015550	46.29
c015552	61.00
c000786	57.69
c011649	50.72
c011646	48.89
c011642	52.95
c036090	60.65
c036094	47.40
c033211	59.24
c029868	47.26
c029860	60.41
c040431	45.22
c040433	54.23
c038564	59.23
c041622	61.00
c038065	53.77
c038067	54.28
c019493	59.96
c014606	53.71
c014604	55.20
c014602	59.37
c014600	53.16
c010517	57.65
c010515	51.93
c010513	48.45
c010511	49.40
c002259	52.73
c002250	47.43
c002255	54.50
c006865	50.83
c013261	54.99
c041343	35.37
c041349	52.09
c006861	59.06
c028015	50.57
c028011	54.33
c028013	60.36
c031392	50.08
c006188	50.25
c006186	57.12
c006183	58.51
c006181	53.60
c034653	57.38
c034651	47.55
c004236	59.55
c019582	48.46
c019580	55.29
c019586	45.75
c003692	52.48
c003694	53.83
c003698	53.32
c007581	54.93
c007584	53.65
c026556	48.16
c026550	60.76
c002448	60.14
c024824	44.61
c024826	57.20
c015158	53.12
c029058	49.02
c029052	58.87
c033307	53.87
c029056	47.23
c005177	58.45
c008117	49.61
c008115	57.46
c008111	56.54
c000343	57.17
c000340	54.35
c000345	57.37
c000349	57.25
c019059	60.47
c019051	46.76
c048204	56.59
c018328	43.71
c049557	54.43
c018321	50.13
c018323	59.05
c005526	56.60
c005521	58.21
c005523	56.23
c005529	52.79
c001163m	51.52
c052404	53.54
c052402	56.33
c022277	51.78
c028870	56.27
c028876	54.13
c013947	54.20
c031034	34.25
c031030	46.88
c031032	52.37
c001163p	56.10
c003935	55.43
c003937	55.95
c003932	57.07
c010670	55.42
c000106p	55.97
c021041	58.08
c021043	53.90
c021045	53.36
c021047	57.13
c003299p	51.79
c008243	47.55
c010402p	51.22
c010534	34.49
c017075	59.10
c025633	53.98
c025631	45.09
c025345	38.63
c025341	58.58
c010308p	60.79
c025349	60.34
c034515	50.08
c011008	59.00
c011006	55.21
c011004	56.47
c011002	51.72
c011000	53.48
c006332m	52.64
c017715	58.66
c017717	51.86
c017711	52.80
c017713	50.06
c017718	43.85
c023779	44.49
c023771	55.92
c023776	46.18
c027057	60.98
c001855p	56.41
c031487	50.50
c016847	56.68
c016845	50.86
c016843	53.77
c016841	61.00
c027584	40.24
c027582	56.99
c051604	55.77
c007744p	55.00
c050550	57.47
c014566	51.20
c014565	61.00
c014563	56.55
c014561	55.46
c009750	55.73
c020581	52.42
c020585	46.58
c020589	49.22
c039854	61.00
c020059	46.59
c043890	50.75
c020051	51.78
c020053	50.15
c020055	53.80
c020057	61.00
c007671p	51.86
c011865	56.12
c011867	48.76
c011861	52.73
c007341	57.27
c007347	58.31
c007345	55.90
c007348	57.39
c019939	55.60
c046119	42.73
c040218	49.68
c001524m	58.01
c016482	59.43
c019930	54.21
c029755	59.85
c021327	55.36
c038841	60.65
c038845	47.50
c019213	49.47
c019211	51.88
c019215	45.85
c041561	58.54
c002019p	55.99
c016071	58.96
c047794	33.85
c044268	56.48
c044264	58.18
c000022	54.90
c000020	58.62
c000026	57.43
c000024	58.35
c000028	54.93
c002171m	51.97
c002171p	48.30
c028589	56.43
c012331	49.13
c028580	61.00
c028586	57.69
c031638	57.07
c039008	56.52
c050215	45.10
c012013	59.34
c012337	56.55
c004900	56.39
c004902	51.63
c004904	52.57
c023174	54.48
c017381	52.16
c029988	61.00
c029987	61.00
c006625m	49.18
c000188p	52.60
c030183	57.64
c001082	53.62
c001080	50.30
c029637	51.93
c001084	57.35
c050219	60.18
c015592	58.14
c031588	58.70
c031582	53.77
c030279	56.94
c030271	47.43
c013833	52.99
c002199	55.31
c002197	50.41
c002193	57.09
c000608m	57.62
c000976	58.93
c000970	56.24
c000973	55.84
c001628	54.15
c001624	57.40
c001622	56.31
c001620	48.50
c033400	61.00
c033405	37.62
c002443	51.08
c033409	59.68
c002444	58.17
c006538	44.55
c006532	58.82
c006530	54.36
c006536	49.03
c006534	52.10
c011689	49.14
c010211m	57.85
c013768	49.65
c013760	50.88
c013765	48.50
c039589	52.75
c026931	43.62
c032753	58.54
c003717	58.69
c003713	60.73
c003719	57.10
c023142	39.49
c007667	56.23
c007661	61.00
c007662	48.70
c007668	53.32
c030600	54.07
c000067m	59.30
c012019	50.27
c029158	61.00
c012011	56.94
c023176	51.29
c012017	55.53
c004046	54.70
c004041	52.86
c004043	59.78
c004049	44.00
c000702m	54.29
c001506	56.33
c021490	50.31
c031919	54.84
c009149	46.93
c031913	58.57
c009141	56.83
c002949	60.15
c002946	53.60
c002944	58.25
c002942	56.09
c002940	59.38
c029517	49.06
c017104	56.53
c005716	58.28
c005714	48.32
c005712	56.75
c005710	55.19
c005718	54.14
c009147	50.96
c031916	61.00
c006097p	59.22
c023140	54.78
c053372	35.26
c020219	55.58
c020213	54.51
c020211	56.72
c020217	52.17
c020215	49.71
c002592m	57.72
c009858	49.12
c009851	50.45
c009854	51.23
c009856	47.48
c029512	46.33
c013785	40.76
c038692	61.00
c002538m	56.71
c007898	58.88
c002438p	55.99
c050956	50.05
c005116m	52.79
c006151	50.36
c007753	55.04
c024223	48.67
c024221	58.27
c022302	58.68
c022300	58.53
c022304	56.84
c022308	47.24
c013470	54.28
c018037	55.39
c016271	56.79
c016273	56.82
c016275	55.47
c016277	57.95
c014348	54.04
c044066	61.00
c014344	57.99
c014342	52.81
c000675m	53.90
c014644	58.80
c027012	56.02
c001041p	55.20
c013783	51.14
c009347m	53.22
c010550	54.68
c017699	46.41
c005600m	56.79
c017691	57.94
c017693	39.73
c017695	43.96
c017697	56.04
c010559	57.81
c051153	39.80
c011239	57.07
c011230	37.43
c011232	46.98
c011234	51.45
c011236	48.51
c010149	55.13
c010141	50.45
c010143	57.83
c010145	55.88
c047872	38.93
c047874	54.49
c047878	55.31
c028707	42.66
c013782	58.09
c054842	61.00
c007650	50.98
c050166	56.48
c050164	37.05
c027223	42.62
c027221	50.82
c027225	45.01
c013221	57.93
c013223	54.59
c006735	44.27
c006737	52.22
c006731	51.24
c006733	54.33
c042578	41.60
c013229	57.82
c007653	58.37
c046098	61.00
c000601	58.13
c000604	56.87
c046091	61.00
c046093	44.80
c013563	53.77
c013561	54.22
c013567	53.56
c013565	45.58
c053437	57.46
c030045	52.23
c030044	54.75
c007466	48.23
c007464	56.83
c007462	53.15
c007469	49.47
c001959	53.32
c001955	50.87
c001957	54.81
c001953	57.37
c022743	46.56
c045749	52.65
c045745	48.58
c048636	57.85
c048630	56.63
c040006	45.96
c047058	35.50
c018571	59.40
c018572	61.00
c018574	51.02
c018576	52.90
c018578	55.55
c052858	42.67
c022394	54.17
c001086m	61.00
c005518m	55.12
c013193	49.43
c013196	56.85
c037704	44.66
c037706	54.64
c037700	49.18
c013194	58.19
c049188	61.00
c008251	53.18
c008250	57.12
c008252	53.88
c048584	49.02
c048582	47.81
c049278	61.00
c008003	52.42
c008256	45.20
c028429	61.00
c028423	59.51
c054451	55.63
c020406	57.34
c005264m	47.69
c031465	60.15
c031468	57.49
c039673	53.20
c013649m	51.29
c003869	61.00
c007970	54.15
c001129	55.62
c001121	44.34
c040584	42.01
c040583	37.36
c034362	51.44
c034360	48.33
c034369	47.16
c024423	57.43
c024427	61.00
c011617	52.07
c026863	41.87
c026861	48.23
c002367	54.63
c002365	50.01
c006479	53.07
c006476	56.93
c006474	53.43
c006472	53.26
c006470	49.37
c034940	60.92
c009222	54.49
c034949	56.39
c026797	47.98
c026792	61.00
c033635	54.71
c033637	43.44
c033631	59.46
c009226	53.54
c008787p	45.82
c022148	50.16
c022144	43.44
c022146	51.70
c022140	59.11
c008424	55.54
c008422	51.64
c008421	55.25
c008429	52.23
c048919	47.32
c022492	60.13
c022497	52.72
c023328	58.00
c023322	52.77
c023320	55.44
c023326	45.64
c023324	57.21
c001330m	57.77
c019359	59.67
c007096m	61.00
c032273	45.12
c032277	42.32
c004761	57.11
c004760	57.31
c047630	61.00
c004764	50.44
c003975p	54.10
c002288m	54.44
c031899	56.24
c001702m	52.56
c032630	47.79
c017806	48.10
c021573	47.74
c021575	50.61
c009487	53.84
c009485	58.97
c009483	57.10
c009480	49.84
c053239	46.83
c051967	61.00
c026516	56.46
c029580	56.99
c029581	49.91
c017803	49.98
c029589	49.79
c022801	56.59
c022805	51.97
c022807	57.43
c022809	51.73
c021753	54.12
c012943	49.11
c012947	57.59
c012945	48.86
c012949	56.18
c019977	56.93
c019975	56.05
c015227	46.42
c019979	61.00
c015223	44.68
c043239	56.73
c043235	42.46
c023868	40.42
c036011	40.78
c036017	42.57
c023860	52.35
c023862	52.49
c023864	37.76
c003897m	47.52
c001824m	47.94
c037980	59.59
c014686	49.96
c014684	56.91
c014682	54.17
c014680	55.58
c014688	58.36
c010596	60.36
c010594	47.54
c010590	54.00
c035544	58.47
c035540	51.15
c037830	61.00
c037834	45.25
c017489	54.97
c035098	54.56
c017482	53.16
c017484	56.52
c016031	57.27
c008224	55.65
c001455	58.27
c017335	50.71
c017333	35.66
c001459	54.14
c017339	59.37
c005696p	51.60
c003160	55.92
c003166	55.22
c003165	53.68
c003169	52.89
c007852	53.63
c007857	47.25
c012533	57.63
c007859	55.02
c012536	55.73
c012534	55.60
c044069	48.07
c004118	45.12
c000127	58.79
c000126	56.30
c012681	57.08
c012683	49.83
c012685	61.00
c012687	48.01
c012689	55.22
c004119	58.62
c029369	53.85
c023106	53.09
c041176	60.87
c000121	54.13
c006107	52.77
c006105	54.43
c006101	58.03
c013484	59.33
c013486	42.07
c013480	47.46
c013482	56.24
c008220	47.03
c008222	56.95
c008225	55.31
c008227	53.87
c000436	54.36
c000433	54.36
c046280	57.22
c019509	55.95
c019503	49.97
c019501	47.48
c019507	61.00
c019505	61.00
c014908	58.95
c014900	43.26
c014902	54.26
c014904	54.52
c014906	58.33
c002777	58.53
c046533	45.77
c002773	58.90
c002779	44.10
c048284	51.63
c048289	55.74
c001626p	54.05
c023103	59.89
c016037	61.00
c032073	61.00
c032078	50.90
c008199	54.33
c008194	54.71
c008192	56.64
c008191	56.35
c013108	54.54
c048467	48.31
c040670	55.18
c004434	54.89
c004439	53.10
c040679	53.61
c006689	61.00
c013102	54.09
c013107	56.71
c013106	60.08
c004114	53.39
c005884m	55.84
c031796	47.87
c005884p	52.73
c031797	56.35
c020499	57.93
c039147	57.33
c006925	56.64
c006927	53.27
c006921	42.88
c006923	56.59
c006929	56.34
c005340	59.07
c005342	60.56
c005344	51.91
c000190	58.99
c028614	58.12
c017551	55.58
c049622	59.78
c005033	48.56
c003925p	57.13
c012106	55.48
c026708	61.00
c002209	51.50
c001821	57.80
c006293	52.73
c006297	55.83
c006294	47.47
c013531	51.20
c013533	57.69
c013535	57.92
c000583	56.11
c000585	55.01
c000586	56.93
c000588	57.32
c002847m	55.47
c052172	45.81
c052170	60.21
c038995	51.62
c038997	44.41
c038993	56.96
c038998	42.51
c001988	52.68
c018705	57.42
c001982	54.99
c016313	52.85
c009740p	51.39
c033547	50.65
c011432	53.70
c051887	54.15
c051885	61.00
c046776	61.00
c046772	61.00
c046778	54.12
c042064	39.93
c042062	47.57
c042068	53.99
c002558p	54.39
c002418m	53.69
c019879	54.97
c008481p	61.00
c019871	61.00
c019877	52.80
c019875	57.97
c015145	57.82
c015141	54.68
c011374p	56.14
c012016	52.77
c045421	54.62
c044731	51.86
c044738	37.18
c003695p	49.34
c016615	35.39
c016611	55.96
c015496	51.67
c015490	53.83
c016619	58.39
c043089	51.34
c043085	53.51
c043081	60.41
c043083	60.62
c005664	52.33
c023902	61.00
c023900	59.42
c036661	41.05
c036668	49.75
c045864	52.89
c045866	56.55
c014768	52.50
c014767	60.33
c014761	60.36
c010619	59.20
c010615	57.22
c010611	53.91
c042844	57.59
c004069	49.39
c035315	55.72
c030145	45.26
c030149	57.38
c028712	51.66
c031321	61.00
c028714	59.07
c028719	54.08
c001519	54.28
c017236	60.64
c036111	57.08
c040997	59.96
c040995	56.73
c003202	53.41
c003200	58.31
c003206	58.58
c003204	55.16
c039540	61.00
c007918	56.94
c039548	32.00
c007910	55.83
c007916	52.76
c007914	59.74
c015976	55.11
c015974	58.55
c015972	53.98
c015970	52.03
c015978	48.36
c033477	53.08
c029449	55.01
c012728	53.87
c012726	52.80
c012724	50.16
c012722	59.30
c012720	54.72
c013255	55.78
c008581	54.36
c008583	49.26
c002433	55.50
c008587	50.63
c029193	56.99
c029191	58.51
c029196	51.37
c029102	55.64
c033227	33.70
c038239	56.94
c019463	60.07
c019465	53.76
c019469	59.43
c006351	57.58
c006357	52.01
c006355	49.01
c007004	58.71
c007006	53.45
c007000	55.01
c007002	59.55
c027468	50.00
c006547	59.28
c046438	41.62
c029789	55.54
c006541	45.46
c034877	61.00
c004112m	53.89
c002981	54.83
c002987	50.96
c052561	58.79
c052563	61.00
c025962	58.23
c025960	42.85
c025966	56.76
c025964	46.04
c025968	61.00
c003588	54.59
c040170	57.79
c003586	57.95
c003580	56.41
c018409	54.94
c018403	61.00
c018405	61.00
c018407	54.73
c008299m	48.93
c049789	53.56
c013507	55.77
c032826	54.72
c036109	48.30
c009769	43.16
c036103	60.54
c013501	56.95
c030460	55.55
c006544m	61.00
c030469	57.60
c000891m	56.69
c009894	51.61
c009896	48.36
c009891	54.68
c009893	55.67
c009899	55.54
c013419	53.15
c004592p	56.27
c013413	55.67
c020872	47.05
c020870	55.33
c020874	55.44
c024599	60.52
c024590	61.00
c024592	54.16
c024594	45.86
c024597	55.15
c001366p	61.00
c005732	58.42
c034212	50.90
c022696	50.89
c022698	49.66
c026995	54.51
c026993	47.55
c026999	54.30
c001076p	52.67
c022563	57.79
c022566	49.85
c022568	46.68
c004928m	48.70
c026449	59.67
c026447	47.34
c026443	47.97
c033744	56.34
c033740	61.00
c051179	61.00
c027110	50.63
c027112	60.75
c027114	61.00
c027118	49.62
c042983	52.31
c010458	55.41
c010456	54.37
c010454	61.00
c010452	54.42
c010450	58.13
c016925	49.92
c016927	57.65
c016923	55.54
c023858	54.12
c042988	33.50
c010185	50.84
c010187	56.85
c010181	58.69
c010183	54.24
c051526	52.63
c010189	53.51
c041326	54.87
c053968	53.74
c053962	45.91
c053966	56.00
c020462	57.91
c041329	53.87
c012034	56.75
c027801	49.08
c014562p	53.09
c013838m	49.31
c004707	55.87
c004704	49.83
c004700	51.19
c021409	39.24
c021400	59.95
c021402	61.00
c021404	54.84
c021406	50.93
c001180m	52.40
c039586	48.29
c042787	33.93
c034209	48.45
c044671	51.49
c017840	56.87
c025181	55.38
c017846	44.79
c052763	36.94
c022979	22.14
c022971	40.88
c022975	45.03
c022977	53.49
c011904	58.97
c054724	48.65
c005136	57.46
c007222	52.99
c052892	36.54
c037470	56.77
c039325	61.00
c039327	61.00
c035831	51.53
c035837	54.57
c003835	51.93
c015355	59.49
c015350	55.02
c015358	57.30
c049144	46.83
c011449	54.97
c008652m	44.56
c010730p	46.38
c017315	57.86
c017317	54.93
c002254m	52.40
c031135	52.92
c031131	54.76
c030663	34.72
c038454	53.19
c038456	60.69
c018974	53.70
c037090	51.46
c003144	51.75
c038183	61.00
c002052	53.99
c013122	56.12
c013672p	54.93
c013352	56.66
c013358	55.16
c004256m	48.73
c013689	58.12
c013682	55.77
c004073p	53.49
c001708	57.12
c001704	53.66
c001707	57.78
c006258	54.80
c006256	56.66
c006252	56.75
c006250	54.28
c003012	48.97
c003010	58.40
c003017	52.20
c003015	58.24
c034986	58.07
c008972	49.80
c007702	59.21
c007700	58.24
c008978	56.28
c007704	52.20
c012481	54.17
c012487	51.69
c012485	41.42
c012489	53.15
c029836	61.00
c021140	50.71
c012153	55.86
c012155	49.89
c047655	53.77
c024911	58.45
c024919	57.26
c008399	53.25
c001513p	55.26
c008392	53.09
c004783	53.03
c004782	57.20
c000540	55.62
c000542	50.29
c000549	57.65
c022514	52.54
c027770	49.40
c031850	51.02
c031856	58.69
c031854	48.39
c002824	58.29
c002827	59.47
c002821	53.77
c019165	48.44
c049465	58.11
c018210	58.22
c018213	54.11
c018216	37.81
c005414	59.74
c005416	55.70
c031743	47.46
c005412	53.54
c005418	61.00
c036535	50.27
c036537	48.87
c035048	61.00
c031276	50.00
c031274	53.29
c028943	57.80
c028948	48.57
c033778	47.35
c009918	57.05
c009910	58.09
c009912	55.80
c009914	61.00
c013613p	56.47
c004684m	55.96
c030897	50.64
c004897	50.44
c004895	48.63
c004499m	49.51
c004890	55.83
c012340	55.17
c004898	57.84
c033698	61.00
c007387	54.23
c011547m	47.67
c011547p	50.54
c012346	53.46
c021976	55.08
c021972	54.67
c021979	53.75
c005784	51.18
c005785	50.16
c025270	49.84
c005786	55.86
c034395	46.18
c034393	49.17
c023530	56.41
c001008m	55.41
c021481	50.42
c011139	45.87
c011134	57.95
c011130	50.16
c019565	48.26
c017447	50.75
c017441	57.30
c017449	59.15
c012224	51.97
c001306p	52.73
c001306m	47.02
c050289	36.35
c027301	48.57
c027303	54.89
c012221	57.19
c000108	57.24
c012220	55.75
c014325	55.56
c006997	56.02
c041150	61.00
c053882	57.74
c051773	61.00
c050420	54.16
c014418	56.34
c014416	53.89
c014412	55.18
c014410	54.88
c053735	52.92
c046633	59.75
c046511	42.42
c039911	59.80
c043743	48.22
c020161	51.42
c020163	55.77
c002712	49.45
c046515	54.81
c002811p	49.43
c011957	57.43
c011951	48.53
c011953	60.97
c007273	49.02
c012318	57.54
c007277	58.68
c016782	57.58
c012317	51.94
c046247	58.19
c046241	50.16
c002431p	48.73
c023107	56.12
c047118	46.53
c021218	51.61
c021210	57.40
c021214	53.18
c021216	50.81
c025119	48.38
c022320	56.39
c022322	56.35
c046865	61.00
c005630	55.53
c048130	61.00
c019363	57.17
c019367	57.83
c019365	57.55
c049663	57.07
c014093	52.93
c041455	55.41
c041458	56.50
c044109	61.00
c014094	60.45
c016327	49.40
c016325	48.09
c016321	53.75
c002119p	50.67
c016328	49.13
c044108	61.00
c000153	55.58
c000156	55.15
c000154	53.82
c039286	61.00
c019985	61.00
c019983	59.99
c019981	48.81
c010780	46.49
c037624	52.33
c031707	60.78
c031709	53.19
c000538m	57.58
c005920	51.09
c005922	57.70
c005925	56.19
c005929	56.44
c002609m	50.90
c032014	60.76
c005864m	61.00
c005864p	53.74
c024300	60.63
c038626	61.00
c038624	45.94
c007326p	45.16
c018692	53.12
c033532	49.91
c002578	59.57
c033536	48.11
c002572	53.17
c002570	46.76
c002577	50.31
c006668	59.17
c006666	61.00
c006665	55.38
c028087	50.45
c028081	48.92
c013128	57.36
c028089	61.00
c020300	48.71
c048856	61.00
c003199	50.98
c003197	54.99
c003193	48.43
c003191	59.24
c033394	43.35
c033393	57.29
c032668	41.38
c032664	54.32
c032666	45.58
c032663	55.12
c003624	53.79
c003626	51.55
c003620	53.77
c018458m	51.53
c007535	47.15
c007536	49.50
c018458p	51.53
c007538	55.62
c004418	55.55
c004246	56.48
c004244	57.60
c004242	58.74
c024897	48.94
c015062	52.69
c023049	57.66
c015063	60.10
c029027	54.96
c029025	45.49
c029023	56.49
c015065	49.84
c015068	53.93
c003662	52.25
c000851p	52.62
c043474	35.51
c005598	54.34
c009078	50.90
c005591	57.92
c005593	61.00
c005595	57.07
c005597	56.94
c008783	58.23
c011543	55.90
c002835m	57.78
c008785	52.31
c025856	50.75
c025854	53.56
c012872	44.94
c025850	59.68
c010160	52.93
c025858	61.00
c012654	61.00
c012652	58.76
c051801	35.54
c051807	52.85
c022973	36.48
c010168	31.98
c010169	61.00
c020362	55.34
c030915	45.37
c030917	47.02
c030913	53.29
c016711	56.49
c015124	48.83
c048239	54.70
c020987	59.27
c020985	45.30
c020983	51.80
c020980	58.24
c015126	59.24
c024069	45.37
c024061	52.47
c024065	46.02
c024067	54.29
c015128	50.06
c022052	50.71
c022056	50.92
c022054	56.04
c023986	54.00
c023982	54.35
c016520	57.57
c016524	59.23
c016526	53.22
c036371	61.00
c036370	38.58
c014279	51.01
c006071p	48.12
c014275	57.33
c044111	57.18
c010968	53.76
c010966	58.70
c010965	60.58
c010963	58.68
c004951p	51.07
c016696	49.93
c016694	56.38
c016692	53.22
c016690	43.60
c009674	49.59
c010696	52.70
c010690	56.91
c010692	51.66
c010698	55.85
c043866	59.39
c001712m	53.09
c001712p	50.92
c011348	52.02
c011343	53.84
c011345	59.10
c011347	50.08
c010038	54.27
c027209	55.96
c010030	49.23
c010032	47.49
c010034	59.48
c010037	57.82
c045392	56.49
c045390	46.86
c015641	49.69
c040911	49.05
c015647	51.98
c040919	42.01
c027200	41.75
c009669	51.65
c002484m	55.43
c009668	59.15
c027579	42.65
c036970	54.03
c036974	60.76
c021301p	52.24
c021301m	49.92
c009676	51.51
c006060	50.66
c006062	52.83
c006069	56.26
c014592	42.10
c014597	57.38
c014594	52.29
c014598	53.25
c000732	55.13
c000730	54.06
c000736	56.52
c000739	53.36
c013917	54.35
c007336	49.19
c007334	59.19
c007332	58.06
c008509	49.22
c024095	59.50
c007338	55.40
c001865	57.04
c001867	57.81
c019280	61.00
c019282	38.39
c040284	57.12
c007088	59.76
c007086	59.84
c007082	59.27
c045630	44.46
c048700	49.61
c006713	57.12
c003504	57.55
c003506	57.22
c003502	49.04
c003508	55.98
c018483	56.73
c014009	49.76
c018487	60.85
c018489	54.41
c000757p	50.25
c000757m	53.82
c033809	61.00
c033804	52.91
c003936p	52.48
c037587	50.60
c037585	58.24
c037583	45.19
c037581	46.17
c003936m	43.50
c008770	58.88
c044682	41.61
c004998	58.38
c044681	57.04
c004992	53.78
c004991	52.07
c004997	55.55
c004995	60.93
c006849	47.63
c006843	52.77
c006846	51.40
c006844	57.39
c000055	55.35
c000051	54.56
c000059	56.38
c046938	55.00
c028519	55.13
c028511	55.38
c028513	48.23
c035981	60.07
c035988	35.42
c016108	50.46
c031518	50.50
c035450	45.17
c035456	58.20
c042226	59.41
c034125	46.80
c034127	47.22
c034122	44.26
c029649	40.42
c001016	50.65
c001010	55.48
c013540	50.66
c013545	44.49
c028095	61.00
c013547	58.51
c013546	58.94
c024511	43.13
c024517	54.33
c013548	58.19
c026919	53.31
c026917	58.09
c026915	50.58
c026913	57.31
c033474	50.46
c033472	55.18
c053452	43.67
c002432	59.33
c002430	58.31
c006549	57.29
c006545	50.98
c006542	52.98
c006540	50.19
c008669	49.17
c034875	58.52
c034873	56.13
c008662	56.29
c008665	51.60
c034879	61.00
c004432p	56.24
c022618	32.05
c035214	54.46
c011425	55.90
c008842	59.20
c006410m	57.99
c052886	61.00
c052885	46.62
c049912	61.00
c014326	47.36
