contig	numParameters	likelihood
c011870	24	-3308.231030
c011871	12	-4014.711700
c011872	30	-1790.457259
c011877	24	-2119.035489
c011880	24	-4644.506307
c011881	10	-5140.659378
c011883	16	-4024.540118
c011884	24	-9585.331880
c011885	12	-4161.780898
c011886	16	-4651.550793
c011890	34	-1769.487984
c011891	38	-2385.660254
c011892	12	-4004.072898
c011894	26	-2781.982043
c011898	20	-2355.275603
c011899	12	-2578.444634
c011900	16	-5523.597415
c011901p	10	-1002.885115
c011903	10	-4565.475169
c011904	18	-2255.944357
c011905	14	-1975.551696
c011906	20	-3298.665310
c011907	10	-3176.164586
c011908	12	-3384.963606
c011909	16	-3193.651703
c011911	20	-3626.836050
c011913	20	-4432.396815
c011919	26	-5651.746572
c011923	10	-1449.938484
c011925	14	-1471.723278
c011930	30	-4124.780993
c011934	14	-2627.621255
c011935	18	-2271.202639
c011937	14	-7705.910948
c011939	12	-4624.184547
c011942	16	-2072.086992
c011945	24	-6521.690850
c011949	14	-701.643663
c011951	28	-3294.185272
c011953	12	-1976.917537
c011955	12	-4923.965756
c011957	18	-3925.569584
c011962	18	-6951.478332
c011964	32	-3651.733793
c011967	18	-3777.625998
c011968	12	-5254.202070
c011970	34	-1414.586082
c011974	26	-7121.888674
c011975	14	-4786.195293
c011976	26	-2564.672025
c011978	10	-3508.747419
c011985	10	-3900.852092
c011988	26	-3600.610233
c011992	26	-3345.517170
c011993m	18	-2648.150088
c011995	16	-907.703892
c011999	20	-5219.733829
c012000	22	-4069.467600
c012001	20	-4910.220205
c012005	20	-2356.353777
c012007	20	-3385.644993
c012014	12	-4942.691379
c012016	24	-5807.030608
c012018	28	-6142.795718
c012020	16	-2227.372582
c012021	12	-4334.513472
c012022	22	-3250.880355
c012024	10	-4129.722785
c012027	28	-2465.688978
c012028	12	-1481.499903
c012033	14	-1241.338982
c012035	20	-1535.088319
c012037	18	-6018.079897
c012042	30	-4059.058359
c012046	24	-2449.516089
c012047	30	-4049.473832
c012048	34	-1364.545736
c012049	20	-7295.390264
c012050	14	-4936.766765
c012051	22	-5056.890108
c012052m	22	-1845.092034
c012054	18	-1645.122295
c012055	36	-3115.497805
c012056	10	-5519.097028
c012060	30	-4586.173346
c012064	10	-1623.586581
c012069	16	-3884.644231
c012073	10	-1862.516154
c012074	18	-4541.167565
c012080	16	-3096.047856
c012081	12	-3037.250908
c012082	14	-5464.121586
c012086	12	-3350.690654
c012088	18	-1488.614953
c012090	32	-3457.203411
c012091	36	-3123.636193
c012094	14	-1939.061354
c012096	10	-5362.688475
c012097	22	-2196.484801
c012098	22	-5617.823598
c012105	12	-5279.323358
c012106	18	-3780.312738
c012109	14	-4175.945734
c012112	18	-5224.708464
c012115	30	-2212.115576
c012116	22	-2595.684215
c012120	12	-1225.936173
c012126	24	-4175.586398
c012128	12	-2256.621368
c012132	26	-1915.987686
c012135	18	-3512.636980
c012137	18	-1551.314677
c012140	16	-5567.430219
c012141	28	-1873.824962
c012143	22	-2595.103908
c012144	22	-7662.848738
c012145	12	-4775.953620
c012147	12	-858.093246
c012150	12	-2211.011712
c012153	26	-10007.383685
c012155	16	-4847.752983
c012158	20	-3925.104456
c012163	14	-602.704356
c012166	10	-1495.156326
c012167	14	-5912.541997
c012170	26	-5156.223181
c012174	16	-3505.958240
c012178	20	-1583.692949
c012182	18	-3184.004231
c012183	22	-3533.197882
c012184	16	-3539.066077
c012185	26	-3243.568179
c012190	20	-5695.781261
c012194	28	-2577.145070
c012199	16	-4892.124228
c012203	20	-5086.787347
c012205	14	-4483.217859
c012206	12	-3127.859569
c012208m	32	-4182.764309
c012212	16	-5654.705089
c012214	18	-2458.992785
c012217	12	-4326.634010
c012218	32	-3510.990798
c012219	24	-7545.241376
c012220	22	-7593.426586
c012221	26	-5648.867495
c012224	34	-5895.245537
c012225m	36	-2697.992462
c012225p	28	-1615.930244
c012226	24	-3229.130267
c012229	14	-3615.556229
c012230	16	-1533.617529
c012232	12	-2368.336382
c012241	22	-1054.865211
c012243	26	-4933.384581
c012253	12	-5569.432650
c012258	14	-1915.553368
c012261	30	-3482.026860
c012267	16	-3352.101510
c012268	16	-3375.115801
c012269	20	-3206.540005
c012271	20	-3624.671844
c012275	40	-2957.870490
c012280	18	-1398.072458
c012281	18	-5086.133415
c012282	14	-1018.739405
c012283	10	-5150.629263
c012285	18	-4259.110132
c012288	26	-3603.374841
c012290	14	-4345.186090
c012291	20	-9070.960306
c012292	14	-4015.866677
c012294	16	-2111.924052
c012298	30	-2744.224227
c012302	10	-3747.557751
c012306	18	-2550.096928
c012308	20	-3348.768457
c012309	22	-4517.019742
c012312	26	-4414.741040
c012317	10	-3690.708820
c012318	22	-5060.927231
c012322	24	-3366.299245
c012325	24	-4525.070946
c012326	22	-7495.085196
c012327	10	-6123.618480
c012329	30	-8938.337805
c012335	24	-4309.056004
c012336	10	-2814.440514
c012342	12	-5309.695188
c012343	22	-4129.771267
c012344	18	-3570.429308
c012349	24	-6158.529212
c012350	38	-1679.792242
c012351	20	-5124.147580
c012352	36	-3274.176943
c012355	32	-1247.368085
c012356	30	-5584.711728
c012358	12	-1490.158321
c012361	14	-3049.686197
c012362p	24	-1678.843240
c012363	20	-6631.042104
c012365	16	-4253.952364
c012366	22	-3717.332697
c012370	12	-3169.604684
c012373	18	-1693.759234
c012374	22	-4207.346788
c012379	24	-5614.839592
c012380	24	-1768.570997
c012381	12	-4493.270680
c012383	14	-3335.238336
c012384	18	-5507.179197
c012387	18	-2239.789936
c012388	16	-4035.432617
c012389	32	-5005.702861
c012392	28	-2583.848158
c012395	12	-4119.571612
c012398	12	-4241.961336
c012402	30	-4025.980931
c012405	10	-3314.790334
c012406	18	-4351.961269
c012407	12	-3864.371484
c012409	26	-5152.292468
c012410	30	-4289.971926
c012415	22	-5457.269310
c012417	20	-4737.299630
c012418	14	-1638.548975
c012420	12	-2262.728812
c012425	28	-3404.025901
c012427	10	-3717.685747
c012429	10	-3099.719778
c012431	18	-4914.848952
c012432	14	-4500.466606
c012433	18	-2735.797961
c012434	12	-3243.174262
c012435	16	-5653.946986
c012436	26	-7087.060881
c012439	20	-3257.147665
c012440	28	-5615.192962
c012441p	10	-2936.996701
c012448	16	-922.463609
c012449	12	-1090.287507
c012450	16	-1982.817878
c012460	32	-3638.377937
c012461	20	-4966.149349
c012462	16	-5413.527924
c012465	12	-1986.152670
c012467	16	-3858.541977
c012471	34	-3387.578128
c012472	30	-1909.498458
c012477	26	-4574.365448
c012480	36	-2704.113714
c012487	22	-6351.646357
c012489	14	-3734.223557
c012490	16	-3143.202927
c012493	34	-1538.096439
c012497	10	-2747.136160
c012498	26	-5536.610111
c012501	20	-5541.434385
c012502	26	-4828.598991
c012504	26	-3179.897540
c012511	10	-1443.760844
c012515	16	-3868.164721
c012516	26	-5910.526301
c012517	26	-5023.105953
c012519	14	-3571.202117
c012520	28	-3734.925504
c012522	32	-4182.903156
c012524	20	-3019.811061
c012532	34	-6232.901973
c012534	16	-2014.942734
c012540	28	-4397.763831
c012543	30	-3031.012488
c012545	22	-4411.175408
c012549	16	-1446.927141
c012550	16	-2607.435309
c012560	20	-4534.987824
c012562	24	-2519.736167
c012563	30	-2948.797159
c012565	10	-3779.848537
c012567	16	-2438.807536
c012572p	30	-3359.782914
c012573	20	-4171.012294
c012574	12	-4067.404633
c012576	24	-7394.447073
c012578	12	-1882.133258
c012582	28	-2760.700156
c012583	12	-2633.986049
c012585	24	-2545.379624
c012586	14	-3813.578164
c012590	32	-1602.966502
c012593	28	-1356.777244
c012595	12	-4179.582050
c012597	20	-4577.250085
c012598	14	-5105.109992
c012599	28	-2847.951453
c012601	32	-2144.130301
c012602	28	-5861.553709
c012603	32	-2043.455881
c012604	10	-3811.042495
c012605	10	-2918.622822
c012612	18	-4075.003540
c012615	12	-2747.053109
c012616	16	-3737.886473
c012618	38	-4094.253203
c012621	14	-1890.850294
c012623	26	-5567.779406
c012630	12	-3562.673141
c012631	30	-2329.163503
c012634	32	-2028.005550
c012638	10	-2910.216669
c012640	18	-2280.995151
c012645	20	-3076.426913
c012646	14	-6421.278879
c012649	18	-6319.603682
c012650	18	-5631.061962
c012651	22	-1563.500261
c012653	32	-3257.122693
c012663	18	-2392.785103
c012664	12	-3084.978205
c012670	12	-3095.410194
c012673	24	-4676.276730
c012675	14	-4688.244677
c012678	20	-3676.564218
c012680	12	-1832.651159
c012681	28	-3245.290297
c012683	26	-3698.652163
c012687	16	-4521.673126
c012688	14	-5639.176357
c012697	22	-1640.075313
c012699	18	-852.403628
c012700	12	-3215.308837
c012701	12	-2205.745497
c012704	18	-3591.356405
c012709	24	-5306.337247
c012711	28	-4318.318991
c012718	10	-3557.605651
c012719	12	-2310.009400
c012722	22	-6098.842644
c012726	14	-4426.796846
c012727m	32	-2134.740874
c012728	14	-3705.162789
c012737	16	-2297.729849
c012738	10	-3796.849971
c012740	14	-3235.464855
c012741	18	-3186.450240
c012743	20	-5809.937643
c012748	20	-2492.285021
c012752	12	-2438.305079
c012756	22	-5071.290984
c012759	16	-2038.171867
c012762	28	-5718.205269
c012767	16	-5662.586458
c012772	20	-2427.272888
c012773	12	-969.489807
c012774	18	-4738.263459
c012775	20	-1705.729368
c012777	28	-1930.368298
c012778	24	-3437.660801
c012783	12	-1359.151643
c012785	36	-2547.435220
c012790	18	-2829.412585
c012793	18	-3967.960465
c012798	18	-1227.644576
c012804	16	-2300.616775
c012807	28	-4641.969272
c012808	28	-2796.282699
c012811	10	-1220.837061
c012812	18	-1784.754013
c012815	16	-3180.758141
c012817	10	-2002.960404
c012820	14	-5851.637957
c012826	12	-3238.075794
c012829	12	-6084.825317
c012830	12	-5698.426181
c012832	34	-2366.751313
c012835	12	-2703.905770
c012836	18	-3285.891531
c012837	26	-2711.406919
c012840	24	-1551.497253
c012842	22	-6063.245863
c012846	30	-2703.364293
c012847	20	-6184.713947
c012851	18	-4471.532105
c012852	14	-2043.985214
c012853	14	-835.261817
c012854	26	-3087.077912
c012856	18	-3238.449085
c012859	12	-1437.686746
c012863	26	-5101.790101
c012866	14	-4050.343549
c012867	12	-3514.729362
c012876	18	-4543.623794
c012877	14	-2470.083527
c012878	18	-1540.773525
c012882	10	-3025.280398
c012883	16	-1921.844843
c012886	12	-2411.677794
c012888	14	-1885.248538
c012890	28	-5356.981318
c012891	10	-3644.072066
c012892	10	-1232.316574
c012893	14	-1926.054280
c012895	20	-2638.611728
c012896	38	-3555.770033
c012898	34	-2671.788246
c012907	18	-3749.136041
c012914	12	-6077.409921
c012916	28	-4302.908983
c012919	12	-1026.614652
c012921	30	-5391.852728
c012922	26	-4569.235466
c012923	24	-4980.885263
c012930	38	-2168.182491
c012931	26	-4093.160278
c012934	18	-527.320865
c012936	20	-5645.382741
c012937	14	-5269.877342
c012939	18	-3045.103377
c012940	16	-3922.746249
c012945	26	-4352.455418
c012947	22	-2693.779067
c012948	22	-2818.818389
c012949	14	-3004.217183
c012950m	16	-1058.393572
c012950p	36	-4541.404749
c012952m	18	-2109.232995
c012952p	34	-784.786897
c012956	20	-3774.599933
c012961	12	-3360.279346
c012962	36	-2274.766580
c012964	28	-3252.353684
c012968	26	-4018.014560
c012970	32	-2610.590130
c012975	14	-4773.379377
c012977	20	-3174.120155
c012979	12	-5308.738795
c012984	10	-2530.745329
c012988	14	-4299.144771
c012990	12	-1616.842196
c012991	22	-3940.920165
c012992	28	-4482.802079
c012994	30	-2834.904110
c012995	14	-4872.523351
c013001	24	-2915.129032
c013002	14	-1260.466610
c013005	18	-6211.563054
c013007	12	-3853.795359
c013012	14	-2634.161904
c013018	36	-3269.083518
c013022	24	-2017.186811
c013023	16	-4014.155683
c013027	16	-6470.489855
c013031	28	-5437.109273
c013034	16	-7104.384455
c013036	12	-3296.354084
c013037	26	-2934.418389
c013041	12	-3237.245051
c013044	24	-6553.748773
c013048	12	-736.039556
c013049	22	-1992.823203
c013052	18	-1693.867402
c013053	26	-3108.234909
c013054	10	-3712.913555
c013056	20	-5521.288623
c013057	14	-2555.218957
c013058	16	-2199.700088
c013063	10	-1282.746896
c013066	20	-2931.057445
c013067	20	-5166.326492
c013070	12	-4822.008826
c013071	26	-5124.995677
c013072	14	-3822.181483
c013075	24	-4793.556860
c013076	28	-6417.863393
c013077	12	-6624.057850
c013078	30	-5332.965980
c013089	34	-973.306399
c013090	22	-4136.427721
c013095	20	-4842.943341
c013101	32	-1943.856372
c013103	16	-4979.537056
c013104	26	-6260.277905
c013106	38	-2963.893695
c013110	18	-3542.546395
c013112	14	-1934.731904
c013121	36	-3972.975696
c013123	12	-4772.287663
c013124	18	-1307.386754
c013127	14	-4090.606526
c013128	12	-4043.363063
c013130	28	-3573.640289
c013133	12	-989.616429
c013138	16	-4473.475588
c013140	24	-6038.964809
c013142	12	-2856.189512
c013144	14	-2266.438527
c013145	14	-4373.549501
c013148	18	-1849.617861
c013149	38	-4794.009676
c013150	28	-7690.366689
c013154	30	-3594.811972
c013156	22	-2412.887784
c013157	16	-2658.208280
c013158	30	-3885.445655
c013159p	10	-727.195155
c013164	18	-2233.256657
c013165	22	-3532.134735
c013166	24	-3378.750358
c013176	26	-3173.862918
c013177	12	-4208.578506
c013178	16	-4485.330695
c013181	10	-1276.941847
c013184	18	-3373.721631
c013185	14	-1608.019321
c013186	24	-2544.999630
c013187	12	-2357.924881
c013194	20	-4678.679501
c013196	16	-3438.066232
c013202	22	-4842.391724
c013206	16	-3503.814662
c013208	10	-1768.174933
c013210	24	-4198.744134
c013211	36	-4942.340408
c013212	34	-5714.123115
c013216	12	-3026.903002
c013218	14	-2529.495065
c013221	30	-3245.395236
c013222	22	-4288.969546
c013224	24	-2493.030344
c013226	14	-2714.436916
c013227	28	-5816.471184
c013229	10	-2846.016117
c013233	26	-1811.772882
c013236	20	-4683.562129
c013238	24	-3658.822967
c013239	10	-2413.353759
c013240	16	-3873.923145
c013241	16	-4125.015749
c013243m	26	-4474.826811
c013244	28	-2071.294602
c013245	26	-3560.383473
c013248	10	-2400.524581
c013249	10	-3005.844516
c013250	28	-2647.556624
c013256	16	-1879.810720
c013257	20	-4376.339296
c013258	16	-4025.449610
c013260	30	-3882.824288
c013261	12	-3313.139129
c013264	22	-4253.293503
c013266	26	-3571.437857
c013268	10	-4200.140706
c013270	16	-4134.224028
c013274	12	-2946.552817
c013276	12	-3752.671331
c013278	28	-1369.581075
c013279	36	-2642.018598
c013280	10	-3500.830213
c013287	10	-4460.029127
c013290	12	-3132.788705
c013291	16	-2579.795130
c013293	12	-2791.664096
c013294	28	-2530.886165
c013295	20	-4792.504166
c013297	14	-6638.348850
c013298	12	-2552.529761
c013302	32	-2364.803564
c013305	26	-7697.595083
c013306	30	-2907.079229
c013311	10	-1593.574171
c013316	30	-3352.281823
c013318	28	-1244.875590
c013319	24	-2605.073222
c013321	12	-6097.149821
c013324	28	-6645.986767
c013329	18	-4524.716836
c013330	12	-3280.722075
c013333	14	-1768.020458
c013334	16	-2318.092917
c013338	26	-1894.160586
c013345	12	-1069.672919
c013348	14	-3728.701816
c013349	20	-4146.250812
c013356	16	-4546.094833
c013358	16	-2715.831590
c013363	28	-3567.012668
c013367	26	-4163.179771
c013368	30	-3742.857147
c013370	12	-6566.113253
c013371	12	-2757.399914
c013378	12	-2680.838558
c013383	32	-2742.716765
c013384	10	-1285.068569
c013385	14	-1861.246998
c013388	34	-3335.415626
c013389	32	-4702.602161
c013392	18	-6560.431879
c013394	14	-3296.641710
c013398	12	-3084.588861
c013400	14	-384.934793
c013405	16	-4806.735161
c013417	12	-2059.723175
c013418	26	-8726.046971
c013419	10	-2167.649197
c013422	30	-4110.256239
c013423	24	-5632.214447
c013424	18	-3268.884270
c013427	10	-2536.941469
c013429	24	-3959.107327
c013430	22	-2676.805046
c013433	10	-3035.384325
c013436	12	-3789.585114
c013438	10	-3088.297631
c013439	12	-3829.567290
c013440	20	-4500.198184
c013444	10	-2579.240860
c013445	20	-4051.930303
c013447m	20	-4603.328611
c013447p	28	-2744.534766
c013448	10	-1447.908455
c013449	16	-4968.450252
c013454	18	-2667.120689
c013461	10	-3786.399716
c013463	34	-2554.750631
c013464	28	-3759.869860
c013465	14	-1219.418338
c013466	24	-1108.878937
c013468	26	-5652.951931
c013470	22	-5017.868273
c013471	14	-1022.211874
c013472	24	-4947.486860
c013475	24	-4311.986247
c013477	22	-4764.826747
c013478	22	-4572.807149
c013480	12	-4569.043192
c013490	20	-6238.310171
c013491	14	-2204.863206
c013496	22	-1966.555583
c013497	32	-7373.245508
c013498	18	-3396.828297
c013500	16	-3188.408760
c013503	34	-5677.336764
c013506	10	-3637.128062
c013507	24	-5231.569774
c013508	24	-2559.183879
c013510	10	-3295.253128
c013514	14	-2972.903993
c013515	34	-6485.738070
c013521	36	-2144.893633
c013523	36	-1510.871178
c013524	14	-1819.210438
c013526	12	-1236.691809
c013527	18	-4217.958845
c013528	40	-3341.642496
c013530	14	-4513.235752
c013532	38	-3460.551356
c013533	12	-3316.583252
c013534	12	-3349.713996
c013538	10	-1677.368158
c013540	16	-2917.934281
c013548	12	-3449.770503
c013551	14	-2594.252928
c013554	28	-3494.621497
c013563	22	-1931.169595
c013566	30	-4914.032937
c013567	10	-3662.306040
c013568	12	-4324.682381
c013574	16	-3735.018884
c013575	38	-1303.240010
c013576	32	-5026.283529
c013578	16	-4246.545400
c013582	32	-1791.303374
c013585	16	-2951.388787
c013586	30	-4192.861392
c013588	20	-2851.123935
c013590	10	-2502.698966
c013592	22	-4511.018219
c013593	26	-9580.637486
c013596	18	-2475.821279
c013599	28	-3919.029209
c013602	16	-2114.461248
c013605	22	-3533.356374
c013607m	16	-1039.474668
c013607p	34	-3718.474187
c013608	12	-5033.828262
c013609	12	-3134.534223
c013618	18	-4535.393359
c013619	10	-943.232593
c013621	28	-5856.510117
c013626	18	-1355.435613
c013628	28	-4524.508018
c013633	28	-2247.884807
c013640	30	-3460.535418
c013641	22	-5023.690158
c013644	28	-5103.374290
c013647	12	-5285.209876
c013649m	22	-2165.242629
c013650	18	-3847.308250
c013655	10	-2802.074173
c013656	16	-2610.100066
c013658	16	-5058.321842
c013660	12	-1167.237304
c013661	22	-4341.046181
c013663	20	-5895.901140
c013667	30	-6368.661271
c013669	16	-3199.827286
c013670	34	-3495.473673
c013674	18	-3201.382751
c013677p	10	-1828.283831
c013678p	18	-2291.765715
c013679	10	-3925.342473
c013682	12	-1209.995187
c013683	18	-6004.450743
c013688	14	-5468.177440
c013689	36	-699.378152
c013690m	18	-3228.294943
c013690p	24	-1247.900518
c013691	24	-4659.663502
c013699	18	-6595.871095
c013700	12	-3407.938834
c013701	24	-5093.736268
c013703	14	-5420.902934
c013710	12	-634.231609
c013711	22	-3799.492972
c013712	18	-2958.209631
c013715	10	-2279.708808
c013716	14	-3405.352385
c013717	28	-2313.628695
c013724	26	-7049.584047
c013727	16	-3837.384329
c013728	12	-1559.355098
c013730	12	-2157.657660
c013731	16	-2202.713746
c013732	14	-4718.141067
c013733	32	-5573.050885
c013740	30	-4444.041558
c013742	26	-2030.308113
c013745	10	-4124.566317
c013748	34	-4297.191418
c013751	24	-3335.633997
c013752	12	-2412.674211
c013753	12	-2158.187547
c013757	10	-1195.158852
c013760	10	-1573.748702
c013764	22	-6717.744902
c013773	28	-3450.007845
c013775	24	-3514.316875
c013783	30	-3073.600156
c013784	10	-4052.661137
c013788	22	-4095.318795
c013789	22	-2181.341534
c013790	24	-5052.288356
c013792	14	-5204.249713
c013795p	34	-1071.107179
c013796	26	-2996.145410
c013807	16	-3989.194266
c013811	22	-3088.704171
c013815	12	-1041.281711
c013816m	34	-2360.561086
c013816p	30	-2913.839621
c013817	14	-5214.797526
c013823	18	-2695.821299
c013825	18	-3285.465473
c013829	12	-2689.519587
c013831	20	-5373.702509
c013833	26	-961.896917
c013834	12	-4112.785913
c013838m	26	-1126.627142
c013838p	10	-517.798260
c013839	18	-2480.730246
c013840	18	-1437.215168
c013842	12	-3307.537442
c013844	12	-3822.134220
c013845	20	-4664.203607
c013851	16	-5121.132209
c013853	26	-5499.482473
c013854	22	-3797.069935
c013855	16	-3021.965926
c013857	32	-1696.967810
c013858	14	-3618.268429
c013860	20	-2731.269561
c013862	10	-3440.675673
c013864	12	-1676.748416
c013865	22	-6202.648104
c013867	14	-3997.240604
c013868	10	-4426.394297
c013870	30	-2218.795337
c013874	14	-4384.942975
c013875	10	-3294.629409
c013876	22	-2049.814112
c013879	16	-4334.169303
c013880	20	-3728.210653
c013882	20	-3457.278021
c013883	28	-3494.596425
c013889	20	-5245.041168
c013890	12	-1159.744457
c013895	22	-1719.820728
c013897	26	-2010.425567
c013900	16	-1594.476283
c013903	24	-3364.276906
c013905	12	-1886.754950
c013910	16	-4140.530913
c013913	12	-4707.719958
c013914	20	-3453.862834
c013920	14	-1544.087450
c013923	16	-4420.709766
c013925	20	-1665.484161
c013926	16	-1602.980011
c013927	20	-4320.235075
c013928	14	-3850.721691
c013933	32	-3032.862963
c013939	16	-2018.140494
c013941	20	-5458.539291
c013948	18	-2281.046792
c013949	28	-1222.513719
c013953	14	-5390.058597
c013955	12	-1718.937722
c013956	12	-2598.854371
c013962	16	-1514.164291
c013964	24	-2771.157450
c013965	16	-5086.258542
c013967	18	-3909.644801
c013969	26	-3484.866938
c013970	14	-3433.249247
c013972	24	-4155.718446
c013975	14	-3325.110585
c013978	22	-3290.385084
c013979	36	-1870.358399
c013982	30	-4068.863369
c013987	16	-1656.440046
c013989	20	-866.736189
c013990	12	-2126.240168
c014001	24	-635.201645
c014006	32	-3566.707108
c014008	12	-812.936137
c014011	22	-4037.979320
c014014	20	-2794.907096
c014021	20	-3507.541848
c014024	36	-1266.185287
c014025	32	-1935.222424
c014026	22	-2332.598664
c014030	16	-3287.667726
c014031	16	-2759.034264
c014033	30	-6007.677856
c014034	18	-2264.809584
c014039	28	-4139.909678
c014041	18	-1442.836260
c014046	14	-3563.222406
c014048	34	-6136.294970
c014049	26	-2562.869137
c014051	16	-5589.816932
c014053	24	-4098.381263
c014058	30	-5649.741619
c014059	16	-2697.414021
c014060	14	-2829.426683
c014062	30	-3298.007729
c014063	24	-4336.658993
c014065	12	-2278.725336
c014066	20	-3605.186006
c014067	30	-4954.092758
c014071	18	-3658.064220
c014073	16	-5334.600717
c014074	14	-4877.686766
c014076	24	-5608.647896
c014091	10	-1778.458470
c014093	20	-2731.691403
c014097	28	-3387.986399
c014104	16	-2023.471123
c014108	30	-3854.786144
c014111	16	-6361.350291
c014112	24	-3484.974706
c014119	16	-1968.421922
c014120	20	-4327.371127
c014122	26	-4955.660479
c014123	14	-3334.866252
c014125	16	-3175.597593
c014128	10	-1292.301859
c014129	18	-3928.411665
c014131	14	-4279.110295
c014134	22	-2386.515389
c014135	24	-3423.172143
c014138	10	-2734.337301
c014139	20	-3439.412151
c014140	10	-3082.694960
c014142	14	-4068.505645
c014144	22	-4895.328130
c014145	34	-4285.837983
c014148	16	-1975.668910
c014152	30	-5768.398538
c014154	14	-3197.796457
c014158	30	-6957.825316
c014159	22	-6450.784371
c014160	18	-4184.509176
c014164	18	-6838.813387
c014165	12	-1439.745159
c014168	14	-1540.292607
c014172	32	-6489.838236
c014173	34	-3405.079495
c014175	18	-5144.900625
c014178	26	-4393.290137
c014184	22	-5684.361810
c014186	18	-5431.864642
c014188	30	-6215.561453
c014189	22	-5028.217171
c014201	20	-824.981142
c014210	16	-1224.772718
c014217	10	-2281.581454
c014219	14	-1456.093184
c014220	16	-1681.808655
c014222	24	-6001.512423
c014226	12	-3433.776238
c014227	26	-1899.437827
c014228	18	-3287.899771
c014229	10	-1918.717276
c014230	22	-5359.876849
c014232	20	-3908.937659
c014235	14	-1617.045328
c014237	20	-1927.515966
c014238	14	-2132.394374
c014239	26	-4448.537004
c014241	18	-4682.735644
c014245	16	-1935.660505
c014248	34	-1715.194998
c014250	16	-780.171533
c014251	12	-2349.840975
c014253	24	-6349.948224
c014259	28	-6758.462730
c014260	24	-4191.968581
c014261	18	-5167.012558
c014265	28	-2332.452926
c014272	14	-2515.008571
c014274	14	-5893.371043
c014275	26	-3137.412807
c014277	32	-877.135018
c014282	28	-2366.026988
c014283	24	-2368.391664
c014287	10	-735.054348
c014290	10	-2890.637078
c014291m	30	-1866.056369
c014291p	24	-2790.291261
c014292	14	-4618.925941
c014295	34	-2048.078451
c014296	12	-2588.642276
c014299	34	-3097.152647
c014308	34	-1005.400017
c014310	20	-3859.093446
c014316	20	-3903.844135
c014317	16	-2539.995716
c014318	14	-3679.186588
c014323	26	-3721.210671
c014331	18	-5189.170191
c014332	14	-4092.933472
c014334	16	-2894.979870
c014336	18	-3076.940477
c014338m	18	-1541.662416
c014342	16	-6480.144714
c014343	24	-4637.625888
c014345	22	-4631.362238
c014347	30	-6831.931689
c014348	16	-3620.814768
c014358	16	-3464.533478
c014361	12	-608.520636
c014363	18	-4400.040716
c014364	32	-4460.604774
c014367	36	-1793.458577
c014369	10	-1342.159870
c014371	16	-2133.378496
c014374	16	-3747.681089
c014377	26	-4262.433883
c014384	20	-5528.327347
c014385	20	-2698.776513
c014392	24	-2305.100904
c014393	10	-2875.313896
c014396	16	-2777.196850
c014397	12	-2271.595337
c014398	28	-2803.437361
c014399	10	-483.994155
c014405	12	-2138.211994
c014406	14	-1550.535977
c014409	18	-4621.621282
c014410	14	-834.834304
c014411	26	-2686.277520
c014413	10	-1247.810416
c014415	14	-1276.043145
c014422	18	-5344.341384
c014423	12	-3519.557776
c014425	10	-1143.310425
c014432	24	-1296.136858
c014433	28	-3642.129014
c014437m	16	-2933.120223
c014442	12	-4696.119660
c014445	16	-4594.423506
c014448	24	-3181.511628
c014457	12	-2719.906352
c014458	10	-1184.105614
c014459	12	-4465.507953
c014464	26	-3635.783044
c014466	36	-2525.266161
c014470	12	-1752.277838
c014471	22	-3580.774985
c014474	18	-3170.461128
c014477	14	-1890.362626
c014482	20	-3034.949944
c014488	14	-3446.380498
c014491	16	-2515.606066
c014496	20	-4908.759689
c014497	10	-2277.850426
c014499	18	-2742.629673
c014505	16	-4639.447584
c014506	12	-6023.426412
c014508	20	-3042.679988
c014511	12	-1398.104299
c014517	28	-5458.338819
c014521	38	-1840.393250
c014524	14	-3628.101824
c014526	12	-940.793309
c014531	34	-1865.072935
c014532	20	-5421.017114
c014533	32	-4395.420252
c014538	20	-2417.516230
c014541	20	-2469.073733
c014544	30	-4605.236998
c014548	16	-4192.055270
c014549	12	-3026.857138
c014550	24	-6019.204651
c014551	28	-3051.601432
c014553	10	-976.340066
c014554	26	-3751.591012
c014559	22	-1987.820204
c014561	24	-3064.469231
c014562m	32	-3094.745856
c014567	20	-5724.424856
c014574	28	-3083.971351
c014575	26	-5452.020501
c014576	14	-902.158532
c014577	16	-2510.233009
c014578	22	-3466.698671
c014580	20	-6309.373396
c014582	14	-3087.742944
c014584	30	-4136.511039
c014585	24	-6431.915815
c014587	12	-2600.874606
c014588	18	-5355.779858
c014592	12	-1626.496105
c014593	38	-2451.117947
c014595	14	-1608.146624
c014599	12	-2811.663642
c014613	22	-9410.339986
c014614	26	-2334.218491
c014615	22	-1516.581567
c014620	16	-1815.040805
c014623	10	-2405.960873
c014627	16	-3795.082335
c014628	14	-3974.639398
c014630	34	-1991.081370
c014633	22	-2299.405983
c014635	24	-1990.515115
c014637	16	-1148.363272
c014638	24	-4617.082372
c014639	38	-4182.460806
c014640	20	-2256.109275
c014641	16	-2015.192496
c014643	38	-1900.622795
c014646	24	-1233.631993
c014647	24	-2512.640756
c014649	16	-1555.300812
c014650	14	-4379.205580
c014658	14	-2271.575841
c014659	24	-2681.840994
c014660	12	-4052.891325
c014664	10	-1949.418287
c014670	12	-4666.384639
c014672	22	-3544.673024
c014674	10	-1964.876956
c014675	24	-5722.307824
