title                    	CAI	CBI	Fop	
c001180m                 	0.769	0.088	0.498	
c039586                  	0.773	0.097	0.509	
c042787                  	0.816	0.184	0.538	
c034209                  	0.806	0.211	0.558	
c044671                  	0.742	0.223	0.546	
c017840                  	0.743	-0.201	0.342	
c025181                  	0.741	0.127	0.509	
c017846                  	0.715	0.061	0.466	
c052763                  	0.704	-0.124	0.354	
c022979                  	0.887	-0.180	0.368	
c022971                  	0.807	0.200	0.542	
c022975                  	0.699	-0.210	0.310	
c022977                  	0.768	0.146	0.535	
c011904                  	0.728	-0.057	0.404	
c054724                  	0.781	0.010	0.448	
c054721                  	0.721	-0.120	0.417	
c005136                  	0.751	0.052	0.467	
c007222                  	0.770	0.177	0.534	
c052892                  	0.789	0.301	0.622	
c037470                  	0.777	0.132	0.507	
c039325                  	0.671	0.132	0.491	
c039327                  	0.698	0.012	0.459	
c035831                  	0.682	0.086	0.486	
c035837                  	0.804	0.122	0.515	
c003835                  	0.783	0.171	0.537	
c015355                  	0.753	0.183	0.527	
c015350                  	0.760	0.060	0.468	
c015358                  	0.783	0.135	0.513	
c043164                  	0.773	0.232	0.556	
c049144                  	0.729	-0.044	0.391	
c011449                  	0.778	0.141	0.523	
c008652m                 	0.787	0.204	0.555	
c010730p                 	0.741	-0.011	0.395	
c017315                  	0.729	0.075	0.493	
c017317                  	0.743	0.046	0.459	
c002254m                 	0.809	0.245	0.575	
c031135                  	0.757	0.067	0.467	
c031131                  	0.792	0.203	0.563	
c030663                  	0.661	-0.252	0.311	
c038454                  	0.759	0.072	0.469	
c038456                  	0.737	0.076	0.459	
c018974                  	0.761	0.156	0.519	
c037090                  	0.760	0.038	0.468	
c003144                  	0.791	0.276	0.587	
c038183                  	0.788	0.074	0.511	
c002052                  	0.781	0.097	0.483	
c013122                  	0.746	0.049	0.458	
c013672p                 	0.789	0.245	0.576	
c013352                  	0.746	-0.020	0.412	
c013358                  	0.764	0.115	0.510	
c004256m                 	0.812	0.246	0.565	
c013689                  	0.736	0.024	0.448	
c013682                  	0.765	0.168	0.512	
c004073p                 	0.791	-0.006	0.453	
c001708                  	0.752	0.068	0.471	
c001704                  	0.762	0.080	0.479	
c001707                  	0.744	-0.033	0.417	
c006258                  	0.782	0.086	0.494	
c006256                  	0.762	0.013	0.448	
c006252                  	0.792	0.133	0.500	
c006250                  	0.768	0.162	0.514	
c003012                  	0.809	0.249	0.571	
c003010                  	0.731	0.090	0.470	
c003017                  	0.772	0.195	0.548	
c003015                  	0.744	0.085	0.493	
c034986                  	0.720	-0.010	0.440	
c008972                  	0.798	0.199	0.552	
c007702                  	0.729	0.019	0.424	
c007700                  	0.750	-0.021	0.429	
c008978                  	0.755	0.110	0.501	
c007704                  	0.786	0.141	0.513	
c012481                  	0.740	-0.052	0.423	
c012487                  	0.791	0.198	0.546	
c012485                  	0.802	0.178	0.547	
c012489                  	0.786	0.055	0.489	
c029836                  	0.697	0.060	0.452	
c021140                  	0.772	0.279	0.605	
c012153                  	0.786	0.169	0.541	
c012155                  	0.799	0.219	0.555	
c047655                  	0.712	0.020	0.421	
c024911                  	0.765	0.064	0.480	
c024913                  	0.759	-0.024	0.471	
c024919                  	0.757	0.041	0.473	
c008399                  	0.762	0.094	0.484	
c001513p                 	0.739	0.073	0.453	
c008392                  	0.739	0.182	0.516	
c004783                  	0.769	0.147	0.517	
c004782                  	0.745	-0.052	0.411	
c000540                  	0.741	0.119	0.479	
c000542                  	0.791	0.189	0.544	
c000549                  	0.738	0.056	0.468	
c022514                  	0.790	0.137	0.515	
c027770                  	0.786	0.218	0.544	
c031850                  	0.797	0.160	0.535	
c031856                  	0.806	0.113	0.511	
c031854                  	0.799	0.282	0.593	
c002824                  	0.732	0.016	0.448	
c002827                  	0.730	0.038	0.415	
c002821                  	0.785	0.127	0.501	
c019165                  	0.802	0.190	0.549	
c049465                  	0.797	0.161	0.537	
c018210                  	0.736	0.040	0.472	
c018213                  	0.736	0.006	0.462	
c018216                  	0.835	0.130	0.500	
c005414                  	0.687	-0.106	0.367	
c005416                  	0.763	0.142	0.527	
c031743                  	0.757	0.103	0.495	
c005412                  	0.781	0.146	0.525	
c005418                  	0.775	0.115	0.527	
c036535                  	0.765	0.122	0.500	
c036537                  	0.743	0.089	0.485	
c035048                  	0.755	0.095	0.500	
c031276                  	0.754	-0.031	0.428	
c031274                  	0.721	0.161	0.505	
c028943                  	0.713	-0.032	0.424	
c028948                  	0.791	0.097	0.496	
c033778                  	0.790	0.148	0.510	
c009918                  	0.751	-0.018	0.437	
c009910                  	0.769	0.070	0.472	
c009912                  	0.760	0.080	0.467	
c009914                  	0.716	0.015	0.421	
c013613p                 	0.748	-0.010	0.431	
c004684m                 	0.807	0.274	0.585	
c030897                  	0.770	0.185	0.558	
c004897                  	0.782	0.206	0.533	
c004895                  	0.813	0.182	0.531	
c004499m                 	0.790	0.238	0.588	
c004890                  	0.758	0.077	0.473	
c012340                  	0.745	0.020	0.457	
c004898                  	0.753	0.038	0.451	
c033698                  	0.770	0.036	0.475	
c007387                  	0.754	0.056	0.446	
c011547m                 	0.814	0.204	0.556	
c011547p                 	0.788	0.078	0.479	
c012346                  	0.731	-0.010	0.421	
c021976                  	0.734	-0.004	0.421	
c021972                  	0.769	0.127	0.512	
c021979                  	0.821	0.258	0.586	
c005784                  	0.747	-0.051	0.421	
c005785                  	0.801	0.171	0.535	
c025270                  	0.799	0.060	0.490	
c005786                  	0.759	0.047	0.455	
c034395                  	0.762	0.064	0.484	
c034393                  	0.728	0.025	0.438	
c023530                  	0.770	0.082	0.487	
c001008m                 	0.778	0.139	0.516	
c021481                  	0.777	0.134	0.507	
c011139                  	0.807	0.157	0.531	
c011134                  	0.726	-0.042	0.419	
c011130                  	0.774	0.158	0.526	
c019565                  	0.801	0.124	0.532	
c017447                  	0.797	0.161	0.521	
c017441                  	0.715	-0.042	0.420	
c017449                  	0.729	-0.039	0.407	
c012224                  	0.772	0.176	0.533	
c001306p                 	0.778	0.187	0.556	
c001306m                 	0.824	0.210	0.559	
c050289                  	0.696	0.565	0.750	
c027301                  	0.804	0.213	0.573	
c027303                  	0.744	-0.058	0.427	
c012221                  	0.758	0.041	0.461	
c000108                  	0.729	-0.046	0.407	
c012220                  	0.775	0.117	0.487	
c014325                  	0.770	0.156	0.544	
c006997                  	0.783	0.030	0.456	
c041150                  	0.671	-0.190	0.314	
c053882                  	0.693	0.126	0.484	
c051773                  	0.696	0.037	0.446	
c050420                  	0.768	0.175	0.545	
c014418                  	0.722	0.023	0.445	
c014416                  	0.779	0.119	0.499	
c014412                  	0.766	0.193	0.538	
c014410                  	0.763	0.101	0.500	
c053735                  	0.718	0.200	0.540	
c046633                  	0.720	0.099	0.479	
c046511                  	0.729	0.058	0.452	
c039911                  	0.741	0.024	0.436	
c043743                  	0.822	0.026	0.468	
c020161                  	0.790	0.101	0.498	
c020163                  	0.779	0.161	0.522	
c002712                  	0.790	0.125	0.511	
c046515                  	0.743	0.125	0.511	
c002811p                 	0.781	0.093	0.493	
c011957                  	0.749	0.061	0.468	
c011951                  	0.809	0.165	0.530	
c011953                  	0.723	0.013	0.426	
c007273                  	0.771	-0.013	0.431	
c012318                  	0.730	0.072	0.458	
c007277                  	0.753	0.045	0.450	
c016782                  	0.751	0.036	0.457	
c012317                  	0.775	0.229	0.563	
c046247                  	0.680	-0.080	0.405	
c046241                  	0.773	0.110	0.491	
c002431p                 	0.812	0.227	0.556	
c023107                  	0.766	0.076	0.490	
c047118                  	0.768	0.009	0.467	
c021218                  	0.805	0.263	0.572	
c021210                  	0.757	-0.003	0.424	
c021214                  	0.744	0.146	0.520	
c021216                  	0.774	0.001	0.441	
c025119                  	0.785	0.070	0.477	
c022320                  	0.784	0.049	0.455	
c022322                  	0.646	-0.176	0.320	
c046865                  	0.726	-0.062	0.400	
c005630                  	0.749	0.000	0.431	
c048130                  	0.743	0.033	0.461	
c019363                  	0.778	0.046	0.464	
c019367                  	0.783	0.192	0.540	
c019365                  	0.761	0.047	0.469	
c049663                  	0.759	0.121	0.516	
c014093                  	0.769	0.097	0.475	
c041455                  	0.727	-0.025	0.434	
c041458                  	0.779	0.204	0.571	
c044109                  	0.798	0.235	0.576	
c014094                  	0.745	0.181	0.532	
c016327                  	0.784	0.213	0.543	
c016325                  	0.684	-0.170	0.321	
c016321                  	0.755	0.179	0.543	
c002119p                 	0.809	0.125	0.514	
c016328                  	0.830	0.144	0.529	
c044108                  	0.697	-0.025	0.431	
c000153                  	0.754	0.060	0.468	
c000156                  	0.758	0.099	0.479	
c000154                  	0.765	0.094	0.480	
c039286                  	0.724	-0.002	0.442	
c019985                  	0.732	0.088	0.488	
c019983                  	0.765	0.047	0.473	
c019981                  	0.832	0.191	0.537	
c010780                  	0.803	0.139	0.517	
c037624                  	0.773	0.100	0.500	
c031707                  	0.724	0.035	0.453	
c031709                  	0.757	0.105	0.486	
c000538m                 	0.757	0.081	0.486	
c005920                  	0.789	0.243	0.567	
c005922                  	0.750	0.085	0.483	
c005925                  	0.694	0.086	0.472	
c005929                  	0.772	0.101	0.500	
c002609m                 	0.778	0.082	0.501	
c032014                  	0.747	-0.132	0.398	
c005864m                 	0.716	0.099	0.497	
c005864p                 	0.742	0.042	0.439	
c024300                  	0.712	0.036	0.417	
c038626                  	0.742	0.081	0.513	
c038624                  	0.806	0.267	0.588	
c007326p                 	0.775	0.111	0.504	
c018692                  	0.778	0.202	0.556	
c033532                  	0.705	0.049	0.443	
c002578                  	0.731	-0.015	0.434	
c033536                  	0.760	-0.045	0.419	
c002572                  	0.775	0.149	0.520	
c002570                  	0.742	0.244	0.583	
c002577                  	0.789	0.197	0.548	
c006668                  	0.678	0.021	0.437	
c006666                  	0.737	-0.012	0.439	
c006665                  	0.788	0.178	0.544	
c028087                  	0.800	0.126	0.516	
c028081                  	0.771	0.141	0.533	
c013128                  	0.749	0.071	0.473	
c028089                  	0.763	-0.011	0.450	
c020300                  	0.748	0.118	0.492	
c048856                  	0.715	0.019	0.414	
c003199                  	0.783	0.178	0.519	
c003197                  	0.764	0.070	0.485	
c003193                  	0.821	0.244	0.580	
c003191                  	0.742	0.043	0.463	
c033394                  	0.783	0.208	0.564	
c033393                  	0.752	0.148	0.519	
c032668                  	0.825	0.208	0.576	
c032664                  	0.795	0.162	0.540	
c032666                  	0.743	-0.066	0.400	
c032663                  	0.751	0.091	0.515	
c003624                  	0.779	0.154	0.519	
c003626                  	0.780	0.128	0.501	
c003620                  	0.780	0.189	0.548	
c018458m                 	0.754	0.000	0.445	
c007535                  	0.811	0.183	0.534	
c007536                  	0.810	0.092	0.503	
c018458p                 	0.754	0.000	0.445	
c007538                  	0.748	0.098	0.487	
c004418                  	0.753	0.036	0.459	
c004246                  	0.771	0.059	0.475	
c004244                  	0.738	0.047	0.460	
c004242                  	0.723	0.063	0.473	
c024897                  	0.764	-0.099	0.383	
c015062                  	0.756	0.064	0.459	
c023049                  	0.716	-0.109	0.374	
c015063                  	0.709	0.190	0.549	
c029027                  	0.801	0.259	0.580	
c029025                  	0.725	0.127	0.489	
c029023                  	0.747	0.141	0.510	
c015065                  	0.772	0.213	0.545	
c015068                  	0.757	0.225	0.571	
c003662                  	0.764	0.159	0.506	
c000851p                 	0.789	0.106	0.503	
c043474                  	0.846	0.310	0.600	
c005598                  	0.768	0.128	0.522	
c009078                  	0.781	0.054	0.479	
c005591                  	0.757	0.086	0.487	
c005593                  	0.706	-0.112	0.357	
c005595                  	0.735	-0.010	0.446	
c005597                  	0.755	0.128	0.510	
c008783                  	0.772	0.139	0.516	
c011543                  	0.728	0.223	0.528	
c002835m                 	0.786	0.101	0.520	
c008785                  	0.789	0.198	0.545	
c025856                  	0.776	0.274	0.596	
c025854                  	0.794	0.156	0.527	
c012872                  	0.808	0.103	0.511	
c025850                  	0.750	0.055	0.461	
c010160                  	0.795	0.170	0.532	
c025858                  	0.695	-0.149	0.357	
c012654                  	0.670	-0.092	0.395	
c012652                  	0.702	-0.018	0.435	
c051801                  	0.803	0.294	0.595	
c051807                  	0.743	0.155	0.527	
c051805                  	0.752	-0.101	0.345	
c022973                  	0.773	0.019	0.478	
c010168                  	0.768	0.135	0.520	
c010169                  	0.703	-0.033	0.413	
c020362                  	0.743	0.083	0.489	
c030915                  	0.819	0.246	0.565	
c030917                  	0.826	0.188	0.544	
c030913                  	0.779	0.159	0.533	
c016711                  	0.735	0.118	0.514	
c030933                  	0.795	0.042	0.457	
c015124                  	0.700	-0.179	0.329	
c048239                  	0.726	0.124	0.495	
c020989                  	0.748	0.037	0.458	
c020987                  	0.758	0.019	0.471	
c020985                  	0.798	0.155	0.510	
c020983                  	0.781	0.083	0.503	
c020980                  	0.787	0.107	0.513	
c015126                  	0.732	-0.017	0.410	
c024069                  	0.835	0.029	0.468	
c024061                  	0.793	0.171	0.534	
c024065                  	0.738	-0.137	0.390	
c024067                  	0.764	0.102	0.502	
c015128                  	0.794	0.195	0.544	
c022052                  	0.707	-0.043	0.414	
c022056                  	0.739	0.222	0.561	
c022054                  	0.760	0.013	0.456	
c023986                  	0.786	0.094	0.486	
c023982                  	0.786	0.146	0.522	
c016520                  	0.758	0.026	0.458	
c016524                  	0.729	0.058	0.469	
c016526                  	0.813	0.272	0.580	
c036371                  	0.692	0.031	0.441	
c036370                  	0.780	-0.009	0.449	
c014279                  	0.800	0.204	0.561	
c006071p                 	0.816	0.179	0.554	
c014275                  	0.690	-0.082	0.382	
c044111                  	0.735	-0.051	0.427	
c010968                  	0.773	0.141	0.521	
c010966                  	0.741	0.152	0.520	
c010965                  	0.690	-0.112	0.384	
c010963                  	0.716	-0.127	0.371	
c004951p                 	0.792	0.241	0.566	
c016696                  	0.782	0.158	0.533	
c016694                  	0.743	-0.113	0.386	
c016692                  	0.768	0.027	0.467	
c016690                  	0.833	0.224	0.587	
c009674                  	0.790	0.256	0.590	
c010696                  	0.780	0.127	0.509	
c010690                  	0.762	0.060	0.487	
c010692                  	0.792	0.138	0.523	
c010698                  	0.775	0.081	0.485	
c043866                  	0.789	0.326	0.603	
c001712m                 	0.753	0.038	0.478	
c001712p                 	0.793	0.095	0.507	
c011348                  	0.733	-0.002	0.430	
c011343                  	0.731	-0.037	0.409	
c011345                  	0.733	0.035	0.440	
c011347                  	0.786	0.194	0.549	
c010038                  	0.726	-0.047	0.423	
c027209                  	0.715	-0.085	0.383	
c010030                  	0.765	0.110	0.523	
c010032                  	0.809	0.210	0.553	
c010034                  	0.731	0.039	0.474	
c010037                  	0.753	0.010	0.442	
c045392                  	0.750	-0.032	0.412	
c045390                  	0.780	0.043	0.468	
c015641                  	0.783	0.121	0.513	
c040911                  	0.764	0.106	0.506	
c015647                  	0.770	0.051	0.471	
c040919                  	0.754	-0.072	0.395	
c027200                  	0.757	-0.090	0.406	
c009669                  	0.751	-0.055	0.419	
c002484m                 	0.764	0.135	0.519	
c009668                  	0.722	-0.010	0.440	
c027579                  	0.720	-0.004	0.417	
c036970                  	0.725	0.140	0.524	
c036974                  	0.709	0.020	0.443	
c021301p                 	0.780	0.096	0.484	
c021301m                 	0.788	0.228	0.581	
c009676                  	0.789	0.227	0.569	
c006060                  	0.810	0.126	0.528	
c006062                  	0.767	0.078	0.489	
c006069                  	0.722	0.123	0.492	
c014592                  	0.834	0.254	0.580	
c014597                  	0.759	-0.036	0.425	
c014594                  	0.729	0.109	0.500	
c014598                  	0.765	0.089	0.490	
c000732                  	0.744	0.084	0.477	
c000730                  	0.776	0.126	0.491	
c000736                  	0.747	0.040	0.463	
c000739                  	0.760	0.114	0.485	
c013917                  	0.763	0.064	0.482	
c007336                  	0.801	0.118	0.504	
c007334                  	0.746	0.073	0.467	
c007332                  	0.761	0.092	0.499	
c008509                  	0.768	0.112	0.498	
c024095                  	0.761	0.091	0.508	
c007338                  	0.766	0.058	0.468	
c001865                  	0.732	0.075	0.467	
c001867                  	0.749	-0.007	0.444	
c019280                  	0.706	0.082	0.486	
c019282                  	0.819	0.225	0.571	
c040284                  	0.723	-0.081	0.397	
c007088                  	0.741	-0.005	0.441	
c007086                  	0.736	0.002	0.438	
c007082                  	0.812	0.160	0.535	
c045630                  	0.655	-0.053	0.417	
c048700                  	0.838	0.091	0.493	
c006713                  	0.790	0.131	0.499	
c003504                  	0.736	0.106	0.510	
c003506                  	0.713	0.077	0.439	
c003502                  	0.783	0.103	0.510	
c003508                  	0.780	0.090	0.485	
c018483                  	0.759	0.113	0.508	
c014009                  	0.777	0.161	0.523	
c018487                  	0.757	0.007	0.442	
c018489                  	0.778	0.198	0.548	
c000757p                 	0.791	0.179	0.521	
c000757m                 	0.755	0.105	0.467	
c033809                  	0.761	0.183	0.536	
c033804                  	0.712	-0.025	0.426	
c003936p                 	0.790	0.123	0.519	
c037587                  	0.794	0.135	0.527	
c037585                  	0.723	0.146	0.529	
c037583                  	0.797	0.089	0.450	
c037581                  	0.746	0.112	0.485	
c003936m                 	0.806	0.270	0.598	
c008770                  	0.730	0.074	0.447	
c044682                  	0.824	0.307	0.618	
c004998                  	0.718	0.015	0.444	
c044681                  	0.764	0.053	0.477	
c004992                  	0.755	-0.019	0.443	
c004991                  	0.793	0.164	0.532	
c004997                  	0.745	-0.042	0.427	
c004995                  	0.753	-0.008	0.444	
c006849                  	0.807	0.282	0.586	
c006843                  	0.768	0.129	0.512	
c006846                  	0.784	0.064	0.481	
c006844                  	0.764	0.066	0.460	
c000055                  	0.732	-0.025	0.423	
c000051                  	0.756	0.111	0.492	
c000059                  	0.756	0.023	0.455	
c046938                  	0.763	-0.054	0.409	
c028519                  	0.773	0.009	0.468	
c028511                  	0.772	0.272	0.592	
c028513                  	0.744	0.011	0.443	
c035981                  	0.770	0.099	0.489	
c035988                  	0.710	0.100	0.455	
c016108                  	0.807	0.170	0.538	
c031518                  	0.746	-0.079	0.362	
c035450                  	0.775	0.008	0.474	
c035456                  	0.707	0.068	0.452	
c042226                  	0.745	0.076	0.488	
c034125                  	0.748	-0.083	0.356	
c034127                  	0.694	-0.032	0.398	
c034122                  	0.786	0.120	0.507	
c029649                  	0.764	-0.123	0.368	
c001016                  	0.705	0.283	0.558	
c001010                  	0.757	0.070	0.476	
c013540                  	0.789	0.237	0.569	
c013545                  	0.817	0.214	0.562	
c028095                  	0.733	-0.006	0.426	
c013547                  	0.744	0.012	0.466	
c013546                  	0.719	-0.041	0.415	
c024511                  	0.693	-0.287	0.273	
c024517                  	0.708	-0.041	0.405	
c013548                  	0.742	0.034	0.456	
c026919                  	0.749	0.150	0.533	
c026917                  	0.759	0.163	0.533	
c026915                  	0.783	0.164	0.543	
c026913                  	0.749	-0.123	0.389	
c033474                  	0.794	0.191	0.559	
c033472                  	0.767	0.120	0.500	
c053452                  	0.780	0.132	0.517	
c002432                  	0.719	-0.007	0.427	
c002430                  	0.716	0.061	0.461	
c006549                  	0.743	0.026	0.462	
c006545                  	0.783	0.237	0.560	
c006542                  	0.788	0.077	0.481	
c006540                  	0.794	0.212	0.563	
c008669                  	0.756	0.063	0.486	
c034875                  	0.711	-0.081	0.378	
c034873                  	0.746	0.035	0.455	
c008662                  	0.771	0.039	0.463	
c008665                  	0.791	0.313	0.598	
c034879                  	0.709	0.033	0.444	
c029829                  	0.795	0.471	0.700	
c051248                  	0.748	0.083	0.476	
c004432p                 	0.768	0.076	0.481	
c022618                  	0.741	-0.418	0.235	
c035214                  	0.777	0.273	0.573	
c011425                  	0.768	0.165	0.543	
c008842                  	0.712	0.005	0.453	
c006410m                 	0.774	0.127	0.497	
c052886                  	0.746	-0.084	0.389	
c052885                  	0.730	-0.045	0.407	
c049912                  	0.766	-0.047	0.419	
c014326                  	0.812	0.200	0.548	
c004785                  	0.763	0.089	0.484	
c004781                  	0.805	0.214	0.564	
c027774                  	0.744	0.019	0.455	
c050659                  	0.729	0.005	0.433	
c004788                  	0.823	0.193	0.548	
c031962                  	0.718	-0.045	0.394	
c031960                  	0.760	0.049	0.435	
c003317m                 	0.800	0.164	0.535	
c007441                  	0.767	0.008	0.446	
c021732                  	0.757	0.200	0.556	
c021730                  	0.779	0.207	0.554	
c021735                  	0.733	0.017	0.400	
c027889                  	0.781	0.125	0.500	
c027880                  	0.662	-0.152	0.296	
c009208                  	0.786	0.117	0.493	
c009205                  	0.765	0.075	0.493	
c009207                  	0.787	0.228	0.557	
c002783p                 	0.761	0.077	0.486	
c021480                  	0.755	0.051	0.462	
c021484                  	0.699	-0.049	0.409	
c014828                  	0.796	0.172	0.541	
c014827                  	0.760	0.176	0.537	
c014825                  	0.774	0.205	0.532	
c035806                  	0.701	0.095	0.478	
c005034                  	0.728	-0.126	0.375	
c005031                  	0.772	0.074	0.472	
c020287                  	0.787	0.200	0.551	
c017573                  	0.754	-0.006	0.448	
c042700                  	0.745	0.000	0.453	
c005084m                 	0.794	0.129	0.520	
c005084p                 	0.822	0.317	0.618	
c008922                  	0.791	0.227	0.541	
c015347                  	0.695	-0.205	0.325	
c003815m                 	0.716	-0.071	0.387	
c004291                  	0.745	0.019	0.450	
c004290                  	0.779	0.138	0.530	
c001729p                 	0.803	0.146	0.523	
c008920                  	0.761	0.069	0.462	
c014291p                 	0.779	0.031	0.462	
c047541                  	0.858	0.322	0.615	
c007826                  	0.740	0.030	0.433	
c015067                  	0.788	0.205	0.569	
c001729m                 	0.801	0.174	0.542	
c043477                  	0.753	0.028	0.468	
c043479                  	0.864	0.245	0.583	
c012873                  	0.748	-0.076	0.410	
c012871                  	0.768	0.152	0.527	
c016005                  	0.720	-0.026	0.431	
c012875                  	0.791	0.098	0.485	
c016712                  	0.722	0.025	0.470	
c016710                  	0.810	0.197	0.546	
c016714                  	0.765	0.042	0.481	
c016719                  	0.786	0.154	0.531	
c043179                  	0.800	0.010	0.415	
c007193                  	0.782	0.044	0.471	
c036746                  	0.721	-0.025	0.427	
c036744                  	0.721	-0.069	0.399	
c044098                  	0.745	0.043	0.476	
c012232                  	0.797	0.062	0.479	
c045947                  	0.722	0.051	0.483	
c045945                  	0.715	-0.106	0.381	
c012236                  	0.772	0.062	0.484	
c012237                  	0.799	0.155	0.528	
c014008                  	0.791	0.104	0.517	
c014005                  	0.798	0.142	0.535	
c014007                  	0.725	-0.010	0.441	
c010719                  	0.719	-0.013	0.421	
c010711                  	0.761	0.123	0.515	
c010713                  	0.769	0.117	0.511	
c010714                  	0.739	0.084	0.481	
c010716                  	0.752	0.087	0.500	
c033288                  	0.741	0.144	0.525	
c035211                  	0.816	0.283	0.618	
c016068m                 	0.806	0.278	0.597	
c014207                  	0.767	0.171	0.547	
c037909                  	0.745	0.023	0.460	
c037904                  	0.712	0.015	0.450	
c014206                  	0.722	-0.031	0.428	
c050116                  	0.763	-0.002	0.451	
c017579                  	0.776	0.091	0.504	
c001259                  	0.733	0.124	0.479	
c001255                  	0.743	0.022	0.452	
c045055                  	0.656	0.034	0.459	
c003324                  	0.782	0.111	0.497	
c003326                  	0.761	0.136	0.512	
c003320                  	0.727	-0.026	0.405	
c003323                  	0.713	-0.138	0.365	
c003328                  	0.728	-0.059	0.400	
c001784                  	0.724	-0.045	0.398	
c000070                  	0.737	-0.020	0.429	
c001780                  	0.741	0.037	0.454	
c001782                  	0.751	0.026	0.439	
c001789                  	0.759	0.062	0.473	
c015832                  	0.784	0.079	0.489	
c015830                  	0.758	0.104	0.490	
c015836                  	0.753	0.026	0.444	
c015834                  	0.726	-0.102	0.405	
c031325                  	0.752	0.062	0.460	
c015838                  	0.792	0.156	0.526	
c003090                  	0.758	0.041	0.484	
c003096                  	0.726	0.032	0.452	
c003094                  	0.798	0.148	0.524	
c007782                  	0.778	0.093	0.496	
c012409                  	0.778	0.044	0.470	
c007786                  	0.797	0.149	0.522	
c007784                  	0.772	0.077	0.470	
c012401                  	0.719	0.001	0.434	
c012407                  	0.733	-0.020	0.430	
c012405                  	0.788	0.103	0.509	
c006789                  	0.804	0.165	0.538	
c006781                  	0.777	0.144	0.521	
c006783                  	0.769	0.147	0.522	
c006785                  	0.772	0.096	0.496	
c006787                  	0.786	0.219	0.552	
c029256                  	0.806	-0.011	0.416	
c038375                  	0.744	-0.085	0.385	
c038377                  	0.838	0.254	0.618	
c038371                  	0.726	0.042	0.457	
c038373                  	0.726	0.091	0.487	
c007788                  	0.739	0.060	0.471	
c007789                  	0.727	0.012	0.449	
c008605                  	0.790	0.210	0.571	
c007166                  	0.757	0.139	0.505	
c007164                  	0.811	0.222	0.576	
c007162                  	0.798	0.156	0.531	
c008318                  	0.833	0.344	0.623	
c007169                  	0.772	0.038	0.469	
c007629                  	0.733	0.126	0.505	
c019652                  	0.785	0.159	0.524	
c019650                  	0.728	0.023	0.443	
c019656                  	0.762	-0.023	0.446	
c013868                  	0.739	0.130	0.502	
c013863                  	0.708	0.072	0.479	
c013861                  	0.740	0.064	0.436	
c013867                  	0.790	0.094	0.485	
c013865                  	0.789	0.170	0.529	
c024020                  	0.752	0.199	0.526	
c037496                  	0.760	0.293	0.589	
c037490                  	0.752	0.056	0.464	
c052205                  	0.772	0.180	0.521	
c037138                  	0.786	0.159	0.512	
c037130                  	0.759	0.016	0.464	
c048515                  	0.728	0.128	0.517	
c040744                  	0.691	-0.008	0.388	
c004548                  	0.793	0.237	0.554	
c040748                  	0.753	0.114	0.486	
c018290                  	0.761	0.040	0.455	
c018292                  	0.770	0.148	0.506	
c018298                  	0.778	-0.012	0.452	
c002224                  	0.749	0.086	0.483	
c032946                  	0.715	-0.031	0.418	
c000677                  	0.745	0.136	0.507	
c000676                  	0.729	0.069	0.459	
c036267                  	0.760	0.151	0.521	
c000670                  	0.741	0.088	0.467	
c045342                  	0.793	0.234	0.568	
c038198                  	0.741	-0.002	0.455	
c009990                  	0.754	-0.020	0.426	
c005233                  	0.745	0.042	0.457	
c005235                  	0.773	0.117	0.506	
c009999                  	0.754	0.063	0.478	
c000678                  	0.741	0.050	0.459	
c019254                  	0.730	-0.058	0.410	
c024491                  	0.773	0.056	0.466	
c004428p                 	0.764	0.107	0.502	
c024762                  	0.695	-0.170	0.347	
c024760                  	0.752	0.098	0.500	
c024764                  	0.683	0.116	0.512	
c034317                  	0.711	0.043	0.447	
c034315                  	0.813	0.291	0.577	
c034313                  	0.738	0.053	0.500	
c034311                  	0.697	-0.193	0.326	
c034319                  	0.747	-0.080	0.400	
c016612                  	0.746	0.119	0.504	
c006767p                 	0.761	0.184	0.551	
c006767m                 	0.710	-0.049	0.415	
c005657                  	0.762	0.129	0.517	
c026893                  	0.746	-0.277	0.286	
c005876                  	0.693	-0.164	0.349	
c022408                  	0.724	-0.006	0.409	
c022404                  	0.777	0.133	0.516	
c022400                  	0.733	0.112	0.510	
c022402                  	0.832	0.192	0.551	
c000663p                 	0.775	0.122	0.504	
c026729                  	0.741	-0.059	0.399	
c026721                  	0.727	0.038	0.468	
c008812                  	0.772	0.142	0.513	
c009315p                 	0.719	0.047	0.445	
c009315m                 	0.770	0.210	0.557	
c033159                  	0.710	-0.097	0.390	
c033151                  	0.672	-0.177	0.345	
c048961                  	0.725	0.128	0.519	
c001357m                 	0.768	0.146	0.521	
c023358                  	0.760	-0.056	0.426	
c023356                  	0.799	0.137	0.522	
c023353                  	0.752	0.031	0.463	
c023351                  	0.802	0.195	0.550	
c010263                  	0.689	0.103	0.500	
c010265                  	0.760	0.077	0.487	
c051408                  	0.778	0.155	0.500	
c051402                  	0.715	-0.121	0.360	
c053808                  	0.771	0.033	0.413	
c027753                  	0.736	0.028	0.443	
c032206                  	0.767	0.128	0.515	
c032204                  	0.650	-0.074	0.380	
c032202                  	0.783	0.156	0.534	
c041226                  	0.669	-0.093	0.386	
c020658                  	0.765	0.116	0.508	
c020653                  	0.784	0.039	0.467	
c020651                  	0.789	0.220	0.563	
c020656                  	0.776	0.180	0.540	
c020654                  	0.711	-0.013	0.432	
