Amillepora_PRO.fas	Adigitifera_PRO.fas	Aelegantissima_PRO.fas	Ahyacinthus_PRO.fas	Apallida_PRO.fas	Apalmata_PRO.fas	Atenuis_PRO.fas	Fscutaria_PRO.fas	Mauretenra_PRO.fas	Mcavernosa_PRO.fas	Mfaveolata_PRO.fas	Nvectensis_PRO.fas	Pastreoides_PRO.fas	Pcarnosus_PRO.fas	Pdaedalea_PRO.fas	Pdamicornis_PRO.fas	Pstrigosa_PRO.fas	Shystrix_PRO.fas	Spistillata_PRO.fas	Ssiderea_PRO.fas
c008548	adi_EST_assem_11822	NA	NA	NA	Contig_13197	NA	comp74781_c0_seq1	NA	comp28514_c1_seq1	NA	NA	NA	NA	NA	bu_91849.1_c24308	NA	comp26095_c0_seq1	NA	comp253437_c0_seq1
c032132	adi_EST_assem_10454	NA	isotig06453	NA	Contig_2038	isotig14325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c018777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unigene9275_Mix_Normal_N	NA	NA	comp29118_c0_seq1	NA	NA	NA
c008093	NA	comp10256_c0_seq1	NA	Locus_127205_Transcript_1/2_Confidence_1.000_Length_2740	Contig_35627	NA	NA	NA	comp37043_c1_seq1	NA	jgi|Nemve1|232331|fgsh_est.C_scaffold_38000008	NA	NA	NA	NA	NA	NA	Spi_isotig01642	comp255042_c0_seq4
c008091	adi_EST_assem_4427	NA	NA	NA	NA	NA	comp7717_c0_seq1	comp11338_c0_seq1	comp9623_c0_seq1	NA	NA	NA	Unigene126293_Mix_Normal_N	NA	NA	NA	comp2217_c0_seq1	Spi_isotig04857	comp257660_c0_seq1
c008094	adi_EST_assem_11796	NA	NA	NA	Contig_19609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c003540	adi_EST_assem_11106	NA	NA	NA	Contig_41840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c032865	adi_EST_assem_15203	NA	isotig28706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c006804	adi_EST_assem_3140	NA	NA	NA	Contig_3694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c000091	NA	NA	NA	NA	NA	NA	comp10436_c0_seq20	NA	comp6651_c0_seq3	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp263078_c0_seq5
c009726	adi_EST_assem_5867	NA	NA	NA	Contig_10839	NA	NA	comp3227_c0_seq15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp250543_c0_seq2
c009729	adi_EST_assem_17754	NA	NA	NA	Contig_11489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c028554	adi_EST_assem_23136	NA	NA	NA	NA	NA	NA	comp87593_c0_seq1	comp83018_c0_seq1	NA	NA	NA	NA	NA	NA	comp7685_c0_seq1	NA	NA	NA
c009363	adi_EST_assem_2884	NA	NA	NA	Contig_18699	NA	comp280_c13_seq692	comp103971_c0_seq1	comp60323_c0_seq1	NA	NA	NA	Unigene37861_Mix_Normal_N	NA	bu_91849.1_c18146	NA	NA	Spi_isotig08292	comp257860_c0_seq4
c030426	NA	NA	NA	NA	NA	isotig16998	NA	comp50285_c0_seq1	comp90637_c0_seq2	NA	NA	NA	NA	c13549_g1_i1	NA	NA	comp23166_c0_seq1	NA	comp243683_c0_seq4
c003555m	adi_EST_assem_18224	NA	NA	NA	NA	NA	comp161883_c0_seq2	comp34707_c0_seq1	comp177891_c0_seq1	NA	NA	NA	Unigene21228_Mix_Normal_N	c7748_g1_i1	NA	comp58216_c0_seq1	NA	NA	comp239432_c0_seq1
c016032	adi_EST_assem_4592	NA	isotig04601	NA	Contig_17227	NA	comp9448_c0_seq1	comp17423_c0_seq1	comp66213_c0_seq1	CCHW1585.b1	NA	NA	NA	NA	NA	comp15104_c0_seq1	comp7215_c0_seq1	Spi_isotig06447	comp247796_c0_seq2
c008962	adi_EST_assem_2564	NA	isotig04315	NA	Contig_12269	isotig09396	comp1422_c0_seq1	NA	NA	NA	NA	isotig04641	NA	c13726_g1_i1	bu_91849.1_c627	comp5071_c0_seq1	NA	NA	comp254625_c0_seq10
c008967	adi_EST_assem_12041	NA	NA	NA	Contig_40195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c010412	adi_EST_assem_1962	NA	NA	NA	Contig_12812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c010415	adi_EST_assem_8753	NA	NA	NA	Contig_321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c010419	adi_EST_assem_16118	comp156866_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c020423	adi_EST_assem_2278	NA	isotig03087	NA	NA	isotig20440	comp35202_c0_seq1	comp37028_c0_seq1	comp32842_c0_seq1	NA	NA	isotig04477	Unigene136535_Mix_Normal_N	c2286_g1_i1	NA	NA	comp7663_c0_seq16	NA	comp240761_c0_seq1
c009244	adi_EST_assem_6710	NA	NA	NA	Contig_12501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c009240	adi_EST_assem_27292	NA	NA	NA	Contig_23328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c004746	adi_EST_assem_5489	NA	NA	NA	Contig_24222	NA	NA	NA	comp5817_c0_seq3	NA	NA	NA	NA	NA	NA	NA	NA	Spi_isotig04979	comp262737_c0_seq1
c004748	adi_EST_assem_7519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp255451_c0_seq1
c021777	adi_EST_assem_27965	NA	NA	NA	NA	isotig16494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c021779	adi_EST_assem_20688	NA	isotig05266	Locus_95116_Transcript_1/1_Confidence_0.000_Length_1715	Contig_13583	isotig11516	comp1812_c0_seq1	NA	comp2155_c0_seq2	NA	jgi|Nemve1|165649|estExt_gwp.C_630009	isotig09562	NA	NA	bu_91849.1_c435	NA	comp5953_c0_seq3	Spi_isotig08877	NA
c008104	adi_EST_assem_12354	NA	NA	NA	Contig_5624	NA	comp26418_c0_seq1	NA	comp43525_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp247280_c0_seq6
c011838	adi_EST_assem_2002	NA	NA	NA	Contig_40971	NA	NA	NA	NA	NA	NA	isotig03556	NA	NA	NA	NA	NA	NA	comp259947_c0_seq2
c014861	adi_EST_assem_1175	NA	NA	NA	NA	NA	NA	NA	comp57995_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c014868	adi_EST_assem_22987	NA	NA	NA	NA	isotig27916	comp280_c13_seq565	NA	comp52749_c0_seq1	CCHW9511.b1	NA	isotig12447	CL5710.Contig1_Mix_Normal_N	c11632_g1_i1	NA	comp27889_c0_seq1	NA	NA	comp249160_c0_seq7
c046677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bu_91849.1_c20134	NA	comp67285_c0_seq1	NA	NA
c022938	adi_EST_assem_26487	NA	isotig08854	NA	Contig_40813	isotig00430	comp9642_c0_seq1	comp2074_c0_seq1	comp31807_c0_seq1	NA	NA	NA	NA	c16598_g1_i2	NA	comp16669_c0_seq2	comp7596_c0_seq2	Spi_isotig09535	comp244564_c0_seq3
c022936	adi_EST_assem_19495	NA	isotig05323	NA	NA	isotig14979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp252544_c0_seq1
c012832	adi_EST_assem_8595	NA	isotig06835	NA	Contig_15462	NA	comp7198_c0_seq2	comp16695_c0_seq3	comp31422_c0_seq1	NA	NA	NA	Unigene148721_Mix_Normal_N	NA	bu_91849.1_c5039	comp324830_c0_seq1	comp41730_c0_seq1	Spi_isotig07521	comp252691_c0_seq3
c015318	adi_EST_assem_9754	NA	NA	NA	Contig_4219	NA	comp57240_c0_seq1	comp102106_c0_seq1	NA	NA	NA	NA	Unigene103233_Mix_Normal_N	NA	NA	NA	NA	NA	NA
c015313	adi_EST_assem_10058	NA	isotig06924	NA	NA	isotig14606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c015311	adi_EST_assem_5031	comp28275_c0_seq5	isotig06991	NA	Contig_9595	isotig17000	comp9491_c0_seq1	comp48348_c0_seq1	NA	CCHW9720.b1	NA	NA	Unigene24787_Mix_Normal_N	NA	NA	NA	NA	NA	comp213331_c0_seq3
c015317	adi_EST_assem_8935	NA	NA	NA	Contig_21127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c011400	adi_EST_assem_24556	NA	NA	NA	NA	isotig09414	NA	comp22209_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp250821_c0_seq2
c011404	adi_EST_assem_9515	NA	NA	NA	Contig_4691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c036705	adi_EST_assem_12580	NA	isotig13780	NA	Contig_22211	isotig24541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c018935	adi_EST_assem_19621	NA	NA	NA	NA	G3MV2BB01B7NUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c018937	adi_EST_assem_2362	NA	NA	NA	Contig_528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c014048	adi_EST_assem_7397	comp15123_c0_seq1	isotig04908	NA	Contig_40699	isotig09914	NA	comp2939_c0_seq2	comp1975_c0_seq1	NA	jgi|Nemve1|169502|estExt_gwp.C_1270149	NA	Unigene17101_Mix_Normal_N	NA	bu_91849.1_c18414	comp1980_c0_seq1	comp6525_c0_seq1	Spi_isotig05422	comp259837_c0_seq1
c010756	NA	NA	NA	Locus_3911_Transcript_1/1_Confidence_1.000_Length_2372	NA	NA	NA	NA	NA	NA	jgi|Nemve1|227888|fgenesh1_pm.scaffold_2000044	isotig04753	NA	NA	NA	NA	NA	NA	comp245984_c0_seq9
c007900	adi_EST_assem_2323	NA	isotig10144	Locus_88124_Transcript_1/1_Confidence_0.000_Length_5099	Contig_14021	isotig12169	comp4991_c0_seq1	comp151722_c0_seq1	comp16451_c0_seq7	NA	NA	NA	Unigene136220_Mix_Normal_N	c4248_g1_i1	NA	comp7028_c0_seq1	comp1416_c0_seq1	NA	comp245476_c0_seq1
c002014	adi_EST_assem_413	comp6384_c0_seq1	NA	NA	Contig_801	isotig10052	comp1740_c0_seq2	comp221855_c0_seq1	NA	NA	jgi|Nemve1|244319|estExt_fgenesh1_pg.C_1180009	NA	Unigene17908_Mix_Normal_N	c17545_g1_i3	bu_91849.1_c6914	comp8327_c0_seq2	NA	Spi_isotig05029	comp232567_c0_seq1
c002016	adi_EST_assem_7381	comp63907_c0_seq1	NA	Locus_114670_Transcript_1/1_Confidence_0.000_Length_4129	NA	NA	NA	NA	comp25153_c0_seq4	NA	jgi|Nemve1|241997|estExt_fgenesh1_pg.C_550020	NA	NA	NA	NA	NA	NA	NA	NA
c002018	adi_EST_assem_878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp245509_c0_seq1
c030628	NA	NA	NA	NA	NA	NA	NA	comp5003_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp208798_c0_seq1
c013318	NA	NA	NA	NA	NA	isotig03487	comp40271_c0_seq2	NA	comp16969_c0_seq1	CCHW9449.b1	NA	NA	Unigene8045_Mix_Normal_N	NA	NA	comp11762_c1_seq22	NA	NA	NA
c001298	adi_EST_assem_7568	NA	NA	NA	Contig_42197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c001295	adi_EST_assem_3557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp261099_c0_seq1
c003363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	jgi|Nemve1|161851|estExt_gwp.C_250093	NA	NA	NA	NA	NA	NA	NA	comp254012_c0_seq4
c021597	NA	NA	NA	NA	Contig_37834	isotig12544	comp15607_c0_seq16	comp11042_c0_seq1	NA	NA	NA	NA	NA	NA	NA	comp17107_c0_seq1	NA	NA	comp246045_c0_seq1
c015872	NA	NA	NA	Locus_121056_Transcript_1/1_Confidence_1.000_Length_3613	NA	NA	comp79211_c0_seq3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c006217	NA	NA	NA	NA	NA	NA	comp9890_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp245855_c0_seq15
c006214	adi_EST_assem_21952	NA	NA	NA	Contig_1919	isotig02303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c012447	adi_EST_assem_28342	NA	NA	NA	Contig_27762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c012440	adi_EST_assem_11807	NA	NA	NA	NA	NA	NA	NA	comp1267_c0_seq1	NA	NA	NA	Unigene147741_Mix_Normal_N	NA	bu_91849.1_c8454	NA	NA	Spi_isotig06605	comp259249_c1_seq1
c012449	adi_EST_assem_14708	NA	isotig09913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c013825	adi_EST_assem_19649	NA	NA	NA	Contig_1892	NA	NA	comp17303_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	comp79517_c0_seq1	NA	comp262515_c0_seq6
c013823	adi_EST_assem_11040	NA	NA	NA	Contig_10784	NA	comp11373_c0_seq1	comp13714_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c013829	adi_EST_assem_3793	NA	NA	NA	Contig_8263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp245408_c0_seq1
c012199	adi_EST_assem_8208	NA	NA	NA	Contig_499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c026246	adi_EST_assem_27229	NA	NA	Locus_28761_Transcript_1/1_Confidence_0.000_Length_2834	Contig_38391	isotig20771	comp95088_c0_seq1	comp236101_c0_seq1	comp42523_c0_seq1	NA	jgi|Nemve1|174073|estExt_gwp.C_2860019	NA	Unigene28042_Mix_Normal_N	c9572_g1_i1	bu_91849.1_c23000	comp197449_c0_seq1	comp23224_c0_seq2	Spi_isotig08525	comp247154_c0_seq2
c019612	adi_EST_assem_217	NA	NA	NA	Contig_9321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c019619	NA	NA	NA	NA	NA	NA	comp31517_c0_seq1	NA	comp10209_c0_seq1	NA	NA	NA	NA	NA	NA	NA	comp82149_c0_seq1	NA	comp259269_c1_seq11
c029450	adi_EST_assem_11280	NA	NA	NA	NA	isotig12427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c004504	NA	NA	NA	NA	Contig_22892	NA	NA	NA	NA	NA	NA	NA	Unigene115880_Mix_Normal_N	NA	bu_91849.1_c18902	NA	comp68492_c0_seq1	NA	comp256976_c0_seq2
c009009	adi_EST_assem_7893	NA	NA	NA	Contig_2177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c000615p	adi_EST_assem_4873	NA	NA	NA	NA	NA	comp18936_c0_seq1	NA	NA	NA	jgi|Nemve1|169217|estExt_gwp.C_1220079	NA	Unigene149014_Mix_Normal_N	NA	NA	NA	comp10980_c1_seq2	NA	comp247707_c0_seq1
c007586	adi_EST_assem_3281	comp9018_c0_seq2	NA	Locus_5712_Transcript_1/1_Confidence_1.000_Length_3484	Contig_1526	NA	NA	comp8715_c0_seq1	comp11105_c0_seq2	NA	jgi|Nemve1|187740|estExt_GenewiseH_1.C_1060139	NA	NA	NA	NA	NA	NA	Spi_isotig05115	comp236208_c0_seq2
c029181	adi_EST_assem_17539	NA	isotig06334	NA	Contig_9553	NA	NA	comp237490_c0_seq1	comp136873_c0_seq1	NA	NA	NA	NA	NA	NA	comp44204_c0_seq1	NA	Spi_isotig06266	comp256236_c0_seq2
c020231	NA	NA	NA	NA	Contig_6394	NA	comp30735_c0_seq1	comp40245_c0_seq1	NA	NA	NA	NA	NA	NA	bu_91849.1_c17820	NA	NA	NA	comp254892_c0_seq2
c025237	adi_EST_assem_4190	NA	NA	NA	Contig_37779	isotig11268	NA	comp8616_c1_seq1	NA	NA	NA	NA	Unigene15657_Mix_Normal_N	c17854_g1_i2	NA	comp5829_c0_seq1	NA	NA	comp257371_c0_seq9
c012389	adi_EST_assem_1550	comp698_c1_seq3	NA	Locus_102892_Transcript_1/1_Confidence_0.000_Length_13006	Contig_20847	isotig10145	comp4_c0_seq2	comp356245_c0_seq1	NA	NA	jgi|Nemve1|234207|estExt_fgenesh1_pm.C_140005	NA	Unigene45893_Mix_Normal_N	NA	bu_91849.1_lrc37868	comp1498_c1_seq1	comp212_c0_seq2	Spi_isotig06209	comp227792_c0_seq1
c011177	adi_EST_assem_15231	comp3629_c1_seq11	isotig07488	NA	NA	isotig13909	comp2802_c0_seq1	NA	NA	CCHW4205.b1	jgi|Nemve1|226856|fgenesh1_kg.scaffold_76000007	NA	Unigene139503_Mix_Normal_N	c13276_g1_i1	bu_91849.1_c5031	comp5449_c0_seq1	NA	NA	comp246244_c0_seq1
c011179	NA	NA	NA	NA	Contig_41396	NA	comp16384_c0_seq1	NA	comp36961_c0_seq1	NA	NA	isotig04172	Unigene116118_Mix_Normal_N	NA	bu_91849.1_c21428	NA	NA	Spi_isotig01434	comp255019_c0_seq7
c026762	adi_EST_assem_11555	NA	isotig05730	NA	NA	isotig15720	NA	comp25462_c0_seq2	NA	CCHW17643.b1	NA	isotig13152	Unigene25631_Mix_Normal_N	NA	NA	comp16053_c0_seq1	NA	Spi_isotig11020	NA
c026768	NA	comp740_c3_seq108	NA	NA	NA	NA	NA	NA	comp1166_c0_seq6	CCHW11307.g1	NA	isotig00527	CL4419.Contig1_Mix_Normal_N	NA	NA	comp26343_c0_seq13	comp16401_c0_seq1	Spi_isotig08903	comp260345_c0_seq2
c005107	adi_EST_assem_6171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp254497_c0_seq1
c010222	adi_EST_assem_15446	NA	NA	NA	Contig_6961	NA	comp54740_c0_seq1	NA	comp41810_c0_seq1	CCHW13094.b1	NA	NA	Unigene85288_Mix_Normal_N	c1229_g1_i1	NA	NA	comp170057_c0_seq1	Spi_isotig05855	comp260055_c0_seq1
c014453	adi_EST_assem_9470	NA	NA	NA	Contig_28910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c014459	adi_EST_assem_9445	NA	NA	NA	Contig_19112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c017100	adi_EST_assem_20782	NA	NA	NA	Contig_11978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c022215	adi_EST_assem_1997	comp85219_c0_seq1	isotig13283	NA	Contig_10487	isotig24872	comp181_c0_seq1	comp173_c0_seq1	comp245_c0_seq2	JGI_AOSF565.fwd	NA	isotig15375	Unigene44651_Mix_Normal_N	c22308_g1_i1	NA	comp917_c0_seq1	comp177_c0_seq1	Spi_isotig12945	comp171888_c0_seq1
c003843m	adi_EST_assem_12548	NA	isotig07949	NA	Contig_37908	isotig13811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c003843p	adi_EST_assem_14941	NA	NA	NA	NA	isotig11026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c013018	adi_EST_assem_11077	NA	NA	NA	Contig_38989	isotig05205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c021258	NA	NA	NA	NA	Contig_2906	NA	NA	NA	NA	JGI_AOSB670.fwd	NA	NA	Unigene46792_Mix_Normal_N	c25027_g1_i1	NA	comp177406_c0_seq1	NA	NA	NA
c021252	adi_EST_assem_28861	NA	NA	NA	Contig_21241	isotig19102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c016361	adi_EST_assem_3030	NA	NA	NA	NA	isotig09659	comp38801_c0_seq1	comp203076_c0_seq1	NA	NA	NA	NA	Unigene7411_Mix_Normal_N	NA	bu_91849.1_c8193	NA	NA	NA	NA
c014562m	NA	comp17703_c0_seq1	NA	Locus_76773_Transcript_1/1_Confidence_0.000_Length_3338	Contig_11793	isotig11376	NA	comp24691_c0_seq10	comp14835_c0_seq2	NA	jgi|Nemve1|182399|estExt_GenewiseH_1.C_370173	isotig00989	Unigene154311_Mix_Normal_N	c11426_g1_i1	bu_91849.1_c1095	comp2605_c0_seq5	comp8424_c0_seq1	NA	comp253188_c0_seq6
c006015	adi_EST_assem_7929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp253023_c1_seq1
c015525	NA	comp22_c1_seq1	NA	NA	Contig_5193	NA	comp14_c1_seq1	comp454_c0_seq1	comp47_c0_seq2	NA	jgi|Nemve1|247215|estExt_fgenesh1_pg.C_2780044	NA	Unigene46424_Mix_Normal_N	c7020_g1_i1	bu_91849.1_c11225	comp752_c0_seq1	NA	Spi_isotig01664	comp236644_c0_seq1
c015521	adi_EST_assem_13768	NA	NA	NA	Contig_25574	isotig10522	comp40041_c0_seq2	comp248_c91_seq317	comp68064_c0_seq1	NA	NA	NA	NA	c8548_g1_i1	bu_91849.1_c30755	comp298716_c0_seq1	comp23711_c0_seq1	Spi_isotig09778	comp248438_c0_seq1
c015523	adi_EST_assem_9614	NA	isotig06250	NA	NA	isotig10422	comp90528_c0_seq1	comp14592_c0_seq2	comp140565_c0_seq1	NA	NA	NA	NA	NA	NA	comp30852_c0_seq2	NA	NA	comp236942_c0_seq1
c015528	NA	NA	NA	NA	Contig_1787	isotig11454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c011630	adi_EST_assem_11914	NA	isotig06022	NA	Contig_8031	isotig12674	comp104719_c0_seq1	comp51457_c0_seq1	comp63178_c0_seq1	CCHW7394.b1	NA	isotig05026	NA	c9142_g1_i1	NA	comp20380_c0_seq5	comp32533_c0_seq2	Spi_isotig07589	comp231967_c0_seq2
c011638	NA	NA	isotig04757	NA	Contig_662	isotig16634	comp20607_c0_seq6	comp32835_c0_seq1	comp22607_c0_seq2	NA	jgi|Nemve1|234646|estExt_fgenesh1_pm.C_470005	NA	Unigene59938_Mix_Normal_N	c17096_g1_i1	bu_91849.1_c1871	comp15456_c0_seq6	NA	Spi_isotig07212	comp260886_c1_seq28
c003285	adi_EST_assem_9566	NA	NA	NA	Contig_16591	NA	NA	comp6766_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp260823_c1_seq4
c003284	adi_EST_assem_8796	NA	NA	NA	Contig_752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c005969	NA	NA	isotig04794	NA	NA	NA	NA	NA	comp54401_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c002204	adi_EST_assem_2226	NA	NA	NA	NA	NA	NA	NA	NA	NA	jgi|Nemve1|241911|estExt_fgenesh1_pg.C_530074	NA	Unigene16190_Mix_Normal_N	NA	NA	NA	comp743_c0_seq1	NA	NA
c002208	adi_EST_assem_4642	NA	NA	NA	NA	isotig09092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c013295	adi_EST_assem_17196	NA	NA	NA	NA	NA	NA	NA	comp39376_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp260041_c0_seq2
c025034	adi_EST_assem_9943	NA	NA	NA	Contig_4869	isotig12213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c025032	adi_EST_assem_8571	NA	NA	NA	Contig_17280	NA	NA	comp25087_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c008878	adi_EST_assem_14209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp249267_c1_seq7
c008876	adi_EST_assem_3107	NA	isotig04452	NA	Contig_35329	isotig10643	NA	comp2132_c0_seq1	comp4532_c0_seq1	NA	NA	NA	Unigene18704_Mix_Normal_N	NA	NA	NA	NA	NA	comp257881_c1_seq1
c003660	adi_EST_assem_1685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp258168_c0_seq11
c007579	adi_EST_assem_12796	NA	NA	NA	Contig_5218	NA	comp55359_c0_seq1	NA	comp21497_c0_seq1	NA	NA	NA	NA	c17868_g1_i3	NA	NA	NA	NA	comp258861_c0_seq2
c008788	adi_EST_assem_18907	NA	NA	NA	Contig_11736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c008781	adi_EST_assem_7936	NA	NA	NA	NA	NA	comp32711_c0_seq1	comp29834_c0_seq1	comp12613_c0_seq3	NA	jgi|Nemve1|229912|fgenesh1_pm.scaffold_119000010	NA	CL24.Contig4_Mix_Normal_N	c41318_g1_i1	NA	comp136139_c0_seq1	NA	Spi_isotig10217	comp245974_c1_seq1
c012657	adi_EST_assem_3504	NA	NA	NA	NA	isotig21458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c012651	adi_EST_assem_14729	NA	NA	NA	Contig_35553	isotig18782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c029398	adi_EST_assem_2394	NA	NA	NA	Contig_38046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c019001	adi_EST_assem_22182	NA	NA	NA	Contig_1667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c024854	NA	NA	NA	NA	NA	NA	NA	NA	comp53480_c0_seq1	NA	NA	NA	NA	NA	NA	NA	comp156212_c0_seq1	NA	NA
c004203	adi_EST_assem_5577	NA	NA	NA	Contig_10937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c004204	adi_EST_assem_15636	NA	NA	NA	Contig_6157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c008079m	NA	NA	isotig02289	NA	Contig_35404	isotig21865	comp987_c0_seq1	NA	comp1797_c0_seq1	CCHW4898.b1	NA	isotig14653	Unigene125264_Mix_Normal_N	c13291_g1_i1	NA	NA	NA	NA	NA
c008129	adi_EST_assem_12186	NA	NA	NA	Contig_38756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c008127	adi_EST_assem_1342	NA	NA	Locus_93340_Transcript_1/1_Confidence_0.000_Length_3749	Contig_26799	NA	comp2155_c0_seq1	NA	comp24740_c0_seq1	NA	jgi|Nemve1|238608|estExt_fgenesh1_pg.C_70024	NA	NA	NA	NA	NA	NA	NA	comp241103_c0_seq1
c008121	adi_EST_assem_12376	NA	isotig05306	NA	Contig_22952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c000313	adi_EST_assem_237	NA	NA	NA	NA	NA	comp33211_c0_seq7	NA	comp9608_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c002785	adi_EST_assem_5982	NA	NA	NA	Contig_1978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
