Amillepora_PRO.fas	Adigitifera_PRO.fas	Aelegantissima_PRO.fas	Ahyacinthus_PRO.fas	Apallida_PRO.fas	Apalmata_PRO.fas	Atenuis_PRO.fas	Fscutaria_PRO.fas	Mauretenra_PRO.fas	Mcavernosa_PRO.fas	Mfaveolata_PRO.fas	Nvectensis_PRO.fas	Pastreoides_PRO.fas	Pcarnosus_PRO.fas	Pdaedalea_PRO.fas	Pdamicornis_PRO.fas	Pstrigosa_PRO.fas	Shystrix_PRO.fas	Spistillata_PRO.fas	Ssiderea_PRO.fas
c025519	adi_EST_assem_17721	NA	isotig06221	NA	Contig_1893	isotig14370	comp15621_c0_seq1	comp2141_c0_seq1	comp7662_c0_seq3	CCHW1541.b1	NA	isotig16223	Unigene154434_Mix_Normal_N	c9002_g1_i1	bu_91849.1_c7229	comp11529_c0_seq1	NA	Spi_isotig09796	comp182114_c0_seq1
c020886	adi_EST_assem_2927	NA	isotig05917	NA	Contig_160	isotig10949	comp5274_c0_seq1	comp7233_c0_seq1	NA	CCHW1303.b1	NA	isotig11585	Unigene68845_Mix_Normal_N	c13690_g1_i1	bu_91849.1_c22320	comp6790_c0_seq1	comp2803_c0_seq1	Spi_isotig07467	comp216267_c0_seq1
c003405m	adi_EST_assem_1553	comp4116_c1_seq1	NA	NA	NA	isotig16257	comp2800_c0_seq1	comp98851_c0_seq1	comp7194_c0_seq6	CCHW9347.b1	jgi|Nemve1|17260|gw.372.14.1	isotig05393	Unigene69060_Mix_Normal_N	c7880_g1_i1	NA	comp3369_c0_seq1	comp42768_c1_seq1	Spi_isotig06600	comp253463_c0_seq1
c017878	adi_EST_assem_22643	comp21407_c0_seq1	NA	Locus_14104_Transcript_1/1_Confidence_0.000_Length_1646	Contig_38109	NA	comp18416_c0_seq1	comp242277_c0_seq1	comp53934_c0_seq1	CCHW16407.b1	jgi|Nemve1|185596|estExt_GenewiseH_1.C_730118	isotig06324	Unigene71966_Mix_Normal_N	c10546_g1_i1	NA	comp41947_c0_seq1	NA	Spi_isotig05202	comp260485_c0_seq1
c021418m	adi_EST_assem_245	comp8029_c0_seq1	isotig00296	Locus_114863_Transcript_2/2_Confidence_1.000_Length_1169	Contig_36112	isotig11933	comp9281_c0_seq2	comp5487_c0_seq1	comp26906_c0_seq1	NA	jgi|Nemve1|130873|e_gw.286.29.1	isotig00605	NA	NA	bu_91849.1_c8704	comp9184_c0_seq1	comp24903_c0_seq1	Spi_isotig07359	comp230439_c0_seq1
c019170	adi_EST_assem_10285	NA	isotig05570	NA	NA	isotig09764	comp10831_c0_seq1	comp4483_c0_seq2	comp21916_c0_seq14	CCHW12188.b1	jgi|Nemve1|95909|e_gw.41.159.1	isotig08760	Unigene115542_Mix_Normal_N	c17373_g1_i2	NA	comp10552_c0_seq1	comp12706_c0_seq1	Spi_isotig08728	comp253730_c0_seq2
c008299p	adi_EST_assem_15370	comp97558_c0_seq1	isotig07321	Locus_3221_Transcript_1/1_Confidence_0.000_Length_1135	NA	isotig15726	comp5691_c0_seq2	comp2334_c0_seq1	comp20241_c0_seq1	CCHW9594.b1	NA	NA	Unigene114457_Mix_Normal_N	c17203_g1_i3	NA	comp2034_c0_seq1	comp27462_c0_seq1	Spi_isotig10372	comp239691_c0_seq1
c016926	adi_EST_assem_54	comp265_c0_seq1	isotig13071	Locus_116892_Transcript_1/1_Confidence_1.000_Length_472	Contig_7764	isotig16110	comp201_c0_seq1	comp138_c1_seq1	comp134954_c0_seq2	JGI_AOSF770.rev	jgi|Nemve1|159589|estExt_gwp.C_80405	isotig15858	Unigene44733_Mix_Normal_N	c10323_g1_i1	NA	comp645_c0_seq1	comp112_c0_seq1	Spi_isotig13668	comp205085_c0_seq1
c012480	adi_EST_assem_3825	comp64612_c0_seq1	isotig04809	NA	Contig_3887	isotig11015	NA	comp112493_c0_seq1	comp8801_c0_seq1	NA	jgi|Nemve1|236736|estExt_fgenesh1_kg.C_460003	isotig05538	Unigene77591_Mix_Normal_N	c10882_g1_i1	bu_91849.1_lrc28063	comp16164_c0_seq1	comp11531_c0_seq1	Spi_isotig11221	comp252150_c1_seq1
c020268	adi_EST_assem_3915	comp262158_c0_seq1	isotig06653	NA	CAOG1032_g1_c	isotig16209	comp545_c0_seq2	comp255_c0_seq1	comp1613_c0_seq2	CCHW1982.b1	jgi|Nemve1|158265|estExt_gwp.C_30223	NA	Unigene46015_Mix_Normal_N	c13482_g1_i1	bu_91849.1_c30782	comp781_c0_seq1	comp650_c0_seq1	Spi_isotig14331	NA
c014593	NA	NA	isotig04954	NA	Contig_14464	isotig10304	comp5593_c1_seq21	comp5576_c0_seq3	comp2237_c0_seq6	CCHW2939.b1	NA	isotig00359	Unigene46060_Mix_Normal_N	c17664_g1_i1	bu_91849.1_c62646	comp4727_c0_seq2	comp8614_c0_seq1	Spi_isotig00833	comp263691_c1_seq5
c017762	adi_EST_assem_1412	comp105_c0_seq2	NA	NA	Contig_8484	NA	comp85_c0_seq1	comp200_c1_seq4	comp63_c0_seq1	CCHW14377.g1	jgi|Nemve1|178799|estExt_GenewiseH_1.C_80206	isotig06088	Unigene44904_Mix_Normal_N	c12546_g1_i1	bu_91849.1_lrc19383	comp188_c0_seq1	comp81_c0_seq1	Spi_isotig09111	comp44628_c0_seq1
c017346	adi_EST_assem_68	comp7267_c2_seq9	isotig01705	Locus_114544_Transcript_1/1_Confidence_0.000_Length_1997	Contig_5248	isotig13105	comp4214_c0_seq1	NA	comp11719_c0_seq2	NA	jgi|Nemve1|236409|estExt_fgenesh1_kg.C_80009	isotig03223	Unigene125405_Mix_Normal_N	c17860_g1_i1	bu_91849.1_lrc58331	comp3052_c0_seq1	comp52771_c0_seq3	Spi_isotig00845	comp245193_c0_seq2
c029357	adi_EST_assem_7099	comp853_c1_seq1	isotig08135	Locus_72164_Transcript_1/1_Confidence_0.000_Length_908	Contig_14733	isotig18766	comp1685_c0_seq1	comp1824_c0_seq1	comp2381_c0_seq1	NA	jgi|Nemve1|116145|e_gw.136.112.1	NA	Unigene46283_Mix_Normal_N	c8580_g1_i1	NA	comp1229_c0_seq1	comp10978_c0_seq2	Spi_isotig13338	comp173206_c0_seq1
c014931	adi_EST_assem_13712	comp4015_c1_seq1	NA	NA	Contig_20874	isotig05692	comp7510_c0_seq1	comp21535_c0_seq1	comp8521_c0_seq3	CCHW8883.b1	jgi|Nemve1|117224|e_gw.145.10.1	isotig22776	Unigene26423_Mix_Normal_N	c486_g1_i1	NA	comp4469_c0_seq4	comp18406_c0_seq1	Spi_isotig05732	comp246254_c0_seq2
c026348	adi_EST_assem_2711	comp32403_c0_seq1	isotig05494	NA	Contig_5689	isotig12364	comp2763_c0_seq1	comp2290_c0_seq1	comp8915_c0_seq1	CCHW10296.b1	jgi|Nemve1|188090|estExt_GenewiseH_1.C_1150088	isotig08700	Unigene17585_Mix_Normal_N	c13215_g1_i1	NA	comp7108_c0_seq2	comp8546_c0_seq5	Spi_isotig09190	comp227188_c0_seq2
c015192	adi_EST_assem_25502	comp44114_c0_seq1	isotig04531	Locus_60846_Transcript_1/1_Confidence_0.000_Length_4676	Contig_42480	isotig19237	comp26210_c0_seq1	comp16019_c1_seq1	comp63597_c0_seq1	CCHW7178.b1	jgi|Nemve1|244762|estExt_fgenesh1_pg.C_1330014	NA	Unigene73247_Mix_Normal_N	c11453_g1_i1	NA	comp5980_c0_seq3	comp56052_c0_seq4	Spi_isotig09340	NA
c022391	adi_EST_assem_5280	NA	isotig05921	NA	Contig_6846	isotig13521	comp1973_c0_seq1	comp3427_c0_seq1	comp4806_c0_seq3	CCHW4670.b1	jgi|Nemve1|237358|estExt_fgenesh1_kg.C_1950001	isotig07016	Unigene134950_Mix_Normal_N	c10069_g1_i1	NA	comp3016_c0_seq1	comp6554_c1_seq1	Spi_isotig09399	NA
c016953	adi_EST_assem_4451	comp50122_c0_seq1	isotig08686	Locus_67322_Transcript_1/1_Confidence_0.000_Length_1353	Contig_3386	isotig18630	comp3927_c0_seq2	comp3595_c0_seq1	NA	CCHW13435.b1	jgi|Nemve1|194815|estExt_GenewiseH_1.C_4220017	isotig04460	Unigene125898_Mix_Normal_N	c8844_g1_i1	bu_91849.1_c2387	comp3958_c0_seq1	comp3569_c0_seq1	Spi_isotig06786	comp206406_c0_seq1
c031141	adi_EST_assem_1973	NA	isotig06516	NA	Contig_12653	isotig14668	comp5477_c0_seq1	comp9023_c1_seq1	comp7206_c0_seq1	CCHW13402.b1	NA	isotig04184	Unigene15007_Mix_Normal_N	c1483_g1_i1	NA	comp6520_c0_seq1	comp5705_c0_seq1	Spi_isotig09050	comp121583_c0_seq1
c011726m	adi_EST_assem_5107	comp11015_c0_seq2	NA	Locus_27242_Transcript_2/2_Confidence_1.000_Length_1481	Contig_16123	NA	comp2939_c0_seq1	comp65791_c0_seq1	comp22264_c1_seq1	NA	jgi|Nemve1|186929|estExt_GenewiseH_1.C_920029	NA	Unigene8586_Mix_Normal_N	c17340_g1_i1	bu_91849.1_c2000	comp12249_c0_seq1	comp3542_c0_seq1	Spi_isotig07588	comp250709_c0_seq1
c031759	adi_EST_assem_4939	comp31052_c0_seq1	NA	Locus_59746_Transcript_1/1_Confidence_0.000_Length_1471	Contig_419	NA	comp6794_c0_seq1	comp66606_c1_seq1	comp38374_c0_seq1	NA	jgi|Nemve1|119994|e_gw.166.31.1	isotig04212	Unigene118448_Mix_Normal_N	NA	bu_91849.1_lrc24924	comp160769_c0_seq1	comp33745_c0_seq1	Spi_isotig08911	comp183127_c0_seq1
c029383	adi_EST_assem_3777	comp20435_c0_seq1	isotig06813	Locus_27210_Transcript_1/2_Confidence_1.000_Length_1528	Contig_19723	isotig13833	comp968_c1_seq1	comp1263_c0_seq1	comp9885_c0_seq1	NA	jgi|Nemve1|101124|e_gw.59.202.1	NA	Unigene115251_Mix_Normal_N	c7211_g1_i1	bu_91849.1_c20145	comp4686_c0_seq1	comp6387_c0_seq4	Spi_isotig08609	comp191133_c0_seq1
c011851	adi_EST_assem_59	comp885_c4_seq43	NA	NA	NA	isotig09361	comp2803_c0_seq4	comp1054_c0_seq2	NA	JGI_AOSB528.fwd	jgi|Nemve1|227192|fgenesh1_kg.scaffold_147000001	isotig04947	Unigene125533_Mix_Normal_N	c16279_g1_i1	bu_91849.1_c6173	comp7469_c0_seq3	comp1118_c0_seq1	Spi_isotig04856	comp251705_c0_seq2
c028265	NA	comp17822_c0_seq1	isotig05767	Locus_64936_Transcript_1/1_Confidence_0.000_Length_4649	Contig_24507	isotig06827	comp3441_c0_seq1	comp3491_c0_seq3	comp9599_c1_seq1	CCHW14207.b1	jgi|Nemve1|10968|gw.159.3.1	isotig06405	NA	c14794_g1_i1	bu_91849.1_c2523	comp3387_c0_seq1	comp4042_c0_seq1	Spi_isotig08850	comp215969_c0_seq2
c022365	adi_EST_assem_1436	NA	isotig05179	NA	Contig_17040	isotig11669	comp839_c0_seq1	comp2058_c0_seq1	NA	CCHW2512.b1	NA	isotig06202	Unigene135914_Mix_Normal_N	c17332_g1_i2	bu_91849.1_lrc57582	comp3969_c0_seq1	comp1673_c0_seq3	Spi_isotig07802	comp250253_c0_seq1
c022361	adi_EST_assem_6337	comp38794_c0_seq1	isotig05039	Locus_1473_Transcript_1/1_Confidence_0.000_Length_1497	Contig_30225	isotig11419	comp12050_c0_seq1	comp10768_c0_seq1	NA	NA	jgi|Nemve1|177555|estExt_GenewiseH_1.C_30416	isotig10086	NA	c15003_g1_i1	bu_91849.1_c17577	comp27950_c0_seq1	comp7947_c0_seq1	Spi_isotig03171	comp257143_c3_seq6
c014367	adi_EST_assem_12663	NA	isotig10058	Locus_88320_Transcript_1/1_Confidence_0.000_Length_934	Contig_10144	isotig17901	NA	comp1920_c0_seq1	comp27226_c0_seq1	CCHW3506.b1	jgi|Nemve1|214407|fgenesh1_pg.scaffold_199000025	isotig08635	Unigene34747_Mix_Normal_N	c11392_g1_i1	NA	comp8576_c0_seq1	NA	Spi_isotig06677	comp219940_c0_seq1
c018187m	adi_EST_assem_7659	comp12690_c0_seq2	isotig04918	Locus_79778_Transcript_1/1_Confidence_0.000_Length_1155	Contig_13355	NA	comp12232_c0_seq1	comp7209_c0_seq1	comp8162_c0_seq1	CCHW13236.b1	jgi|Nemve1|177481|estExt_GenewiseH_1.C_30127	NA	Unigene67375_Mix_Normal_N	c16351_g1_i1	bu_91849.1_c95	comp5541_c0_seq1	comp1772_c0_seq4	Spi_isotig07567	comp246809_c0_seq1
c026842	adi_EST_assem_1375	comp19056_c0_seq1	isotig07137	Locus_66389_Transcript_1/1_Confidence_0.000_Length_2458	Contig_6146	isotig10890	comp16704_c0_seq1	comp248_c91_seq128	comp44401_c0_seq1	CCHW11859.b1	jgi|Nemve1|236810|estExt_fgenesh1_kg.C_550001	NA	Unigene86544_Mix_Normal_N	c13717_g1_i2	NA	comp9326_c0_seq1	comp6828_c0_seq1	Spi_isotig03017	comp251064_c0_seq2
c012962	adi_EST_assem_10730	comp65624_c0_seq1	NA	Locus_129498_Transcript_1/1_Confidence_0.000_Length_3342	Contig_1318	isotig10099	comp5732_c0_seq1	comp114249_c0_seq1	NA	CCHW10456.b1	jgi|Nemve1|236786|estExt_fgenesh1_kg.C_520005	NA	Unigene153039_Mix_Normal_N	c17433_g1_i1	bu_91849.1_c666	comp6717_c0_seq1	comp6629_c2_seq2	Spi_isotig04801	comp261246_c1_seq1
c011503	NA	NA	isotig04704	Locus_44921_Transcript_1/1_Confidence_0.000_Length_1557	Contig_21	isotig10953	comp821_c0_seq1	comp4447_c0_seq1	comp8056_c0_seq2	NA	NA	isotig04545	Unigene115502_Mix_Normal_N	c17896_g2_i2	bu_91849.1_lrc17745	comp2361_c0_seq1	comp800_c1_seq1	Spi_isotig04807	comp225883_c0_seq1
c030295	adi_EST_assem_13673	comp51311_c0_seq1	isotig07733	Locus_121644_Transcript_1/1_Confidence_0.000_Length_1554	NA	isotig08341	comp21759_c0_seq1	NA	comp23162_c0_seq6	CCHW2501.b1	jgi|Nemve1|178088|estExt_GenewiseH_1.C_50346	isotig10691	NA	c13940_g1_i1	bu_91849.1_c1408	comp21157_c0_seq1	comp26072_c0_seq1	Spi_isotig02660	comp260364_c0_seq9
c023418	adi_EST_assem_1748	comp52539_c0_seq1	isotig01608	Locus_26493_Transcript_1/1_Confidence_1.000_Length_1521	Contig_2066	isotig11220	comp15640_c0_seq2	comp29283_c0_seq1	comp27508_c0_seq2	NA	jgi|Nemve1|184492|estExt_GenewiseH_1.C_580147	NA	Unigene100142_Mix_Normal_N	c14074_g1_i1	bu_91849.1_c6666	comp65062_c0_seq1	comp19989_c0_seq1	Spi_isotig08124	comp245077_c0_seq4
c036873	adi_EST_assem_19496	comp25214_c0_seq1	isotig09922	NA	Contig_2098	isotig20506	comp3735_c0_seq3	comp1521_c0_seq1	NA	CCHW4678.b1	jgi|Nemve1|103779|e_gw.69.219.1	isotig05651	Unigene139196_Mix_Normal_N	c24999_g1_i1	bu_91849.1_c26073	comp3508_c0_seq2	NA	Spi_isotig04096	NA
c008569	adi_EST_assem_1360	comp1451_c0_seq1	NA	Locus_21446_Transcript_1/1_Confidence_0.000_Length_3284	Contig_5487	isotig09307	comp3981_c0_seq1	comp21677_c0_seq2	NA	NA	jgi|Nemve1|193205|estExt_GenewiseH_1.C_2800055	isotig03788	Unigene24525_Mix_Normal_N	c6386_g1_i1	bu_91849.1_c7493	comp2214_c0_seq1	NA	Spi_isotig05269	comp259153_c1_seq8
c010430	adi_EST_assem_6020	comp33984_c0_seq1	isotig10040	Locus_77235_Transcript_1/1_Confidence_0.000_Length_1342	Contig_20894	isotig11946	NA	comp6663_c1_seq1	comp10937_c0_seq1	CCHW7284.b1	jgi|Nemve1|165493|estExt_gwp.C_610212	NA	Unigene67802_Mix_Normal_N	c11040_g1_i1	bu_91849.1_c2385	comp5285_c0_seq4	comp32621_c0_seq1	Spi_isotig07381	comp238769_c0_seq5
c020446	adi_EST_assem_5846	NA	isotig06111	NA	Contig_11878	isotig11900	comp3014_c0_seq1	comp4456_c0_seq1	comp17214_c0_seq1	NA	NA	isotig05262	Unigene140421_Mix_Normal_N	c15993_g1_i1	bu_91849.1_c7284	comp18811_c0_seq2	comp5525_c0_seq1	Spi_isotig06571	comp241188_c0_seq1
c015587	adi_EST_assem_2187	comp2599_c0_seq1	isotig04973	NA	Contig_17318	isotig09966	NA	comp3304_c0_seq1	comp1966_c0_seq2	CCHW876.b1	jgi|Nemve1|241492|estExt_fgenesh1_pg.C_460075	isotig04734	Unigene44890_Mix_Normal_N	c11920_g1_i1	bu_91849.1_c2734	comp2225_c0_seq1	comp1734_c0_seq1	Spi_isotig05303	comp239887_c0_seq1
c014630	adi_EST_assem_1227	comp47580_c0_seq1	isotig11063	Locus_66781_Transcript_1/1_Confidence_0.000_Length_3492	Contig_4158	isotig21975	NA	comp54801_c0_seq1	comp50394_c0_seq1	NA	jgi|Nemve1|159579|estExt_gwp.C_80378	NA	Unigene21612_Mix_Normal_N	c15795_g1_i2	NA	comp11697_c0_seq1	comp1663_c0_seq1	Spi_contig00032	comp206386_c0_seq1
c016023	adi_EST_assem_7215	comp148786_c0_seq1	NA	Locus_115719_Transcript_1/1_Confidence_0.000_Length_1406	Contig_37784	isotig11866	comp12746_c0_seq1	comp23768_c0_seq1	comp9790_c0_seq1	CCHW1767.b1	jgi|Nemve1|167750|estExt_gwp.C_920083	NA	Unigene18938_Mix_Normal_N	NA	NA	comp37195_c0_seq1	comp17180_c0_seq1	Spi_isotig09415	comp111984_c0_seq2
c005638m	adi_EST_assem_7022	comp34224_c0_seq3	isotig13341	Locus_46088_Transcript_1/1_Confidence_0.000_Length_2883	Contig_6822	isotig15516	comp19434_c1_seq1	comp7225_c0_seq1	comp34158_c0_seq9	NA	jgi|Nemve1|244053|estExt_fgenesh1_pg.C_1060040	isotig18323	Unigene139934_Mix_Normal_N	c16781_g1_i2	bu_91849.1_lrc64167	comp16917_c0_seq1	comp13480_c0_seq2	NA	comp258522_c0_seq12
c023895	adi_EST_assem_2876	NA	isotig05104	Locus_85395_Transcript_1/1_Confidence_0.000_Length_2115	F66KHFO02FOLWG	isotig11576	NA	comp5976_c0_seq2	comp16903_c0_seq18	CCHW16366.b1	jgi|Nemve1|233661|fgsh_est.C_scaffold_351000001	isotig01204	Unigene137448_Mix_Normal_N	c12309_g1_i1	bu_91849.1_c72	comp8546_c0_seq2	comp6357_c0_seq1	NA	comp256693_c2_seq3
c027394	adi_EST_assem_15099	comp27710_c0_seq2	isotig06001	NA	F66KHFO01A1O1H	isotig13725	comp17795_c0_seq1	comp20311_c0_seq2	comp24015_c0_seq5	CCHW11775.b1	NA	NA	Unigene72278_Mix_Normal_N	c13658_g1_i1	NA	comp39276_c0_seq1	comp4006_c0_seq2	Spi_isotig07713	comp248332_c4_seq32
c035679	adi_EST_assem_15246	comp32912_c0_seq2	isotig14548	NA	Contig_6924	isotig25934	comp4875_c0_seq1	comp4578_c0_seq1	comp2732_c0_seq3	CCHW5525.b1	jgi|Nemve1|193817|estExt_GenewiseH_1.C_3140022	NA	Unigene18388_Mix_Normal_N	c6418_g1_i1	bu_91849.1_c31474	comp2715_c0_seq6	comp20591_c0_seq1	Spi_isotig14690	NA
c026081	adi_EST_assem_5122	NA	isotig06788	NA	Contig_18265	isotig14971	NA	comp743_c0_seq1	comp790_c0_seq1	CCHW10734.g1	NA	isotig07531	Unigene46699_Mix_Normal_N	c16100_g1_i1	bu_91849.1_c19049	comp1611_c0_seq1	comp1298_c0_seq2	Spi_isotig07253	comp244354_c0_seq1
c019712	adi_EST_assem_1328	comp22308_c0_seq1	isotig04683	NA	Contig_1279	isotig10922	NA	comp9386_c0_seq1	NA	CCHW3076.b1	jgi|Nemve1|195002|estExt_GenewiseH_1.C_4690040	isotig03580	Unigene139798_Mix_Normal_N	c11069_g1_i3	bu_91849.1_c1295	comp12115_c0_seq1	comp2547_c0_seq1	Spi_isotig07298	comp236517_c0_seq1
c020715	adi_EST_assem_1814	comp42263_c0_seq1	NA	NA	Contig_23566	NA	comp1706_c0_seq3	comp12580_c0_seq1	comp10879_c0_seq2	NA	jgi|Nemve1|137658|e_gw.408.40.1	isotig13797	Unigene126501_Mix_Normal_N	c11780_g1_i1	bu_91849.1_c12054	comp6904_c0_seq1	comp33882_c0_seq1	Spi_isotig06639	comp256788_c2_seq1
c021096	adi_EST_assem_1374	comp19376_c0_seq1	NA	Locus_35171_Transcript_2/2_Confidence_1.000_Length_662	Contig_22635	isotig15355	comp5545_c0_seq7	comp179215_c0_seq1	comp46838_c0_seq1	CCHW2456.b1	jgi|Nemve1|166819|estExt_gwp.C_790027	isotig07544	Unigene133626_Mix_Normal_N	c17261_g1_i1	NA	comp14060_c0_seq2	comp45245_c0_seq1	Spi_isotig10772	comp253272_c0_seq2
c015102	adi_EST_assem_8556	NA	NA	Locus_130991_Transcript_1/1_Confidence_0.000_Length_2563	Contig_40092	isotig16965	NA	comp3976_c0_seq1	comp29286_c0_seq2	CCHW15133.b1	jgi|Nemve1|149996|e_gw.3254.3.1	isotig06521	Unigene121530_Mix_Normal_N	c14562_g1_i1	NA	comp2103_c0_seq1	comp4112_c0_seq1	Spi_isotig05240	comp246631_c0_seq1
c007042	adi_EST_assem_2656	NA	isotig06103	NA	Contig_5627	isotig09862	comp4952_c0_seq3	NA	comp3850_c2_seq1	CCHW9646.b1	NA	isotig03427	Unigene136767_Mix_Normal_N	c26513_g1_i1	bu_91849.1_c22864	comp3449_c0_seq1	comp2389_c2_seq3	Spi_isotig04782	comp255980_c0_seq1
c020426	adi_EST_assem_4904	comp127_c1_seq1	isotig07667	NA	NA	isotig16081	comp65_c0_seq5	comp292_c0_seq1	comp134_c0_seq2	CCHW1002.b1	NA	isotig09358	Unigene47302_Mix_Normal_N	c12521_g1_i1	bu_91849.1_c2262	comp1057_c0_seq1	NA	Spi_isotig11210	comp244122_c0_seq1
c003360	adi_EST_assem_9016	comp833_c21_seq91	isotig04363	Locus_100393_Transcript_1/1_Confidence_0.000_Length_1681	Contig_28746	isotig26670	comp19376_c0_seq1	comp6740_c0_seq1	comp14162_c1_seq1	CCHW8242.b1	jgi|Nemve1|241851|estExt_fgenesh1_pg.C_520094	NA	Unigene15051_Mix_Normal_N	c17407_g1_i2	bu_91849.1_c23051	comp4519_c0_seq2	NA	Spi_isotig05113	comp259783_c0_seq2
c011635	adi_EST_assem_14770	comp6701_c1_seq2	isotig10187	Locus_112221_Transcript_1/1_Confidence_0.000_Length_3190	Contig_5069	NA	comp13028_c0_seq1	comp10841_c0_seq1	NA	CCHW1693.b1	jgi|Nemve1|236931|estExt_fgenesh1_kg.C_750006	NA	Unigene144979_Mix_Normal_N	c16216_g2_i1	NA	comp6144_c0_seq1	comp14493_c0_seq1	Spi_isotig08516	comp254762_c0_seq2
c003665	NA	comp4678_c0_seq3	isotig04396	Locus_41456_Transcript_1/1_Confidence_0.000_Length_2275	Contig_16281	isotig03449	NA	comp3116_c6_seq21	comp6994_c1_seq1	CCHW841.b1	jgi|Nemve1|171497|estExt_gwp.C_1770139	NA	Unigene45988_Mix_Normal_N	c17581_g1_i1	bu_91849.1_c17	comp5129_c0_seq2	comp5473_c0_seq1	Spi_isotig05595	comp261398_c1_seq1
c008128	adi_EST_assem_3738	NA	isotig04830	Locus_56596_Transcript_1/1_Confidence_0.000_Length_5989	Contig_545	isotig09334	comp3446_c0_seq1	comp45096_c1_seq1	comp3368_c0_seq2	CCHW6723.g1	NA	NA	CL1546.Contig1_Mix_Normal_N	c17784_g1_i1	NA	comp14529_c0_seq2	comp38675_c0_seq1	Spi_isotig04711	comp261820_c0_seq2
c008790p	adi_EST_assem_7213	NA	NA	NA	Contig_14124	isotig03566	comp3364_c0_seq1	comp609_c0_seq1	NA	CCHW10099.b1	jgi|Nemve1|90754|e_gw.25.171.1	isotig07071	Unigene16048_Mix_Normal_N	c16181_g1_i1	bu_91849.1_lrc19108	comp7042_c0_seq1	comp14196_c0_seq1	Spi_isotig09869	comp256368_c0_seq1
c013212	adi_EST_assem_790	comp379_c0_seq1	isotig01133	Locus_58671_Transcript_1/1_Confidence_0.000_Length_2854	Contig_5416	isotig02383	NA	comp1662_c0_seq1	NA	NA	jgi|Nemve1|243086|estExt_fgenesh1_pg.C_790033	NA	Unigene45797_Mix_Normal_N	c17477_g1_i1	bu_91849.1_c2778	comp1339_c1_seq1	comp262_c0_seq1	Spi_isotig06575	comp246311_c0_seq1
c019967	adi_EST_assem_8738	comp30818_c0_seq1	isotig08904	Locus_21551_Transcript_1/1_Confidence_0.000_Length_1664	Contig_10	isotig09500	NA	NA	comp21200_c0_seq2	CCHW11114.b1	jgi|Nemve1|236613|estExt_fgenesh1_kg.C_300010	isotig10738	Unigene115131_Mix_Normal_N	c17461_g9_i1	bu_91849.1_lrc19461	comp95398_c0_seq1	comp30092_c0_seq1	Spi_isotig06055	comp251178_c0_seq2
c009796	adi_EST_assem_357	comp4242_c1_seq1	isotig02465	NA	Contig_21810	isotig03411	comp2343_c0_seq1	comp6359_c0_seq1	comp3841_c0_seq2	CCHW2703.b1	jgi|Nemve1|158216|estExt_gwp.C_30110	isotig09491	Unigene18588_Mix_Normal_N	c16924_g1_i1	bu_91849.1_c5089	comp1778_c2_seq1	comp686_c0_seq1	Spi_isotig05257	comp251533_c0_seq1
c033664	adi_EST_assem_9725	NA	isotig20280	NA	Contig_65	isotig18048	comp3318_c0_seq2	comp1037_c0_seq2	comp3910_c0_seq1	CCHW4636.b1	NA	isotig09012	Unigene137013_Mix_Normal_N	c17972_g1_i1	NA	comp2373_c0_seq1	comp4389_c0_seq1	Spi_isotig10044	comp232822_c0_seq1
c007905	adi_EST_assem_1196	comp35998_c0_seq1	NA	NA	Contig_6375	isotig09357	comp2460_c0_seq2	comp7323_c0_seq2	NA	NA	jgi|Nemve1|185723|estExt_GenewiseH_1.C_740213	isotig03630	Unigene16569_Mix_Normal_N	c13984_g1_i1	bu_91849.1_lrc18630	comp1883_c0_seq1	comp5601_c0_seq1	Spi_isotig05250	comp261233_c2_seq3
c032830	adi_EST_assem_14041	NA	NA	Locus_61134_Transcript_1/1_Confidence_0.000_Length_1659	Contig_13375	isotig31518	comp1604_c0_seq3	comp322_c0_seq1	comp1704_c1_seq1	CCHW1307.b1	NA	NA	Unigene16253_Mix_Normal_N	c9193_g1_i1	bu_91849.1_c33814	comp1888_c0_seq1	comp428_c0_seq1	Spi_isotig13193	comp254968_c0_seq4
c023488	adi_EST_assem_16019	NA	isotig08908	NA	Contig_3915	isotig18863	comp4509_c0_seq1	comp2815_c0_seq1	comp22423_c0_seq1	CCHW12954.b1	jgi|Nemve1|239137|estExt_fgenesh1_pg.C_120078	isotig08219	Unigene6865_Mix_Normal_N	c17852_g1_i1	NA	comp3364_c0_seq1	comp6294_c0_seq2	Spi_isotig11690	NA
c012493	adi_EST_assem_31817	comp12366_c0_seq2	isotig04345	NA	Contig_23169	isotig09927	comp38053_c0_seq1	comp88564_c0_seq1	comp50279_c0_seq1	NA	jgi|Nemve1|238117|estExt_fgenesh1_pg.C_30209	isotig06749	Unigene50601_Mix_Normal_N	c5680_g1_i1	bu_91849.1_c19337	NA	comp21413_c0_seq1	Spi_isotig12437	NA
